"Proteins Unique Sequence ID"	"Protein Groups Protein Group ID"
"-1538396539459298741"	"1625"
"2907383121433565974"	"2498"
"-2944627294603634095"	"1332"
"-8587777669832743385"	"139"
"-2779928982861707778"	"1365"
"-8735300380446249066"	"111"
"-7498907094133803237"	"378"
"697554350722155722"	"2072"
"4473457085686512926"	"2837"
"1697211468385276031"	"2266"
"6672829446099988999"	"3305"
"-200305812606160804"	"1875"
"2956941067343712987"	"2507"
"7625852785660981987"	"3516"
"-4686593457953999194"	"982"
"-8717511238945883438"	"114"
"2085339884306235514"	"2349"
"4353457585173966729"	"2807"
"-3393408257577289623"	"1229"
"247879969936268411"	"1972"
"1367506905089116798"	"2201"
"984760743341076196"	"2131"
"-8603121241494152718"	"135"
"7776872718560045111"	"3546"
"-6923013739007896551"	"508"
"6179011071974481602"	"3213"
"5802259196988862678"	"3129"
"-486365272632798294"	"1825"
"-8048887560610190463"	"259"
"3357604607996684691"	"2594"
"4267228453861492918"	"2784"
"-5991107467839093977"	"688"
"8833669509605529745"	"3771"
"3081383647301722280"	"2529"
"-779111087231144903"	"1769"
"-3451849306749892991"	"1220"
"7420075580370482485"	"3471"
"4528933939237155494"	"2847"
"-2129800861400375686"	"1501"
"5897019344324903703"	"3148"
"4625697253788829427"	"2860"
"-2886709730536475345"	"1344"
"376281410555249272"	"2001"
"7881821209807726399"	"3563"
"5634853001095686771"	"3088"
"1400550207963658767"	"2213"
"-7283858502544509781"	"424"
"5016840321552797541"	"2942"
"3875322263221301035"	"2686"
"1358702145210499480"	"2197"
"2241526083572897290"	"2380"
"-3764850706603646464"	"1164"
"4921032794514216116"	"2917"
"3977231737757699064"	"2713"
"3106213779201821222"	"2534"
"-8625580668015925346"	"128"
"8184976527645465360"	"3619"
"907467384912736406"	"2117"
"-715832753700784142"	"1782"
"9193197083919053518"	"3846"
"699961986535192658"	"2073"
"-4145658284942206379"	"1093"
"682087624881918030"	"2064"
"1867666717425813757"	"2298"
"7445573923015050179"	"3477"
"1414945439185658993"	"2214"
"-1625803312962444269"	"1611"
"-5459643991948160099"	"810"
"-658594625945977388"	"1792"
"2974291959383986730"	"2512"
"2236984144033134213"	"2379"
"-6962236914182699331"	"494"
"7444936349459715889"	"3476"
"5949568928941647536"	"3156"
"-8065211085214910630"	"258"
"2098721597077854322"	"2354"
"5112670459648704381"	"2962"
"2626090594248797826"	"2443"
"-4904792924861238037"	"934"
"-3840925161791340917"	"1153"
"7212317674731860647"	"3415"
"1056370544189754053"	"2143"
"-6148676134897605043"	"655"
"-7431062919970507924"	"396"
"8486015732534254879"	"3697"
"7379858729908520316"	"3463"
"-7860632215359139914"	"301"
"6273876737902892662"	"3235"
"7474756329522264351"	"3486"
"-226173209616136915"	"1869"
"-6000200469823771153"	"685"
"1120070637025996754"	"2155"
"-6951101032549152638"	"497"
"2260332764015544813"	"2382"
"-2654300565608217051"	"1386"
"-209810513370909151"	"1873"
"7697367026041443041"	"3531"
"-4573891914704923062"	"1009"
"-4172399289928752630"	"1087"
"5788074156748143009"	"3126"
"-1007819713485126010"	"1724"
"-2468696703933973892"	"1424"
"-6717857941727919032"	"545"
"2767038677570436707"	"2468"
"-5428916693947129614"	"822"
"-1079834079423301401"	"1701"
"4237649288618835376"	"2775"
"-2154176655508352970"	"1497"
"8013178931392780313"	"3585"
"5366408655713326940"	"3030"
"-2845433520322820451"	"1353"
"5564397710513388870"	"3073"
"-8650406954565681421"	"123"
"-3934264021141742446"	"1135"
"7090518622331541677"	"3387"
"3827413943900730422"	"2676"
"338471368414013319"	"1992"
"1220835464658620030"	"2171"
"8286977397824614010"	"3644"
"8196142567442196869"	"3621"
"-5438538710980627953"	"818"
"3789194265575881380"	"2668"
"-3814780201100951734"	"1158"
"2580326738670543746"	"2432"
"-507311622488501760"	"1822"
"4489677363022304149"	"2841"
"-5515893546974733261"	"798"
"-2989305466654419891"	"1318"
"4837224883862522345"	"2898"
"5219195248541824635"	"2993"
"2927347659774261053"	"2500"
"3951260869124178943"	"2704"
"-1630432664316486602"	"1609"
"-1258287404599916769"	"1668"
"-6107269265140402008"	"662"
"6028966564330733194"	"3173"
"-4871053517443562380"	"943"
"-224896883052759417"	"1870"
"-4399696409058896209"	"1047"
"-973328225883047536"	"1732"
"6545895763500621643"	"3276"
"96752444028096472"	"1942"
"-2600718552513118007"	"1398"
"3080832168399393297"	"2528"
"2668394544474588816"	"2453"
"4976528031312254709"	"2929"
"2957906910240928632"	"2508"
"7231425427678407841"	"3426"
"-5541205227018029514"	"792"
"4094952149974440381"	"2745"
"-1826410353896670661"	"1569"
"-2146106311129589736"	"1498"
"-5823057819559300912"	"726"
"-6935074334363071802"	"503"
"7242737941757580841"	"3431"
"-5707610475710362094"	"749"
"-5958552957432297313"	"699"
"-9168897576622990740"	"14"
"8041398226355410347"	"3590"
"-2370626703481031957"	"1444"
"-144841769978260211"	"1889"
"3624964416367197442"	"2638"
"314800457670299081"	"1990"
"-6913916515116909943"	"511"
"-315173757617098316"	"1856"
"-9211405473836280937"	"4"
"-6149976972654377774"	"653"
"6236049100829155205"	"3227"
"-984434890743612814"	"1730"
"-151891770149760430"	"1885"
"-2620012205154977311"	"1391"
"-4965360770898962340"	"920"
"-9144815558027084880"	"18"
"5620405547330282270"	"3084"
"-390863097898701106"	"1843"
"-3069559242831628546"	"1298"
"-5455074280924099638"	"813"
"3766879511259281877"	"2662"
"-2978485946285835937"	"1322"
"4358239921076645532"	"2809"
"4232598259152992278"	"2773"
"-3695777178307527150"	"1175"
"-9119183533352449248"	"30"
"-8938944086695522358"	"63"
"-4274209066083096437"	"1070"
"5209638232977492573"	"2987"
"265917510829417511"	"1976"
"-4409697518810600418"	"1045"
"2811019771133124861"	"2477"
"-4281551287497306931"	"1069"
"-7708170732071910709"	"334"
"-3560652470776637886"	"1200"
"-4899059138870577225"	"935"
"-7801299591553380074"	"319"
"2504854661788264323"	"2420"
"-7880237521652408093"	"297"
"-7463306019950863991"	"388"
"-2426417921420304223"	"1433"
"5329575660543357775"	"3020"
"-1775719120591891654"	"1583"
"1176830711489117496"	"2164"
"-7807521872049390696"	"317"
"-1872362925255993666"	"1556"
"2687801448742430149"	"2456"
"1997849162023251854"	"2328"
"-3405603430523799899"	"1226"
"8329316207491278103"	"3652"
"653073458972591476"	"2055"
"-6622169396848351928"	"566"
"3867011211200497444"	"2684"
"1550632578398820844"	"2238"
"-2373737580190422350"	"1443"
"7368195196476720993"	"3460"
"-7883409800749118824"	"296"
"8461791288305677895"	"3688"
"8633785530779633839"	"3728"
"3617199734258832058"	"2637"
"934468542703033965"	"2120"
"7436482478148807515"	"3473"
"-3340255736931624389"	"1243"
"6421674880825804013"	"3252"
"-6279478888489065804"	"625"
"-7346634779911827254"	"411"
"-4697370261215889932"	"980"
"1281408203723189027"	"2181"
"7316364973511523624"	"3448"
"-6179672645832717336"	"648"
"-2253036871243965201"	"1475"
"4812205563963537221"	"2895"
"3780943028693763467"	"2664"
"-6987745799554566725"	"488"
"5593923735961542225"	"3080"
"-4265990204774033592"	"1074"
"504093738677667823"	"2022"
"6717831225161761415"	"3312"
"-2926191319550893962"	"1337"
"-6222796260561926749"	"638"
"-8533893209262250914"	"152"
"-1953114146999994015"	"1538"
"-1707703891335855171"	"1592"
"-8164709769345228762"	"235"
"568464796837822948"	"2043"
"-4571084566871798353"	"1011"
"-5878749091954707236"	"709"
"8095037981369694658"	"3598"
"7393241828625359935"	"3466"
"6076185631256904569"	"3183"
"5657020156058980872"	"3099"
"-3307740507172488716"	"1249"
"4077783620514139312"	"2743"
"7707178006407490925"	"3533"
"3312961601966625911"	"2584"
"2025093551518495881"	"2341"
"-3981569091438122921"	"1122"
"-7682312476163043373"	"341"
"8551747306859767135"	"3711"
"-8494300980345175756"	"159"
"-2330995334301047008"	"1451"
"2089333689475724176"	"2351"
"798152879982526566"	"2100"
"364086976847350379"	"1999"
"3715584417028259664"	"2656"
"-2436656635601103317"	"1429"
"-5489281537849050427"	"802"
"5230078542330958363"	"2995"
"8813199514956100081"	"3767"
"-3585506896184313716"	"1194"
"-1664770674535561933"	"1606"
"4459383988131840815"	"2831"
"7714600249941919632"	"3534"
"-5234927014907967079"	"859"
"-5233128446451314475"	"861"
"469821544412833039"	"2014"
"5703781762481200822"	"3105"
"6085162609898003873"	"3187"
"-4872825174478960051"	"942"
"775419555860448469"	"2095"
"-9100750251972445181"	"33"
"-8855179925451267268"	"75"
"-1585266992316877125"	"1619"
"947873724462567429"	"2123"
"8656041505154526394"	"3733"
"8179443974626363673"	"3618"
"-2992609788783469399"	"1317"
"-3276719871576654886"	"1256"
"-2190048182398586679"	"1491"
"-2310384250968281691"	"1458"
"6421392599925785436"	"3251"
"-6209502681101224333"	"641"
"-1884707447535219714"	"1552"
"-2880295600024901369"	"1345"
"-4572306403840384650"	"1010"
"-8574805230493063036"	"144"
"1188442009290671707"	"2166"
"-4850217669682801799"	"950"
"7321724515391948514"	"3449"
"4461868117343589472"	"2832"
"2627795005895710032"	"2444"
"4390061241352575470"	"2818"
"-7486403724056782188"	"382"
"8677465183251509063"	"3736"
"-2932313985044720890"	"1335"
"-1800037167457152106"	"1579"
"7779362395337591117"	"3547"
"7524352490741382419"	"3496"
"-5528640524029219543"	"795"
"-8980500697727064305"	"58"
"-2449426517635308859"	"1426"
"-3318017659961933117"	"1246"
"-8114492968310580525"	"249"
"-2194368294587715280"	"1490"
"-2122025744724238776"	"1504"
"-5752760027524999381"	"741"
"-3404502619951921532"	"1227"
"6298053913826308884"	"3237"
"2822155780876655725"	"2479"
"706443412800658116"	"2075"
"-3246576723643333795"	"1263"
"3147119451307441974"	"2541"
"-2010666374773995606"	"1527"
"-8034118436781948894"	"261"
"7880695163940437874"	"3562"
"1199984255511246690"	"2168"
"-6579369189662832735"	"577"
"-3759991758898534321"	"1165"
"8004592446864816783"	"3582"
"-3906185605223521012"	"1139"
"-6573503684227708318"	"579"
"8260610778738387308"	"3642"
"8250154090209623680"	"3638"
"7172726289989085897"	"3401"
"222321955828462706"	"1970"
"3980690536672084448"	"2715"
"103112105648951971"	"1943"
"1562810564001530501"	"2241"
"-1467078136555344062"	"1631"
"5771737938610614120"	"3120"
"8023597143087882212"	"3588"
"-1704239558003687193"	"1594"
"8901428664106689374"	"3784"
"8380855263151822429"	"3669"
"-2897023766042750801"	"1339"
"6529470217009589496"	"3273"
"-1388353290409054284"	"1649"
"8914003618785624230"	"3786"
"-8565041105594939155"	"148"
"-5377093586219491132"	"832"
"7331339935402033299"	"3454"
"-4081821255654730279"	"1102"
"3191108156897797496"	"2549"
"5063344585483307093"	"2951"
"-4813494399836784523"	"963"
"5857120018545354279"	"3139"
"-4245870540652335533"	"1078"
"8719545438223687688"	"3744"
"-7655957838206322046"	"346"
"-2764493771843335681"	"1371"
"117262061430317364"	"1947"
"-9060536319755850290"	"39"
"-2763770594966914939"	"1372"
"-9119616111706856744"	"29"
"2723825141155694601"	"2460"
"-2783265528074175254"	"1364"
"4329245545062110439"	"2801"
"8976647445463942226"	"3798"
"-7434199030589689517"	"395"
"2772167970486264253"	"2470"
"-5567467987070279927"	"788"
"-5647730209445312513"	"762"
"-2897487746883914532"	"1338"
"-9117117300834082613"	"31"
"5765405585808973538"	"3119"
"1736163179168070894"	"2280"
"9215017324203505863"	"3853"
"1398672654930293590"	"2211"
"-2171989620062517746"	"1493"
"-675276312923681114"	"1790"
"8791134701989231462"	"3763"
"1392288504420246459"	"2209"
"-4989442227904674202"	"911"
"-1016364169486291199"	"1721"
"7573385717766537595"	"3507"
"8932263568853688601"	"3791"
"282539810863181563"	"1983"
"653544174487068262"	"2056"
"4340156669496060526"	"2805"
"6734575471453550747"	"3317"
"3369137616140023088"	"2596"
"5310491488105008950"	"3014"
"-7858959922113811047"	"302"
"4660762928554623897"	"2865"
"-6075912895449175249"	"671"
"6930052097087835026"	"3350"
"4298785526974998210"	"2790"
"6462118287367883221"	"3261"
"7428234003778738305"	"3472"
"5123694492544734526"	"2964"
"5764222579986534899"	"3118"
"115101743397248701"	"1946"
"-8027641362663373540"	"265"
"-3430961605673792526"	"1222"
"-4910055014827061803"	"932"
"4354971542348250461"	"2808"
"-123895126992999128"	"1896"
"-2414375605373432376"	"1434"
"5195748519794980582"	"2983"
"-2262786275028472849"	"1472"
"-6024539323009410841"	"680"
"-7554911446023016001"	"367"
"-3928558694847449526"	"1137"
"8250323865636212863"	"3639"
"-3617663264695693440"	"1190"
"7093450291997999147"	"3388"
"-4877503792566385355"	"940"
"-7502361480408702535"	"376"
"6857356928160301149"	"3338"
"3022812070164419241"	"2520"
"8592706495200969097"	"3722"
"7673858341359087459"	"3527"
"5034217840069919209"	"2946"
"7069915122482910766"	"3383"
"-5615919369887998349"	"774"
"-5592449745449549244"	"782"
"-8764284085983728716"	"100"
"-2033130566960754114"	"1524"
"5944195629605386665"	"3155"
"1304014562382960910"	"2184"
"5352136499893616615"	"3023"
"-4307491490075501206"	"1063"
"-7148094604996287167"	"449"
"8124726233717471609"	"3608"
"-651184813655133351"	"1794"
"4115257495252240726"	"2749"
"743722838785437812"	"2085"
"-4534068984681137235"	"1022"
"1047850882453787868"	"2142"
"7472508916157269106"	"3485"
"-3359501381423715522"	"1238"
"-7889493676093025453"	"295"
"-6344083837873759313"	"617"
"5572843113901588070"	"3074"
"-5712517081782202986"	"747"
"-5853825877774435955"	"717"
"-2612054938348296953"	"1394"
"-7181785604482644820"	"440"
"-3537193466780696360"	"1205"
"-398928808883879512"	"1841"
"-5652611183345642572"	"761"
"-1699378345202944964"	"1596"
"-8991505405555366750"	"55"
"-3450691866042293765"	"1221"
"-2928934229844812076"	"1336"
"9145991611537025162"	"3833"
"2840679928359396214"	"2484"
"2431037713967118528"	"2409"
"2593269451634803158"	"2433"
"-3348700563280306520"	"1241"
"-2379672404841283582"	"1441"
"821430221279869130"	"2101"
"3008882847524475916"	"2516"
"1946427774929743612"	"2312"
"2874142018275296018"	"2494"
"5875685193594640149"	"3144"
"3851715051474233643"	"2681"
"2210481861453836415"	"2373"
"5392777487392215113"	"3037"
"1475037397769826540"	"2222"
"-8613494787005004283"	"134"
"-4247176720852068449"	"1077"
"-6664937440056635092"	"558"
"764844803714826988"	"2091"
"-6764282473727919069"	"534"
"-8229932598152221552"	"215"
"-6367413251909450613"	"613"
"8619472182958520531"	"3727"
"5483100710137512650"	"3057"
"2075323629818280588"	"2345"
"5710668633427535846"	"3108"
"7752338987200815694"	"3543"
"-6568826203256628777"	"581"
"7448021442665095265"	"3479"
"-2350188829608931465"	"1448"
"6821313339248863201"	"3328"
"-62154573745771927"	"1915"
"-781271804933044442"	"1768"
"-8333516621554840403"	"191"
"5639426559288223252"	"3090"
"5462667237774777304"	"3052"
"9022416781062355686"	"3810"
"7656229856008546485"	"3524"
"3230882669857741214"	"2563"
"5558821625919889641"	"3070"
"-7008442538818735376"	"481"
"1373534053104032037"	"2205"
"-8881976693439910842"	"72"
"-4830311805247258078"	"960"
"5080369595642031285"	"2954"
"-6243804115931907737"	"634"
"-4262429609392895714"	"1075"
"-8397270974056062959"	"181"
"-5831318780158998432"	"722"
"4312046131050647574"	"2794"
"6072091565905259276"	"3181"
"-3496599989848097415"	"1213"
"1060100718371849896"	"2146"
"2870938991305949224"	"2492"
"755217233260055713"	"2089"
"-6990547013884615551"	"486"
"837370257864581378"	"2104"
"4446297038364687966"	"2827"
"6132827760965537069"	"3203"
"-4147874032451066507"	"1092"
"4826507384630182713"	"2897"
"-5517326746891322777"	"797"
"-5309458315612800198"	"845"
"-4008936127769007747"	"1112"
"6022231960649743773"	"3170"
"-2974134927255505490"	"1323"
"4269157593658569788"	"2785"
"-6720179589779934486"	"543"
"4317219429199659424"	"2797"
"6609542144732775052"	"3292"
"-7001354880778454501"	"483"
"-7333180136300150104"	"414"
"6232167611005494061"	"3226"
"3850938661228975130"	"2679"
"-1066297842984078431"	"1703"
"7481599324901596636"	"3487"
"-7462981975688921114"	"390"
"1039714562309974451"	"2138"
"9204758010535676815"	"3851"
"-5826982771784137928"	"725"
"-5241124612822470915"	"858"
"-2292593222020041360"	"1468"
"6590851508053806454"	"3288"
"-3881079650873622249"	"1144"
"-2009028340265945261"	"1529"
"-7996224520520444905"	"276"
"7727744455345483682"	"3538"
"-3943470923424525784"	"1131"
"-138890123291332081"	"1894"
"7003283534467846840"	"3369"
"3562387644317083347"	"2630"
"-6706495995598786803"	"550"
"258971474423548673"	"1975"
"-5364030635763458112"	"837"
"1505271825198651647"	"2229"
"-8314832949912610149"	"194"
"3609981093477389306"	"2635"
"-4629432555354117988"	"1001"
"-4347707240752628666"	"1060"
"9080862626962095597"	"3824"
"7216682931187911548"	"3417"
"-5762449723745155897"	"739"
"1963753125530384868"	"2316"
"-1126668279084605329"	"1692"
"5167676998188788346"	"2977"
"-7112262159952005485"	"456"
"2291665734159650582"	"2387"
"6585156526220186140"	"3286"
"7635059186967103870"	"3521"
"-4107495286689168051"	"1098"
"6120783021560764059"	"3199"
"4774550215756448610"	"2886"
"-8298289385043424255"	"199"
"-817688115590127377"	"1759"
"-5658757101665122516"	"757"
"-3354004188173804086"	"1239"
"5638304543600080"	"1928"
"4240995388596956577"	"2777"
"-3938831926199803543"	"1132"
"8527246992295723502"	"3705"
"1134562392053290926"	"2159"
"-2141683322297297694"	"1499"
"-1837878793854205649"	"1566"
"945913478307562709"	"2122"
"-5619853924693836334"	"771"
"8706538844159986111"	"3740"
"61926280635528933"	"1938"
"4043384267201458756"	"2736"
"3610986345004973856"	"2636"
"5135742112230704380"	"2967"
"1093232271677386747"	"2150"
"193140464994973163"	"1961"
"-7462391840116260305"	"391"
"5305679341133587567"	"3013"
"9157929292758815644"	"3834"
"-5169134958616220950"	"876"
"-2723380110301134702"	"1380"
"-4686493625280248438"	"983"
"4025843576786961024"	"2732"
"-3353134017530951509"	"1240"
"7718298736093812122"	"3535"
"-6197247688658885913"	"645"
"-2000769279846083308"	"1533"
"-6585910940532122349"	"575"
"7745253225456936520"	"3541"
"-8250639024737902778"	"211"
"9059771322381882082"	"3820"
"-8993836243098773222"	"54"
"8399686422006739058"	"3673"
"-8194889804076803831"	"230"
"-3931502688338012469"	"1136"
"-5911471042018297925"	"704"
"3304952133381549298"	"2583"
"7372270157556581361"	"3462"
"-1776648160380264263"	"1582"
"5240633681424972841"	"2999"
"-6751701588736204041"	"536"
"-374289036912732411"	"1847"
"-7984641138409737976"	"277"
"5970441865792546005"	"3164"
"5893062326726901368"	"3147"
"-7957037603345050203"	"284"
"-5157211826918867279"	"878"
"-1986987314704609604"	"1535"
"7500811780682688662"	"3490"
"7031077161766424227"	"3375"
"-3137726994373398706"	"1287"
"-7930539283880310516"	"290"
"2614245215378921803"	"2439"
"-7384087443166083849"	"405"
"-579746636861326094"	"1805"
"6461588678709598383"	"3260"
"986054919885634239"	"2132"
"-3659608677254824690"	"1184"
"-5439043522832827691"	"817"
"5638474282161267402"	"3089"
"2644854664017279034"	"2446"
"4548642001083058322"	"2849"
"-5968150170303438064"	"695"
"6079513439335487390"	"3186"
"4021736645923907192"	"2728"
"-4439599527071011873"	"1039"
"356787563121504482"	"1996"
"-94552620576090045"	"1904"
"-1938619972574952291"	"1542"
"5909232235632679983"	"3150"
"1292459384444475416"	"2182"
"-6053253579863259654"	"677"
"-6902866621778883125"	"512"
"-6933393051334437056"	"505"
"7690147936594120282"	"3529"
"-767357545140157834"	"1771"
"-4178938987355296714"	"1086"
"3526198174853656938"	"2619"
"-5401419277650255532"	"827"
"-7101780835120275737"	"458"
"-9128345059399950903"	"24"
"7020268087964795198"	"3372"
"-7091276917323746637"	"462"
"-2604748441743257015"	"1396"
"6036677964263745223"	"3175"
"5843152145544884275"	"3137"
"-6931862210339099933"	"506"
"510487440568482920"	"2024"
"5464068146291938331"	"3053"
"-6265096555801149049"	"628"
"-7972522835468462088"	"278"
"-9000438294968273418"	"50"
"4492814136567608962"	"2842"
"7298475413649471285"	"3442"
"-1297916080516905749"	"1663"
"7553358112482033805"	"3504"
"7159093635266280091"	"3398"
"127392206666109507"	"1952"
"-4942332083627674586"	"926"
"-8200753479416328933"	"227"
"8884823842415202204"	"3781"
"4972619903535100006"	"2928"
"-5620722506811584939"	"770"
"3667791429140774240"	"2647"
"-8372954577843500195"	"184"
"-7497019614434814723"	"379"
"6107104793922959907"	"3195"
"-1179356982440791831"	"1681"
"8201232879759405860"	"3623"
"-567970208974842497"	"1810"
"710012249327667382"	"2076"
"5740935786864817136"	"3114"
"-3992202401745413050"	"1119"
"6916986776507281609"	"3348"
"8410241835469765050"	"3677"
"2936777588717646109"	"2501"
"703917073919082803"	"2074"
"-7879323310516705125"	"298"
"-4691271095298353856"	"981"
"7953357218888963531"	"3577"
"745274347307830124"	"2086"
"-2315785101654747082"	"1455"
"4257899417113298170"	"2781"
"2268308097842944024"	"2383"
"4240907950946080993"	"2776"
"-7652692427915398655"	"347"
"7175023148943120612"	"3407"
"-4350604871328298459"	"1059"
"-6928651678899214990"	"507"
"1870630596764229112"	"2299"
"-8762392413298796714"	"101"
"4253682685576471631"	"2779"
"715968340642640214"	"2077"
"6449078799256658420"	"3257"
"1936196132069053391"	"2308"
"2483100765271726616"	"2417"
"5232911468884989424"	"2997"
"-7076137767799261755"	"465"
"-3064553156640731792"	"1300"
"-3949732143901396407"	"1129"
"2898221823971910502"	"2497"
"8725353916301729909"	"3748"
"-6607241123372228531"	"570"
"-7550223946587707614"	"369"
"-6238619609280539619"	"635"
"8517445627070868701"	"3703"
"-939904416920954895"	"1736"
"7857445100061984594"	"3558"
"8122132634732921026"	"3605"
"3246242023728721975"	"2569"
"7666744292030772641"	"3526"
"-788718536083084523"	"1767"
"8302543892740036521"	"3646"
"3330412660782960382"	"2588"
"-2452493756132290899"	"1425"
"8642503759764886067"	"3730"
"5640697701811177027"	"3091"
"6028469905244234889"	"3171"
"5250221047475229599"	"3002"
"6688626308192684226"	"3308"
"7185396298341420478"	"3409"
"9172225001989641453"	"3839"
"-6944601348442643793"	"501"
"8352380593102802363"	"3662"
"5704352961259904218"	"3106"
"8565814559741767915"	"3714"
"-1239693809215146352"	"1671"
"-4729149100999833326"	"973"
"2179215368678635356"	"2368"
"-2405733618631947554"	"1438"
"-6077742637667714135"	"670"
"-2725826495787257574"	"1378"
"8013273140133158732"	"3586"
"2835275487068632061"	"2483"
"1701299476432316153"	"2268"
"-8034699390765478794"	"260"
"-1941043648425709568"	"1540"
"6543857744544751788"	"3275"
"-3157784244312675539"	"1280"
"8244788051015200479"	"3635"
"-6434317584629057852"	"607"
"2015968961650589313"	"2339"
"-8573575756283577734"	"146"
"-8213729863308039280"	"221"
"-996241339141020167"	"1726"
"-8690205901175624918"	"117"
"-4576818443980197018"	"1008"
"741351973509792209"	"2084"
"4757838979120085140"	"2881"
"6227264547253468272"	"3225"
"1624029487017367107"	"2254"
"5414288998537041680"	"3043"
"5521000316515276534"	"3064"
"4171482490087455495"	"2761"
"-32150545336103988"	"1920"
"-3647581331953333811"	"1186"
"3955711163328297298"	"2708"
"-6101425685686442531"	"663"
"-8298200234612729181"	"200"
"-2969987479368307007"	"1325"
"-6212598245542673461"	"640"
"-5477090735673299489"	"806"
"8766767178054047588"	"3759"
"-2610496193549617894"	"1395"
"3632960594176974073"	"2640"
"-8396834273640286125"	"182"
"-1249577678687790084"	"1669"
"-2364372254638284214"	"1445"
"5585143123473219567"	"3077"
"-8531104937201265745"	"154"
"-8574893947770882391"	"143"
"564009563978777152"	"2040"
"3244624518097785869"	"2567"
"8233493505927651107"	"3631"
"-7723241537824497291"	"332"
"5023215591343920566"	"2944"
"-4617626252802513340"	"1003"
"-6062552386509311912"	"675"
"7527367309405002308"	"3498"
"2143959781768322124"	"2362"
"621637110793391590"	"2049"
"-1127525944838097966"	"1691"
"-5312560653861073020"	"844"
"-5605315492068944042"	"776"
"9211390500631637896"	"3852"
"1955542657671406465"	"2314"
"735333771594595677"	"2082"
"-7454477479257435803"	"392"
"-6388355264271834386"	"611"
"9053740260663860944"	"3818"
"-5085755615855730408"	"893"
"-4367326817450661218"	"1056"
"5419884065502255360"	"3047"
"-3055099900900343627"	"1302"
"-5532821643516687408"	"793"
"-8911180821409162451"	"67"
"1619039429731874570"	"2252"
"-860365839376182297"	"1751"
"-6161986969394420318"	"650"
"-3853404113387134869"	"1149"
"-2869717489525171844"	"1346"
"-8194884886177587302"	"231"
"3418914028943411131"	"2602"
"4284649004718396451"	"2789"
"-6247807636850760456"	"633"
"-5053375512568543969"	"898"
"-9055879592039017249"	"42"
"-6865032565796748699"	"518"
"8802670806529502835"	"3765"
"4913950505531817381"	"2915"
"-8870496592016974587"	"73"
"5676242339415696487"	"3103"
"-7795104145569461525"	"322"
"3977916920798513363"	"2714"
"-4634393773107864734"	"996"
"562474071848991076"	"2038"
"2007985770655079458"	"2334"
"9060406091306601688"	"3821"
"4854644692515831998"	"2904"
"-27127465578060112"	"1922"
"-5860754846925802701"	"716"
"3839673571588741639"	"2677"
"2387044070350793560"	"2397"
"3200057696232528722"	"2553"
"3196663768808374141"	"2551"
"-4967906594537230573"	"918"
"6479647744430015447"	"3262"
"-475093268658479309"	"1828"
"2707692795518285071"	"2458"
"8256721828910616389"	"3641"
"1698483045954744258"	"2267"
"-7173592296681882204"	"443"
"8382975367682905247"	"3670"
"8970636659854883285"	"3796"
"587629030482776779"	"2044"
"-7305935062523076867"	"421"
"4463882674882175167"	"2833"
"-557938848526159957"	"1814"
"3994823038495086157"	"2722"
"-3159377930626163700"	"1279"
"-7866416472238112790"	"300"
"4465536822655971344"	"2834"
"2391996285989380025"	"2398"
"-4626058579617190840"	"1002"
"-6751278663907923034"	"537"
"-6119471415637852701"	"660"
"-2959819509368176837"	"1328"
"4317505010740816649"	"2798"
"-6864151127046157660"	"519"
"-2007854671863603578"	"1530"
"-5615919662007991178"	"773"
"5713044218766232811"	"3109"
"6753792424959633017"	"3321"
"9007576609156077388"	"3809"
"-3001265267975368646"	"1313"
"7225315477726738383"	"3422"
"-1964659957025433859"	"1537"
"-6561108675404099415"	"583"
"8409014804587651307"	"3676"
"-1392328152187448660"	"1648"
"4622690060897357887"	"2859"
"8425175822669482526"	"3680"
"3193827358447086587"	"2550"
"7021380242978739287"	"3373"
"5410140500926118897"	"3041"
"-9086019032541899258"	"37"
"-5797978110445315662"	"731"
"-7684888423192889118"	"340"
"6068036963660886018"	"3180"
"-8633064063620321085"	"126"
"5357346617193652394"	"3027"
"8994069909982870970"	"3802"
"3093573351125982310"	"2531"
"8032789585989089755"	"3589"
"-7182714032381137149"	"439"
"-2218246746361096439"	"1486"
"-404480449398085068"	"1838"
"3102131592095934236"	"2533"
"3018434530730788275"	"2519"
"-5201003566343787009"	"869"
"-6085773756900444250"	"669"
"3161678422274584734"	"2544"
"8342734995322822174"	"3658"
"8124667280217227388"	"3607"
"-1889758281858521724"	"1550"
"5215276665585730267"	"2989"
"4472961716323345771"	"2836"
"-6839328025786412068"	"521"
"-4859548127155767748"	"946"
"526346203055809002"	"2028"
"-7694948017889393545"	"336"
"1941012350475105381"	"2309"
"4327969175985067622"	"2800"
"6489978473032967961"	"3266"
"3242855938982215798"	"2566"
"-2599348248423270713"	"1399"
"7538764025469812706"	"3501"
"1368746537246451603"	"2203"
"-7324571001266765675"	"417"
"1217217274349295091"	"2170"
"-4707319533501773453"	"978"
"9176436912319366181"	"3841"
"-7954660449586476503"	"286"
"-7023738990963148508"	"479"
"31859826949410640"	"1931"
"-4672476971480337418"	"987"
"5479950461840362459"	"3056"
"2621085061721332365"	"2442"
"688156256911313488"	"2070"
"2428720489737211997"	"2407"
"7212172965787635527"	"3414"
"-116543853618974429"	"1897"
"1047456574283659315"	"2141"
"3559199072785365377"	"2628"
"9004188409903141881"	"3807"
