"Proteins Unique Sequence ID"	"Protein Groups Protein Group ID"
"-3294454862780715220"	"1252"
"5104868076877432039"	"2960"
"-8447148284608472051"	"170"
"-5262953241339830264"	"855"
"-367492356169293166"	"1849"
"-3476524128370901588"	"1214"
"-6199563702112544119"	"644"
"6944313158058301330"	"3356"
"-6973941838255417452"	"493"
"6174842833444890787"	"3209"
"-4306142825200876867"	"1064"
"7174444924925407144"	"3404"
"-728784246141405942"	"1778"
"5390020710088679993"	"3036"
"1629883586476679929"	"2257"
"1694253408134936187"	"2265"
"-7740854368523393254"	"329"
"6364343737777032179"	"3244"
"-8676466481375871245"	"119"
"2867565850229162791"	"2489"
"-5986296192720168781"	"691"
"4145241579063427930"	"2756"
"4113768837461094803"	"2748"
"3739343134974919134"	"2659"
"6391839617332390225"	"3248"
"-7968684939462891772"	"282"
"-8097806180956091720"	"253"
"-2575504775015739326"	"1405"
"2564730176707544032"	"2429"
"2420499355867486986"	"2403"
"523405854747225660"	"2027"
"2100533050409745515"	"2355"
"-5575825970600940944"	"785"
"-626876343606906594"	"1798"
"-1080022240978719765"	"1700"
"3880920923163156384"	"2690"
"-5062141414675458558"	"897"
"5299836175419688438"	"3012"
"-997186877852076993"	"1725"
"1871609499973025843"	"2300"
"-5716262097948304692"	"746"
"3211102690049465357"	"2558"
"7340038753290804182"	"3457"
"1877378718516285483"	"2302"
"-4347150339173577721"	"1061"
"-5964921006077680004"	"697"
"-6719730535871434509"	"544"
"-7393591146869455450"	"403"
"-8670958433918101160"	"120"
"4204109305997435954"	"2769"
"-7123841880797263349"	"453"
"-3564822305630524625"	"1198"
"3394918450034897638"	"2599"
"-5459324364456559330"	"811"
"5468856902780976606"	"3055"
"3991597732483263146"	"2721"
"6653265809957974706"	"3301"
"-6681537936157474887"	"555"
"-4388967430464997560"	"1052"
"-1811724669038293962"	"1578"
"-4566145074236190376"	"1015"
"6727890501693241620"	"3315"
"2601253202356678168"	"2435"
"410623999248744867"	"2004"
"-2089258555704983390"	"1510"
"-6934522081491213014"	"504"
"-4492999109905159377"	"1032"
"-2819385337701029723"	"1358"
"5094708502747754814"	"2957"
"-6941898924238947203"	"502"
"7566662012128363340"	"3506"
"5083710564544014092"	"2955"
"7415542887713691593"	"3470"
"-3011469150095823870"	"1310"
"-1694766210594215776"	"1599"
"8229141518412539790"	"3629"
"-4885390381985605898"	"937"
"-7088025864314276117"	"463"
"-4424001123554839232"	"1041"
"3228434069465912974"	"2561"
"2475503787040523239"	"2416"
"4995195578889072332"	"2934"
"4128416838288873001"	"2751"
"-1831448905794715132"	"1567"
"5955155913055998566"	"3160"
"5413684009215812555"	"3042"
"8494127544242029271"	"3699"
"7247108035044904633"	"3434"
"4037115124737055274"	"2733"
"2210442272290705579"	"2372"
"-7186431258293956911"	"438"
"4198310778640922638"	"2768"
"6844923263172623256"	"3335"
"8351600776064796407"	"3661"
"5626279923656509616"	"3086"
"5708958418174031723"	"3107"
"6215285744053410924"	"3222"
"4989435524198560061"	"2931"
"-5669236386910036788"	"755"
"-256091368978195991"	"1863"
"-2009427819375188157"	"1528"
"-2128989799875943394"	"1502"
"-3472433998448837783"	"1215"
"4807008432777767819"	"2894"
"-8579706144891720478"	"142"
"8978349436204480078"	"3799"
"-1176127761844367310"	"1682"
"-6441918618070782743"	"604"
"7964397888877464485"	"3578"
"-8112712839841425381"	"251"
"6456635449604072928"	"3258"
"1957491016862499710"	"2315"
"-5985118232380264359"	"692"
"6270527551906769020"	"3232"
"-8085181882771772642"	"254"
"7573763493243981681"	"3508"
"-5469574299663466694"	"807"
"5088796644387475019"	"2956"
"6744792230054978933"	"3319"
"-4953140703232919546"	"921"
"8862135404577219062"	"3777"
"-5905184492137342602"	"705"
"-1025650661191394909"	"1715"
"-5991678768207076864"	"687"
"-7631092510034682888"	"351"
"-3654484392457743061"	"1185"
"-8237731062455566207"	"214"
"-5978569898189539548"	"694"
"6425786624467733847"	"3253"
"3541019235990541605"	"2624"
"1728322554936911435"	"2278"
"1348431233397446306"	"2195"
"-7848338417616042821"	"307"
"7224643183628006691"	"3420"
"5158000073631304985"	"2974"
"-4653603657253563798"	"992"
"-2028658389890867927"	"1525"
"-2767928129327746769"	"1369"
"-5215357132518723376"	"867"
"3038689840563559267"	"2522"
"-7829088903597684997"	"309"
"677526654360538548"	"2063"
"-8740985986820790058"	"108"
"5839197527488627088"	"3136"
"3284671458686948130"	"2576"
"-3240734639385883819"	"1266"
"-5199956621996248182"	"871"
"-2725190465399901470"	"1379"
"-65550439794871329"	"1914"
"5314781854584049203"	"3017"
"-4559140579210949167"	"1017"
"6240183344312485010"	"3228"
"3099345167640791747"	"2532"
"-8651766820472939276"	"122"
"-2254798804738061271"	"1474"
"-6720248987179001386"	"542"
"-6804108956499343623"	"527"
"-40843764960248831"	"1918"
"6802113826893248650"	"3326"
"8059296943260836861"	"3594"
"1010665989767425721"	"2136"
"7029493779746441827"	"3374"
"8827666052570193854"	"3768"
"479793662138796228"	"2016"
"1500073560633067929"	"2227"
"-3701582791754198211"	"1173"
"7369433181564394735"	"3461"
"-5611096213630678464"	"775"
"8054337246450165482"	"3593"
"370304273166594920"	"2000"
"-7687733002656654502"	"339"
"-570604753130224479"	"1809"
"-366099160936262297"	"1850"
"-4018200245095699536"	"1111"
"-8277375164580502172"	"208"
"-1042042739323188079"	"1709"
"2315597211980714734"	"2388"
"7322766248926009386"	"3450"
"8650097818779685703"	"3732"
"-8683427190247271421"	"118"
"7547854547274614235"	"3503"
"8134550695814129755"	"3611"
"-7657012177295081485"	"345"
"7630345377865006626"	"3520"
"8658437840418658218"	"3734"
"-4518416776746664122"	"1027"
"4793391525152750587"	"2891"
"123318016964233677"	"1949"
"8408211072324921186"	"3675"
"-9199223731198630068"	"7"
"-2550625188107110862"	"1409"
"5272844491039920934"	"3004"
"-4968571585111953171"	"917"
"-1822975009015350041"	"1573"
"1585562482268553685"	"2245"
"1992212741193317441"	"2327"
"602378726444352058"	"2045"
"-1468233501590493710"	"1630"
"4457645785715096452"	"2830"
"-2806048333038512589"	"1361"
"-2098807042560158640"	"1507"
"3175822401937946454"	"2546"
"7904029165854268952"	"3567"
"-8029242028913948624"	"263"
"-8597337933688242360"	"136"
"-7175242905837588229"	"442"
"-3264120083815806641"	"1258"
"-6300467232994524401"	"622"
"-8752239950939414056"	"105"
"7500011476613652918"	"3489"
"-8985858541616026476"	"56"
"2851468461982241185"	"2485"
"-4267649636453152821"	"1073"
"-7680692845404357414"	"342"
"3877552904475964910"	"2689"
"6370225409205057848"	"3245"
"-2310593070362034047"	"1457"
"-2355880035621835112"	"1447"
"-2619416957405686977"	"1392"
"-5142432278754861003"	"882"
"-3957617844882623254"	"1127"
"-3741204735065001472"	"1168"
"8473772251373638669"	"3692"
"-7480340352347879805"	"384"
"-100353375695918439"	"1903"
"92352165089450524"	"1940"
"-7667668452715930583"	"343"
"4228584982071455131"	"2771"
"-1108045160068185156"	"1695"
"-2820627768769549647"	"1357"
"-8496730321574235711"	"158"
"-7941008687587089998"	"289"
"-291186294764485320"	"1858"
"-4830366311257218609"	"959"
"4996428185622591073"	"2935"
"-140730978004471208"	"1892"
"-7577661902964436810"	"359"
"7441376780111574138"	"3475"
"-1892813618326208794"	"1548"
"6962760823323839829"	"3361"
"-5594688980084840223"	"781"
"-5023759696218809409"	"903"
"-2742942577736862936"	"1377"
"4998173569116180962"	"2937"
"6639457363078970209"	"3297"
"-3119089922168410835"	"1290"
"-1393255483118757770"	"1647"
"-1764632123327779223"	"1586"
"-1129418023889810362"	"1690"
"3797665255168145849"	"2670"
"6495840506053035661"	"3268"
"-2491360545906137157"	"1419"
"92619424180281671"	"1941"
"-909250529717419183"	"1743"
"-268059577032989138"	"1861"
"-8312057505130700222"	"196"
"-8166757714401601180"	"234"
"-9119671646432562357"	"28"
"-6056381579766233841"	"676"
"-5277181117143708744"	"853"
"-5119731611670534936"	"885"
"3913128170310311305"	"2696"
"-3377056009907556172"	"1232"
"2951655110054191757"	"2506"
"-8198800325193539681"	"228"
"-516006275001987462"	"1818"
"-8487408262660345487"	"162"
"5021225223718005983"	"2943"
"8417235359346522376"	"3679"
"3425744660855709231"	"2603"
"3508649530452010436"	"2616"
"-4031307080017597315"	"1109"
"-5532813342924820659"	"794"
"-8271257472643545210"	"209"
"7812930813486390808"	"3551"
"213953215988823024"	"1967"
"5286637805257654056"	"3008"
"-8782574511401724651"	"91"
"-3138004166962983246"	"1285"
"4686891910023409545"	"2870"
"4191413839330820481"	"2764"
"1558588285545917257"	"2239"
"6030770174415932169"	"3174"
"4805044460956902503"	"2893"
"-6357047433893441772"	"614"
"8248535501308075701"	"3637"
"-9033578792166200150"	"44"
"8563546861704888612"	"3713"
"1361543221458196950"	"2199"
"1479790111935506116"	"2224"
"9039221008991823926"	"3815"
"-4468909642596951639"	"1037"
"627927697280554035"	"2052"
"7817133127766930839"	"3552"
"-3224217066640378680"	"1268"
"3301543360737881129"	"2581"
"8718116979404921777"	"3742"
"1231047339708811007"	"2172"
"-1014508030414011044"	"1722"
"8927503928993308915"	"3788"
"8857884992288109923"	"3776"
"2020319621841403457"	"2340"
"8551730055028160476"	"3710"
"-7500020878555026308"	"377"
"-8224977060235137938"	"217"
"8452486629110953776"	"3684"
"5275214472294329876"	"3005"
"6090154179084716209"	"3190"
"7260357318160893257"	"3437"
"-1166927996766443346"	"1683"
"3867074619681453571"	"2685"
"-6072286448447602827"	"672"
"4045429465415994492"	"2738"
"7803423336211904543"	"3549"
"-2034922387344060046"	"1522"
"2950616405929129655"	"2504"
"-5156803787758571728"	"879"
"-8788439396421035672"	"88"
"-5304133680658965036"	"848"
"-5230612763215460817"	"862"
"1310996743308863221"	"2186"
"7874915043186486884"	"3560"
"7938870893573422806"	"3573"
"-8772258242304102193"	"97"
"4368793239132195373"	"2813"
"-8081850607027736323"	"256"
"-91982353768306611"	"1907"
"-7052799449104643410"	"472"
"3208600518816650541"	"2557"
"8833094404749326966"	"3770"
"6761706023119681345"	"3323"
"4245346630009394084"	"2778"
"-4939366548436887845"	"927"
"7902692244369353681"	"3566"
"-2568545591420023478"	"1406"
"-1817111684576735415"	"1576"
"5749593247568362596"	"3115"
"1130211750852848646"	"2158"
"-6341568024441871550"	"619"
"1922976354547064689"	"2307"
"-3455107625301328378"	"1219"
"353320057128082956"	"1995"
"6179525910857735181"	"3214"
"-7317656068237787361"	"419"
"-2934429115890705699"	"1334"
"-8785242188080332383"	"90"
"-2364171353668644168"	"1446"
"-8446105722917808412"	"171"
"152076562272560972"	"1955"
"-8995832376771225777"	"52"
"4884545789014478638"	"2910"
"446076755161784367"	"2009"
"32097797701443302"	"1932"
"7235259727744776076"	"3429"
"5048841209035306562"	"2948"
"-4518810540954697302"	"1025"
"6888826320597161834"	"3341"
"1767684544015944843"	"2285"
"5483705117675463598"	"3058"
"8165870367093882655"	"3614"
"2413702222549115072"	"2402"
"-9115814355814308870"	"32"
"5068408692238139338"	"2952"
"6226740505465900925"	"3224"
"-3661455698439909776"	"1183"
"2159040801121220231"	"2364"
"-216911938682189755"	"1872"
"4636367879172640363"	"2862"
"-1630318732500359632"	"1610"
"-4181332469245940194"	"1084"
"7804593392060362224"	"3550"
"-9012123817603870459"	"47"
"-7890686096526149286"	"294"
"9172177916429743793"	"3838"
"-8293533738236197165"	"202"
"6078622145886948799"	"3185"
"765579875042607640"	"2092"
"-1352370190722133700"	"1655"
"-273580326344755001"	"1860"
"-8106966376198238351"	"252"
"-4326632445175340721"	"1062"
"-6114421503582250155"	"661"
"-6438842107367464417"	"606"
"6634363274650926044"	"3294"
"6795582567929622559"	"3325"
"8505612402410571852"	"3701"
"-6090359432096684388"	"667"
"194335088404692114"	"1963"
"-7809965917378949544"	"316"
"-5479596295726178059"	"804"
"-8479030137048449301"	"165"
"-5378807455886263528"	"830"
"-8621700409293052339"	"132"
"5266360278189725954"	"3003"
"-2806673757180566722"	"1360"
"9221367924290970171"	"3854"
"-1205660111365886564"	"1676"
"-572232975925861742"	"1808"
"5797798922783167285"	"3128"
"5352312602299274778"	"3024"
"8735053905858643513"	"3752"
"-4357852675593899782"	"1057"
"4751284344252295029"	"2879"
"-2429984818239481220"	"1432"
"-3851327045355939363"	"1150"
"-3997402182379015815"	"1118"
"-34001002036977343"	"1919"
"-1675638052339020088"	"1603"
"-401785042072942350"	"1839"
"8660233523405071508"	"3735"
"2087285006199939008"	"2350"
"5383054079404854662"	"3034"
"1099504193891774007"	"2153"
"-393102318263345850"	"1842"
"-5318863470258606833"	"843"
"2386724705728610253"	"2396"
"-6890346438132187209"	"515"
"4335544546222164902"	"2804"
"4771743761383161679"	"2884"
"8321925279742634811"	"3651"
"-421989768094974956"	"1836"
"-7971569862806086425"	"279"
"59184659773015562"	"1937"
"8871370198028658557"	"3779"
"-3006395004919527007"	"1311"
"3972038562420252503"	"2711"
"5777002652342293914"	"3122"
"8924414405991965446"	"3787"
"-4143266038878475517"	"1094"
"-9189590484777075943"	"10"
"8485182549121438413"	"3696"
"-1038572201038202760"	"1711"
"-5031823767746653404"	"902"
"-4369435830510499583"	"1055"
"-8567537084386512250"	"147"
"556799029181218119"	"2034"
"-5870318523395655526"	"711"
"-7556916282893625233"	"366"
"2793178975472813204"	"2472"
"-2846560637843554470"	"1352"
"1575369473679167499"	"2244"
"295082137940750650"	"1985"
"-4758086446517534587"	"970"
"-1462166031620212631"	"1632"
"8587567595163417034"	"3720"
"-1143885462092768664"	"1687"
"-5869916031675078190"	"713"
"-4877506006391296740"	"939"
"-8065453246646173554"	"257"
"3338073365584811594"	"2590"
"609844474726423505"	"2047"
"3549742544018315320"	"2627"
"-1970513305898255231"	"1536"
"-8024352083789976777"	"266"
"-3427598645898203721"	"1223"
"-1416539979039474058"	"1644"
"-2227008394942671266"	"1480"
"57787487465406304"	"1936"
"1353658345851562217"	"2196"
"1981774019348378929"	"2324"
"8437878386955001582"	"3683"
"1756983135160374971"	"2283"
"-8117558468974038429"	"248"
"-4759693404138412735"	"969"
"3178523695898665962"	"2547"
"6257292579144491246"	"3231"
"8779201903022427655"	"3761"
"7072952226669663131"	"3384"
"-8220013005457955452"	"218"
"-3309717020774859274"	"1248"
"3781948284206248702"	"2665"
"6108137657648573585"	"3196"
"8757061134285989517"	"3755"
"9046713427756662077"	"3817"
"-8770420070751581353"	"98"
"6241342632728061571"	"3229"
"7154338873387211180"	"3397"
"8469309847663247920"	"3689"
"2229585917492551052"	"2377"
"5838719745733403279"	"3135"
"6835034816184829460"	"3332"
"8932252735691276888"	"3790"
"2160825122742080574"	"2365"
"-8162183631045646946"	"236"
"-4969785199518402327"	"916"
"-2633610480889665575"	"1389"
"3414831155981605711"	"2600"
"2422870535062940467"	"2405"
"3286629417036601202"	"2578"
"-5557556089384344895"	"790"
"2874885037648560876"	"2495"
"7232907791819213920"	"3427"
"-8625862126903742140"	"127"
"-5012764256203327635"	"905"
"-7740288424381142174"	"330"
"-7952691654267697192"	"287"
"4445906156822009584"	"2825"
"7173448255119182363"	"3402"
"6825792350743248999"	"3330"
"5663657632460563144"	"3101"
"-5190108194104216904"	"874"
"-4474106479109079676"	"1036"
"6208634135307330971"	"3220"
"8399279191456904458"	"3672"
"-6127601430364297393"	"658"
"687560835732482455"	"2069"
"1677605172328813102"	"2262"
"7214504578644122811"	"3416"
"-2106414634070186016"	"1505"
"-917642798524543660"	"1739"
"-7489520263377738348"	"381"
"-5217952952055268548"	"865"
"-4243510454319930112"	"1079"
"-7644336301377244123"	"349"
"-143757823348630571"	"1890"
"4678846149867540289"	"2868"
"5673730343044781282"	"3102"
"8009088926221679389"	"3584"
"-381937601164646059"	"1844"
"3289616204838975461"	"2579"
"1948435004993003441"	"2313"
"1704471211926066966"	"2269"
"-7520728591750181120"	"374"
"2271404358644786379"	"2384"
"-597243898993742241"	"1803"
"-8135854214922228039"	"242"
"3783621162172782203"	"2666"
"-2491921153129945541"	"1418"
"-8925362845928829320"	"65"
"-5986352754293277242"	"690"
"6184092773991491015"	"3216"
"-843246782519175758"	"1754"
"-1414691960117410819"	"1645"
"-1264593624988505849"	"1667"
"5898955459380036323"	"3149"
"3251544276452061183"	"2571"
"4043676364934071043"	"2737"
"-1377635877244790923"	"1650"
"9033657698734280587"	"3812"
"9037349892504840241"	"3814"
"-5842118922115640430"	"719"
"-2939496649029224586"	"1333"
"-6919500497101416540"	"510"
"4549741875275556482"	"2851"
"-3028893805167112372"	"1308"
"-8737911317243548471"	"110"
"5192872055406063473"	"2981"
"3952364280223684373"	"2706"
"-8133999276561542569"	"244"
"823739616816964226"	"2103"
"-3696003956751780460"	"1174"
"306109377846906281"	"1988"
"-3867715510256549408"	"1147"
"686491576200555045"	"2067"
"-749299575230837699"	"1773"
"5185588165699995097"	"2979"
"8343966935655594345"	"3659"
"-7169835918379755143"	"445"
"5232006824815591416"	"2996"
"8205136122998856932"	"3624"
"2084220942375040040"	"2348"
"8251896987743937176"	"3640"
"4447457189107336251"	"2828"
"6144698658960758490"	"3204"
"7259654243118719833"	"3436"
"274015145252682130"	"1979"
"2467286346040319717"	"2415"
"-6066576864868279087"	"674"
"6939588679820243468"	"3353"
"-7321332483161142829"	"418"
"1724337932377857957"	"2277"
"4270153949205942222"	"2786"
"2992293195289622245"	"2514"
"-3819481250379265452"	"1154"
"-2561010377563702326"	"1408"
"6915758716299824080"	"3347"
"162110754595933166"	"1959"
"660513057168003161"	"2060"
"864018122010782004"	"2107"
"-2260804329009372873"	"1473"
"564322716370963063"	"2041"
"-3545967028758689053"	"1203"
"721169718826189063"	"2078"
"-3635276606749918876"	"1188"
"-8419414406636627483"	"179"
"1235307152007644719"	"2173"
"-5625236690753071245"	"768"
"-3813014236257881133"	"1159"
"-8135385361793162553"	"243"
"-6508547570803101910"	"591"
"-1816774394520302067"	"1577"
"3538184499835993456"	"2623"
"-2088552440920446999"	"1511"
"-2862548351692960715"	"1347"
"-5706954355209209913"	"750"
"3013944943172909164"	"2518"
"-1023888813436623976"	"1717"
"-2971731893176673056"	"1324"
"8335320329939268762"	"3653"
"5740436620154947735"	"3113"
"-3670655550841534854"	"1181"
"-1455362657326634232"	"1633"
"6856624260157841827"	"3337"
"-7270924996778502485"	"425"
"-6657686065862137180"	"560"
"-4078763853778873139"	"1103"
"-6493019114107402029"	"593"
"-4160171774517724011"	"1088"
"-493599392499449744"	"1824"
"-7346108876780803568"	"412"
"-2999949674312622070"	"1315"
"-5598224412130214420"	"780"
"-6232139059952850141"	"636"
"1987024820899376297"	"2326"
"-4534228375388649933"	"1021"
"6460055541994458794"	"3259"
"-7586099756274293155"	"358"
"-3084811773954898757"	"1295"
"-5996898070928518349"	"686"
"-9141377155031264166"	"20"
"983713321704176407"	"2130"
"1847486651469822816"	"2291"
"-9137773696009286865"	"22"
"-7032726270839277036"	"478"
"6546315403352841289"	"3278"
"1619484696952214884"	"2253"
"7174641781052764353"	"3406"
"-4414098033661647234"	"1043"
"9192930488046834202"	"3845"
"3864595288643475005"	"2683"
"-6784936491442101467"	"529"
"7576876112341409561"	"3509"
"-7133013081702020464"	"452"
"5598064375893812311"	"3081"
"5981355964815445657"	"3165"
"-3289873417268458662"	"1254"
"-6342560622817440014"	"618"
"-6182568076537308589"	"646"
"7011076575076357199"	"3370"
"-5466542288326959120"	"809"
"-5451664074513337477"	"815"
"-2307788867192096435"	"1460"
"-5870167725543431789"	"712"
"-7911030692265986824"	"292"
"-7745810489150015985"	"328"
"-6041789456780184752"	"678"
"-8926098929249154387"	"64"
"-4669002677123591675"	"989"
"1319936172901890664"	"2188"
"-4685450292699183556"	"984"
"-6332903783671194577"	"621"
"8898508644132712333"	"3783"
"6167412320153067815"	"3206"
"7906499553592381403"	"3568"
"753058757647153787"	"2088"
"-8389052684149617367"	"183"
"1388162349834073741"	"2208"
"1708640290626267049"	"2270"
"-2749472569334089231"	"1376"
"-3373715061212050578"	"1233"
"4780754661784181438"	"2888"
"-2595781739747339031"	"1401"
"-7073332157955076013"	"467"
"4925677213168151985"	"2918"
"3549591940651771702"	"2626"
"-1844756928667547842"	"1565"
"-3263618484320997085"	"1259"
"6178483006887404170"	"3212"
"2983297722228314909"	"2513"
"1721155162359169472"	"2275"
"-1866908035804814240"	"1559"
"-6268671224724585393"	"627"
"-2891424664368030590"	"1341"
"1655251497259487415"	"2260"
"-7043086942307680796"	"475"
"7969393992682693722"	"3579"
"6289921617317730415"	"3236"
"8717421015690566095"	"3741"
"-9023390433505774979"	"45"
"2106052778808331693"	"2357"
"6575553270224251994"	"3284"
"7629254407620291846"	"3517"
"-9171781996039323562"	"11"
"6077570543552496726"	"3184"
"7165899401853608207"	"3399"
"8849242953917426165"	"3774"
"-3588526575422441763"	"1193"
"-4518477556068487686"	"1026"
"1683899515612259900"	"2263"
"-45443448741042807"	"1917"
"-7309351128836490355"	"420"
"7446725702153589765"	"3478"
"-5036533815918111608"	"900"
"5046480723636324863"	"2947"
"-3104846382151978420"	"1292"
"-4056526521297064515"	"1106"
"412989267492622894"	"2005"
"-519635040323081051"	"1817"
"419048109363271085"	"2007"
"9133260577685858014"	"3831"
"-6536357785872288465"	"585"
"916743004623214960"	"2119"
"2031700092780878303"	"2342"
"3988681434844732482"	"2720"
"-7971041458510100973"	"280"
"1307074189875800146"	"2185"
"4900440247780228765"	"2914"
"-8148433569690540229"	"239"
"-3472169871785604282"	"1216"
"362946439677958782"	"1998"
"1365252663665012706"	"2200"
"7227038913092173690"	"3424"
"-6985960340352969870"	"489"
"-6570966043889327404"	"580"
"3705334322242747100"	"2655"
"-4605522544337800066"	"1006"
"-1016656761563188351"	"1720"
"-6974141516308557016"	"492"
"-3317416548883557326"	"1247"
"6596351157083836724"	"3289"
"-5003304044033613110"	"907"
"-729542664091126034"	"1777"
"3740771680866674362"	"2660"
"-6401671858857917569"	"610"
"-5828511565450602241"	"724"
"-4862457629609710254"	"945"
"-5604627173476332081"	"777"
"3824226989303919527"	"2675"
"3124234521907955571"	"2537"
"1332173248690815737"	"2191"
"-3187719389386559931"	"1275"
"-6465314109903613014"	"599"
"3959098677357932626"	"2709"
"-4480157126328656163"	"1034"
"3668723528538727638"	"2648"
"-1352490875980109709"	"1654"
"-1418350428187629844"	"1643"
"7308252133513090836"	"3445"
"-7858307060055438950"	"303"
"8751597953454221886"	"3754"
"-5820221568948669859"	"727"
"6639217336905112259"	"3296"
"8416901588437590511"	"3678"
"8225336690214534054"	"3628"
"2272121550069660062"	"2385"
"-476306151852591039"	"1827"
"-5747732458404138185"	"742"
"1566902771694482530"	"2243"
"4360705577473031613"	"2810"
"-9147063981897791280"	"17"
"4500438095718597566"	"2844"
"863607298942774600"	"2106"
"-9195295084740601325"	"8"
"1535429357355427418"	"2235"
"5817906340983341960"	"3133"
"-739421069394072340"	"1774"
"3728877322360888626"	"2658"
"-8198738028437086806"	"229"
"3327789120096563661"	"2587"
"756136000491077603"	"2090"
"-1819125433981479748"	"1575"
"-6716133539155154712"	"546"
"-5329658274444496515"	"842"
"1099324451451245677"	"2152"
"551881844425109656"	"2033"
"5049018417817342026"	"2949"
"4330394968015135701"	"2802"
"-5216931438576770944"	"866"
"-3076741616427270014"	"1296"
"1839612719642205858"	"2290"
"8454366493935613494"	"3685"
"-7431042407162154153"	"397"
"-6469801124856573436"	"596"
"124053754926249858"	"1950"
"-77584884133553683"	"1911"
"-4844416647535235754"	"954"
"1612491288449717862"	"2248"
"-1594484432885072185"	"1618"
"-5625038226073765913"	"769"
"8845776874603627941"	"3773"
"5588374002070682198"	"3079"
"1240749293216846131"	"2174"
"-8452919191869770403"	"168"
"-2543898889334680909"	"1410"
"-1107540500627023376"	"1696"
"-4100918330742864628"	"1099"
"-4550175075661587004"	"1018"
"-3128972635678329678"	"1288"
"-5940813161561783541"	"701"
"4406338825216404645"	"2821"
"1714630333721311506"	"2273"
"-2057473982284889793"	"1517"
"7752798674986433827"	"3545"
"-2309568012740462624"	"1459"
"2963381124708492524"	"2511"
"4429006779143257910"	"2823"
"-8722067118007621165"	"112"
"2701025177497762752"	"2457"
"-1211029330043512370"	"1675"
"-6002350246500679628"	"684"
"5656121017139874826"	"3097"
"-6259860464076082435"	"630"
"-6634047056467408227"	"562"
"513337833647549896"	"2025"
"9177231757861531522"	"3842"
"5796509123597455273"	"3127"
"5654176434679712524"	"3096"
"8809739148280005605"	"3766"
"-5042941207885374571"	"899"
"3792046426100688845"	"2669"
"1761615694951134021"	"2284"
"-2602489287625283403"	"1397"
"-3208333928556779422"	"1269"
"2826650301699758635"	"2481"
"-1581896134396951467"	"1621"
"-7289415820017297402"	"423"
"-8740518017781001578"	"109"
"-1011353078992681906"	"1723"
"-3146791204946970239"	"1283"
"-7849372490440627698"	"305"
"9188891296985920952"	"3843"
"-3045251361027418727"	"1305"
"4230519549884410634"	"2772"
"4146618986531713622"	"2757"
"-2758038755542979545"	"1374"
"692688187917917011"	"2071"
"-3259776130493618651"	"1260"
"-2375108519350628678"	"1442"
"-3501593659518735213"	"1212"
"-1553618402164793046"	"1623"
"-7476977248749324952"	"386"
"-2243304084648640018"	"1477"
"-2433115600945490106"	"1430"
"-8985233522455606046"	"57"
"-4022376780209334762"	"1110"
"-8451694186259982559"	"169"
"385044699666679526"	"2002"
"2541081725476023529"	"2425"
"8338185896590092974"	"3655"
"-8701266695983432049"	"116"
"-1760362922626917016"	"1587"
"-2849598886551382800"	"1350"
"-3988284594388072596"	"1120"
"8696690186535498755"	"3737"
"-3674589448003344018"	"1180"
"-8284238636204058058"	"206"
"4024286234021820395"	"2731"
"2420827179212213562"	"2404"
"-6980726595472841033"	"490"
"-3256219212228257535"	"1261"
"5432716996293136503"	"3050"
"-5442629486260098393"	"816"
"-445851658510322323"	"1833"
"-2591250137459754120"	"1403"
"272489793728892869"	"1978"
"-1621109291993521829"	"1612"
"-2766829585988969351"	"1370"
"6623340480838481175"	"3293"
"8611870974223822516"	"3726"
"-6810289511595074622"	"526"
"-1083280480669131448"	"1699"
"1860975273197737865"	"2296"
"1498458301552967093"	"2226"
"-8424290997106933324"	"177"
"8697682766688933342"	"3738"
"-6803105277320929101"	"528"
"-700006474042265009"	"1785"
"3370309329751245495"	"2597"
"-5233814876495562801"	"860"
"5384337703464320291"	"3035"
"-4658645955564383119"	"990"
"-142769344711843061"	"1891"
"3980746601808787358"	"2716"
"215729870143927910"	"1968"
"3443446084982214279"	"2606"
"2454475807514495149"	"2412"
"-5122002380756434681"	"884"
"4311553193835580120"	"2793"
"8286530119888385384"	"3643"
"1057700897191135485"	"2144"
"-2598946853791074460"	"1400"
"-4631406937187743282"	"999"
"-976033423709961212"	"1731"
"-8817189782038063101"	"82"
"7862076304528577540"	"3559"
"9003669345530149661"	"3806"
"4487199997490175914"	"2839"
"8637497860104469550"	"3729"
"-1918127686378148163"	"1544"
"7397998273333471065"	"3467"
"-9007113237130658680"	"49"
"-5490413544944086937"	"801"
"-2222501069186758979"	"1482"
"280272277997118017"	"1982"
"-5479231618500312272"	"805"
"-5377867133964341860"	"831"
"-7478524853152137733"	"385"
"5016133696991689047"	"2941"
"7900354501110065761"	"3565"
"5729262198654758902"	"3110"
"-6782447041087316008"	"530"
"-1696656026908675474"	"1598"
"271678290460553006"	"1977"
"-3620399161639766887"	"1189"
"-849081801659546262"	"1753"
"-8588470506095453677"	"138"
"5166856508772248001"	"2976"
"-6664537344047956195"	"559"
"6670005547915153643"	"3303"
"6088825967158896660"	"3189"
"-2514808429644539006"	"1415"
"5381164833794741619"	"3032"
"-7873771796286241695"	"299"
"4966290939603233061"	"2926"
"3010766793389346536"	"2517"
"1078046361948541096"	"2148"
"3290991412812475155"	"2580"
"4039607230823659526"	"2734"
"-4770714879888361237"	"968"
"6826176289632439324"	"3331"
"-2305631654265975414"	"1462"
"6910081975799465505"	"3344"
