"Proteins Unique Sequence ID"	"Peptide Groups Peptide Group ID"
"-2305783293341844831"	"172917"
"-2305783293341844831"	"172562"
"-2305783293341844831"	"172316"
"-2305783293341844831"	"182353"
"-2305783293341844831"	"182763"
"-2305783293341844831"	"182704"
"-2305783293341844831"	"185223"
"-2305783293341844831"	"185798"
"-2305783293341844831"	"178885"
"-2305783293341844831"	"179542"
"-2305783293341844831"	"177854"
"-2305783293341844831"	"180062"
"-2305783293341844831"	"148032"
"-2305783293341844831"	"147332"
"-2305783293341844831"	"154369"
"-2305783293341844831"	"152426"
"-2305783293341844831"	"139040"
"-2305783293341844831"	"140835"
"-2305783293341844831"	"143946"
"-2305783293341844831"	"164273"
"-2305783293341844831"	"165588"
"-2305783293341844831"	"162659"
"-2305783293341844831"	"167745"
"-2305783293341844831"	"167533"
"-2305783293341844831"	"168623"
"-2305783293341844831"	"159508"
"-2305783293341844831"	"32074"
"-2305783293341844831"	"30379"
"-2305783293341844831"	"30200"
"-2305783293341844831"	"31230"
"-2305783293341844831"	"26470"
"-2305783293341844831"	"45477"
"-2305783293341844831"	"44210"
"-2305783293341844831"	"45027"
"-2305783293341844831"	"46668"
"-2305783293341844831"	"41278"
"-2305783293341844831"	"41097"
"-2305783293341844831"	"38965"
"-2305783293341844831"	"44080"
"-2305783293341844831"	"44043"
"-2305783293341844831"	"9190"
"-2305783293341844831"	"1503"
"-2305783293341844831"	"1999"
"-2305783293341844831"	"19524"
"-2305783293341844831"	"16634"
"-2305783293341844831"	"14602"
"-2305783293341844831"	"58058"
"-2305783293341844831"	"54274"
"-2305783293341844831"	"64376"
"-2305783293341844831"	"64221"
"-2305783293341844831"	"181613"
"-2305783293341844831"	"102117"
"-2305783293341844831"	"168555"
"-2305783293341844831"	"181363"
"-2305783293341844831"	"114775"
"-2305783293341844831"	"135395"
"-2305783293341844831"	"93430"
"-2305783293341844831"	"162943"
"-2305783293341844831"	"105104"
"-2305783293341844831"	"25678"
"-2305783293341844831"	"57734"
"-2305783293341844831"	"95821"
"-2305783293341844831"	"127931"
"-2305783293341844831"	"154952"
"-2305783293341844831"	"20892"
"-2305783293341844831"	"169675"
"-2305783293341844831"	"114764"
"-2305783293341844831"	"58813"
"-2305783293341844831"	"144826"
"-2305783293341844831"	"154778"
"-2305783293341844831"	"104038"
"-2305783293341844831"	"104559"
"-2305783293341844831"	"40199"
"-2305783293341844831"	"150587"
"-2305783293341844831"	"166777"
"-2305783293341844831"	"98838"
"-2305783293341844831"	"160885"
"-2305783293341844831"	"123084"
"-2305783293341844831"	"128580"
"-2305783293341844831"	"136264"
"-2305783293341844831"	"167767"
"-2305783293341844831"	"182174"
"-2305783293341844831"	"145852"
"-2305783293341844831"	"107950"
"-2305783293341844831"	"91591"
"-2305783293341844831"	"147980"
"-2305783293341844831"	"140172"
"-2305783293341844831"	"171395"
"-2305783293341844831"	"178079"
"-2305783293341844831"	"96251"
"-2305783293341844831"	"95773"
"-2305783293341844831"	"3102"
"-2305783293341844831"	"118637"
"-2305783293341844831"	"42717"
"3237045866174408172"	"132279"
"3237045866174408172"	"132303"
"3237045866174408172"	"130474"
"3237045866174408172"	"137303"
"3237045866174408172"	"137372"
"3237045866174408172"	"137374"
"3237045866174408172"	"137375"
"3237045866174408172"	"121808"
"3237045866174408172"	"126045"
"3237045866174408172"	"82502"
"3237045866174408172"	"170778"
"3237045866174408172"	"143496"
"3237045866174408172"	"143301"
"3237045866174408172"	"157356"
"3237045866174408172"	"37076"
"3237045866174408172"	"24217"
"3237045866174408172"	"27963"
"3237045866174408172"	"2227"
"3237045866174408172"	"18961"
"3237045866174408172"	"59142"
"3237045866174408172"	"59255"
"3237045866174408172"	"59256"
"3237045866174408172"	"62381"
"3237045866174408172"	"59986"
"3237045866174408172"	"60742"
"3237045866174408172"	"60743"
"3237045866174408172"	"60744"
"3237045866174408172"	"60680"
"3237045866174408172"	"57513"
"3237045866174408172"	"55834"
"3237045866174408172"	"55891"
"3237045866174408172"	"69648"
"3237045866174408172"	"72745"
"3237045866174408172"	"63505"
"3237045866174408172"	"63633"
"3237045866174408172"	"63467"
"3237045866174408172"	"63504"
"3237045866174408172"	"63506"
"3237045866174408172"	"63503"
"3237045866174408172"	"63398"
"3237045866174408172"	"63903"
"3237045866174408172"	"63909"
"3237045866174408172"	"62780"
"3237045866174408172"	"63146"
"3237045866174408172"	"63145"
"3237045866174408172"	"62852"
"3237045866174408172"	"63257"
"3237045866174408172"	"63274"
"3237045866174408172"	"63147"
"3237045866174408172"	"132301"
"3237045866174408172"	"143421"
"3237045866174408172"	"132310"
"3237045866174408172"	"132302"
"3237045866174408172"	"85557"
"3237045866174408172"	"59141"
"3237045866174408172"	"62954"
"3237045866174408172"	"63776"
"3237045866174408172"	"56473"
"3237045866174408172"	"60641"
"3237045866174408172"	"72744"
"3237045866174408172"	"89650"
"3237045866174408172"	"132277"
"5950667386624240413"	"117865"
"5950667386624240413"	"117569"
"5950667386624240413"	"115818"
"5950667386624240413"	"120289"
"5950667386624240413"	"118074"
"5950667386624240413"	"118654"
"5950667386624240413"	"113082"
"5950667386624240413"	"115715"
"5950667386624240413"	"114278"
"5950667386624240413"	"135413"
"5950667386624240413"	"129528"
"5950667386624240413"	"94563"
"5950667386624240413"	"88686"
"5950667386624240413"	"104270"
"5950667386624240413"	"104313"
"5950667386624240413"	"106793"
"5950667386624240413"	"106925"
"5950667386624240413"	"99661"
"5950667386624240413"	"103119"
"5950667386624240413"	"101201"
"5950667386624240413"	"174819"
"5950667386624240413"	"175370"
"5950667386624240413"	"176938"
"5950667386624240413"	"172162"
"5950667386624240413"	"181974"
"5950667386624240413"	"178194"
"5950667386624240413"	"148915"
"5950667386624240413"	"152596"
"5950667386624240413"	"145440"
"5950667386624240413"	"167912"
"5950667386624240413"	"168006"
"5950667386624240413"	"168228"
"5950667386624240413"	"156802"
"5950667386624240413"	"160977"
"5950667386624240413"	"161085"
"5950667386624240413"	"160719"
"5950667386624240413"	"33678"
"5950667386624240413"	"31341"
"5950667386624240413"	"30865"
"5950667386624240413"	"34210"
"5950667386624240413"	"24791"
"5950667386624240413"	"25299"
"5950667386624240413"	"23306"
"5950667386624240413"	"24318"
"5950667386624240413"	"41262"
"5950667386624240413"	"42200"
"5950667386624240413"	"39184"
"5950667386624240413"	"39180"
"5950667386624240413"	"43049"
"5950667386624240413"	"8650"
"5950667386624240413"	"3811"
"5950667386624240413"	"18112"
"5950667386624240413"	"21433"
"5950667386624240413"	"11201"
"5950667386624240413"	"16317"
"5950667386624240413"	"59707"
"5950667386624240413"	"61434"
"5950667386624240413"	"54379"
"5950667386624240413"	"69095"
"5950667386624240413"	"64339"
"5950667386624240413"	"63870"
"5950667386624240413"	"62827"
"5950667386624240413"	"63083"
"5950667386624240413"	"60101"
"5950667386624240413"	"92516"
"5950667386624240413"	"17298"
"5950667386624240413"	"100404"
"5950667386624240413"	"21766"
"5950667386624240413"	"26996"
"5950667386624240413"	"90696"
"5950667386624240413"	"134349"
"5950667386624240413"	"102857"
"5950667386624240413"	"21454"
"5950667386624240413"	"133258"
"5950667386624240413"	"102572"
"5950667386624240413"	"41141"
"5950667386624240413"	"72819"
"5950667386624240413"	"140520"
"5950667386624240413"	"76701"
"5950667386624240413"	"41174"
"5950667386624240413"	"103402"
"5950667386624240413"	"73062"
"7133544339396982631"	"110989"
"7133544339396982631"	"115730"
"7133544339396982631"	"133488"
"7133544339396982631"	"134998"
"7133544339396982631"	"134999"
"7133544339396982631"	"122168"
"7133544339396982631"	"122170"
"7133544339396982631"	"94590"
"7133544339396982631"	"92169"
"7133544339396982631"	"93373"
"7133544339396982631"	"89154"
"7133544339396982631"	"89155"
"7133544339396982631"	"106848"
"7133544339396982631"	"106849"
"7133544339396982631"	"100002"
"7133544339396982631"	"98689"
"7133544339396982631"	"183073"
"7133544339396982631"	"183076"
"7133544339396982631"	"183125"
"7133544339396982631"	"182302"
"7133544339396982631"	"179045"
"7133544339396982631"	"154840"
"7133544339396982631"	"154841"
"7133544339396982631"	"150899"
"7133544339396982631"	"143527"
"7133544339396982631"	"144479"
"7133544339396982631"	"162350"
"7133544339396982631"	"162394"
"7133544339396982631"	"162395"
"7133544339396982631"	"165688"
"7133544339396982631"	"165689"
"7133544339396982631"	"157242"
"7133544339396982631"	"160563"
"7133544339396982631"	"35507"
"7133544339396982631"	"24729"
"7133544339396982631"	"24730"
"7133544339396982631"	"44600"
"7133544339396982631"	"38707"
"7133544339396982631"	"42699"
"7133544339396982631"	"43094"
"7133544339396982631"	"43097"
"7133544339396982631"	"2415"
"7133544339396982631"	"11296"
"7133544339396982631"	"11891"
"7133544339396982631"	"67820"
"7133544339396982631"	"67821"
"7133544339396982631"	"75891"
"7133544339396982631"	"112521"
"7133544339396982631"	"174641"
"682895518506643546"	"116415"
"682895518506643546"	"116416"
"682895518506643546"	"120306"
"682895518506643546"	"112367"
"682895518506643546"	"113909"
"682895518506643546"	"113989"
"682895518506643546"	"113755"
"682895518506643546"	"126187"
"682895518506643546"	"127865"
"682895518506643546"	"95100"
"682895518506643546"	"93682"
"682895518506643546"	"82772"
"682895518506643546"	"86888"
"682895518506643546"	"83805"
"682895518506643546"	"84795"
"682895518506643546"	"101963"
"682895518506643546"	"101961"
"682895518506643546"	"175457"
"682895518506643546"	"175458"
"682895518506643546"	"177085"
"682895518506643546"	"170728"
"682895518506643546"	"173303"
"682895518506643546"	"181425"
"682895518506643546"	"180136"
"682895518506643546"	"146664"
"682895518506643546"	"139488"
"682895518506643546"	"164274"
"682895518506643546"	"162677"
"682895518506643546"	"158712"
"682895518506643546"	"156601"
"682895518506643546"	"33686"
"682895518506643546"	"40516"
"682895518506643546"	"40517"
"682895518506643546"	"43539"
"682895518506643546"	"8486"
"682895518506643546"	"21946"
"682895518506643546"	"15926"
"682895518506643546"	"58569"
"682895518506643546"	"69097"
"682895518506643546"	"73320"
"682895518506643546"	"5974"
"682895518506643546"	"122071"
"682895518506643546"	"42889"
"3453697574232543386"	"117657"
"3453697574232543386"	"116973"
"3453697574232543386"	"120935"
"3453697574232543386"	"118620"
"3453697574232543386"	"111497"
"3453697574232543386"	"111293"
"3453697574232543386"	"115763"
"3453697574232543386"	"133248"
"3453697574232543386"	"131903"
"3453697574232543386"	"131539"
"3453697574232543386"	"128353"
"3453697574232543386"	"88785"
"3453697574232543386"	"89871"
"3453697574232543386"	"104056"
"3453697574232543386"	"174719"
"3453697574232543386"	"175265"
"3453697574232543386"	"173587"
"3453697574232543386"	"178780"
"3453697574232543386"	"154030"
"3453697574232543386"	"139846"
"3453697574232543386"	"143474"
"3453697574232543386"	"165653"
"3453697574232543386"	"165897"
"3453697574232543386"	"25609"
"3453697574232543386"	"26537"
"3453697574232543386"	"41050"
"3453697574232543386"	"43004"
"3453697574232543386"	"7865"
"3453697574232543386"	"5422"
"3453697574232543386"	"6494"
"3453697574232543386"	"18045"
"3453697574232543386"	"16712"
"3453697574232543386"	"20414"
"3453697574232543386"	"11920"
"3453697574232543386"	"11759"
"3453697574232543386"	"58967"
"3453697574232543386"	"59702"
"3453697574232543386"	"53719"
"3453697574232543386"	"65107"
"3453697574232543386"	"66645"
"3453697574232543386"	"72816"
"3453697574232543386"	"63883"
"3453697574232543386"	"63053"
"3453697574232543386"	"63087"
"3453697574232543386"	"91091"
"3453697574232543386"	"104128"
"3453697574232543386"	"136835"
"3453697574232543386"	"18426"
"3453697574232543386"	"118451"
"3453697574232543386"	"165842"
"3453697574232543386"	"158673"
"-66753491464337277"	"117985"
"-66753491464337277"	"110768"
"-66753491464337277"	"114386"
"-66753491464337277"	"130128"
"-66753491464337277"	"131700"
"-66753491464337277"	"136892"
"-66753491464337277"	"125895"
"-66753491464337277"	"95344"
"-66753491464337277"	"96385"
"-66753491464337277"	"88231"
"-66753491464337277"	"85833"
"-66753491464337277"	"91038"
"-66753491464337277"	"91247"
"-66753491464337277"	"90904"
"-66753491464337277"	"91503"
"-66753491464337277"	"104158"
"-66753491464337277"	"108155"
"-66753491464337277"	"109311"
"-66753491464337277"	"102595"
"-66753491464337277"	"175615"
"-66753491464337277"	"177286"
"-66753491464337277"	"172895"
"-66753491464337277"	"177557"
"-66753491464337277"	"141756"
"-66753491464337277"	"140284"
"-66753491464337277"	"145489"
"-66753491464337277"	"157958"
"-66753491464337277"	"157678"
"-66753491464337277"	"156635"
"-66753491464337277"	"37023"
"-66753491464337277"	"37892"
"-66753491464337277"	"36052"
"-66753491464337277"	"35295"
"-66753491464337277"	"25327"
"-66753491464337277"	"26232"
"-66753491464337277"	"26742"
"-66753491464337277"	"26799"
"-66753491464337277"	"26822"
"-66753491464337277"	"43529"
"-66753491464337277"	"7974"
"-66753491464337277"	"19302"
"-66753491464337277"	"19301"
"-66753491464337277"	"21278"
"-66753491464337277"	"21356"
"-66753491464337277"	"21391"
"-66753491464337277"	"20817"
"-66753491464337277"	"59703"
"-66753491464337277"	"59713"
"-66753491464337277"	"58432"
"-66753491464337277"	"62662"
"-66753491464337277"	"54213"
"-66753491464337277"	"54018"
"-66753491464337277"	"62663"
"-66753491464337277"	"70742"
"-66753491464337277"	"48650"
"-66753491464337277"	"48523"
"-66753491464337277"	"62826"
"-66753491464337277"	"62672"
"-66753491464337277"	"62665"
"-66753491464337277"	"112951"
"-66753491464337277"	"24790"
"-66753491464337277"	"182316"
"-66753491464337277"	"24741"
"-66753491464337277"	"19087"
"-66753491464337277"	"109019"
"-66753491464337277"	"102469"
"-66753491464337277"	"29520"
"-66753491464337277"	"38766"
"-66753491464337277"	"49228"
"-66753491464337277"	"130829"
"-66753491464337277"	"19089"
"-66753491464337277"	"70673"
"-66753491464337277"	"97670"
"-66753491464337277"	"153194"
"-66753491464337277"	"59320"
"-66753491464337277"	"103592"
"-66753491464337277"	"142773"
"-66753491464337277"	"92520"
"-66753491464337277"	"71590"
"-66753491464337277"	"99829"
"-66753491464337277"	"23122"
"-66753491464337277"	"24736"
"-66753491464337277"	"153365"
"-66753491464337277"	"102671"
"-2039087024744643374"	"113477"
"-2039087024744643374"	"132188"
"-2039087024744643374"	"132189"
"-2039087024744643374"	"132323"
"-2039087024744643374"	"131369"
"-2039087024744643374"	"137715"
"-2039087024744643374"	"125390"
"-2039087024744643374"	"94849"
"-2039087024744643374"	"97083"
"-2039087024744643374"	"149193"
"-2039087024744643374"	"168671"
"-2039087024744643374"	"158104"
"-2039087024744643374"	"157766"
"-2039087024744643374"	"157768"
"-2039087024744643374"	"157450"
"-2039087024744643374"	"156524"
"-2039087024744643374"	"156525"
"-2039087024744643374"	"156526"
"-2039087024744643374"	"159975"
"-2039087024744643374"	"32340"
"-2039087024744643374"	"34310"
"-2039087024744643374"	"23566"
"-2039087024744643374"	"46312"
"-2039087024744643374"	"39889"
"-2039087024744643374"	"11854"
"-2039087024744643374"	"59293"
"-2039087024744643374"	"60437"
"-2039087024744643374"	"60666"
"-2039087024744643374"	"60670"
"-2039087024744643374"	"60678"
"-2039087024744643374"	"60688"
"-2039087024744643374"	"60693"
"-2039087024744643374"	"63597"
"-2039087024744643374"	"63708"
"-2039087024744643374"	"62716"
"-2039087024744643374"	"63193"
"-2039087024744643374"	"158111"
"-2039087024744643374"	"60679"
"3230263422708412736"	"96575"
"3230263422708412736"	"96576"
"3230263422708412736"	"96992"
"3230263422708412736"	"96999"
"3230263422708412736"	"100887"
"3230263422708412736"	"171533"
"3230263422708412736"	"181133"
"3230263422708412736"	"35451"
"3230263422708412736"	"26336"
"3230263422708412736"	"26337"
"3230263422708412736"	"41522"
"3230263422708412736"	"44061"
"3230263422708412736"	"44062"
"3230263422708412736"	"44066"
"3230263422708412736"	"44069"
"3230263422708412736"	"44070"
"3230263422708412736"	"44071"
"3230263422708412736"	"44072"
"3230263422708412736"	"44073"
"3230263422708412736"	"44074"
"3230263422708412736"	"6504"
"3230263422708412736"	"14114"
"3230263422708412736"	"26102"
"3230263422708412736"	"40633"
"3230263422708412736"	"40631"
"491541445040481155"	"118196"
"491541445040481155"	"112109"
"491541445040481155"	"113269"
"491541445040481155"	"110152"
"491541445040481155"	"110218"
"491541445040481155"	"134330"
"491541445040481155"	"135311"
"491541445040481155"	"124734"
"491541445040481155"	"122129"
"491541445040481155"	"127039"
"491541445040481155"	"92097"
"491541445040481155"	"88381"
"491541445040481155"	"89158"
"491541445040481155"	"81601"
"491541445040481155"	"91793"
"491541445040481155"	"109835"
"491541445040481155"	"99998"
"491541445040481155"	"98452"
"491541445040481155"	"172068"
"491541445040481155"	"148604"
"491541445040481155"	"154549"
"491541445040481155"	"151394"
"491541445040481155"	"143572"
"491541445040481155"	"144550"
"491541445040481155"	"164791"
"491541445040481155"	"157754"
"491541445040481155"	"161066"
"491541445040481155"	"159262"
"491541445040481155"	"30814"
"491541445040481155"	"27855"
"491541445040481155"	"25897"
"491541445040481155"	"5299"
"491541445040481155"	"1684"
"491541445040481155"	"19506"
"491541445040481155"	"12227"
"491541445040481155"	"10687"
"491541445040481155"	"10688"
"491541445040481155"	"11590"
"491541445040481155"	"68800"
"491541445040481155"	"75889"
"491541445040481155"	"84830"
"491541445040481155"	"90342"
"491541445040481155"	"114848"
"491541445040481155"	"25898"
"491541445040481155"	"29146"
"491541445040481155"	"19543"
"491541445040481155"	"108207"
"491541445040481155"	"94702"
"-1697710683789054711"	"115314"
"-1697710683789054711"	"137764"
"-1697710683789054711"	"137765"
"-1697710683789054711"	"121772"
"-1697710683789054711"	"129667"
"-1697710683789054711"	"109955"
"-1697710683789054711"	"92164"
"-1697710683789054711"	"88096"
"-1697710683789054711"	"86192"
"-1697710683789054711"	"90048"
"-1697710683789054711"	"108224"
"-1697710683789054711"	"108222"
"-1697710683789054711"	"99857"
"-1697710683789054711"	"99869"
"-1697710683789054711"	"175093"
"-1697710683789054711"	"175303"
"-1697710683789054711"	"170330"
"-1697710683789054711"	"183317"
"-1697710683789054711"	"182655"
"-1697710683789054711"	"181169"
"-1697710683789054711"	"151396"
"-1697710683789054711"	"142080"
"-1697710683789054711"	"144753"
"-1697710683789054711"	"158532"
"-1697710683789054711"	"25525"
"-1697710683789054711"	"40897"
"-1697710683789054711"	"11901"
"-1697710683789054711"	"10774"
"-1697710683789054711"	"50775"
"-1697710683789054711"	"53430"
"-1697710683789054711"	"11295"
"-1697710683789054711"	"175017"
"-1697710683789054711"	"126411"
"-1697710683789054711"	"29312"
"-1518063030880020019"	"117656"
"-1518063030880020019"	"111938"
"-1518063030880020019"	"111496"
"-1518063030880020019"	"115675"
"-1518063030880020019"	"115765"
"-1518063030880020019"	"131588"
"-1518063030880020019"	"128844"
"-1518063030880020019"	"128335"
"-1518063030880020019"	"81297"
"-1518063030880020019"	"91628"
"-1518063030880020019"	"89273"
"-1518063030880020019"	"89871"
"-1518063030880020019"	"104056"
"-1518063030880020019"	"100351"
"-1518063030880020019"	"174719"
"-1518063030880020019"	"175268"
"-1518063030880020019"	"173588"
"-1518063030880020019"	"177768"
"-1518063030880020019"	"154150"
"-1518063030880020019"	"140017"
"-1518063030880020019"	"165653"
"-1518063030880020019"	"165843"
"-1518063030880020019"	"25610"
"-1518063030880020019"	"22832"
"-1518063030880020019"	"40513"
"-1518063030880020019"	"43004"
"-1518063030880020019"	"7865"
"-1518063030880020019"	"5423"
"-1518063030880020019"	"6494"
"-1518063030880020019"	"16702"
"-1518063030880020019"	"20414"
"-1518063030880020019"	"11920"
"-1518063030880020019"	"12769"
"-1518063030880020019"	"12770"
"-1518063030880020019"	"58967"
"-1518063030880020019"	"59702"
"-1518063030880020019"	"53718"
"-1518063030880020019"	"65109"
"-1518063030880020019"	"66641"
"-1518063030880020019"	"72816"
"-1518063030880020019"	"63883"
"-1518063030880020019"	"63086"
"-1518063030880020019"	"91091"
"-1518063030880020019"	"118451"
"-1518063030880020019"	"104129"
"-7115142250704838097"	"117371"
"-7115142250704838097"	"116915"
"-7115142250704838097"	"116916"
"-7115142250704838097"	"111660"
"-7115142250704838097"	"130511"
"-7115142250704838097"	"138313"
"-7115142250704838097"	"138314"
"-7115142250704838097"	"136964"
"-7115142250704838097"	"123952"
"-7115142250704838097"	"96188"
"-7115142250704838097"	"85985"
"-7115142250704838097"	"85986"
"-7115142250704838097"	"107490"
"-7115142250704838097"	"107491"
"-7115142250704838097"	"107492"
"-7115142250704838097"	"107206"
"-7115142250704838097"	"107205"
"-7115142250704838097"	"100002"
"-7115142250704838097"	"102419"
"-7115142250704838097"	"101013"
"-7115142250704838097"	"101014"
"-7115142250704838097"	"170930"
"-7115142250704838097"	"173676"
"-7115142250704838097"	"173677"
"-7115142250704838097"	"173798"
"-7115142250704838097"	"173365"
"-7115142250704838097"	"179045"
"-7115142250704838097"	"154269"
"-7115142250704838097"	"143663"
"-7115142250704838097"	"143664"
"-7115142250704838097"	"36365"
"-7115142250704838097"	"28322"
"-7115142250704838097"	"28323"
"-7115142250704838097"	"44600"
"-7115142250704838097"	"40915"
"-7115142250704838097"	"42868"
"-7115142250704838097"	"42687"
"-7115142250704838097"	"21955"
"-7115142250704838097"	"75891"
"-7115142250704838097"	"160590"
"-7115142250704838097"	"18174"
"-7115142250704838097"	"43053"
"-7115142250704838097"	"159793"
"-7115142250704838097"	"42869"
"-7115142250704838097"	"157386"
"-7115142250704838097"	"57884"
"-7115142250704838097"	"131335"
"-7115142250704838097"	"96189"
"4769002131436570839"	"116455"
"4769002131436570839"	"118222"
"4769002131436570839"	"111200"
"4769002131436570839"	"115160"
"4769002131436570839"	"134281"
"4769002131436570839"	"124017"
"4769002131436570839"	"125019"
"4769002131436570839"	"125217"
"4769002131436570839"	"88632"
"4769002131436570839"	"86818"
"4769002131436570839"	"90637"
"4769002131436570839"	"90021"
"4769002131436570839"	"103858"
"4769002131436570839"	"97901"
"4769002131436570839"	"101550"
"4769002131436570839"	"174398"
"4769002131436570839"	"171781"
"4769002131436570839"	"181993"
"4769002131436570839"	"184135"
"4769002131436570839"	"179610"
"4769002131436570839"	"180895"
"4769002131436570839"	"143131"
"4769002131436570839"	"143157"
"4769002131436570839"	"168686"
"4769002131436570839"	"165937"
"4769002131436570839"	"159544"
"4769002131436570839"	"159085"
"4769002131436570839"	"45274"
"4769002131436570839"	"40507"
"4769002131436570839"	"43437"
"4769002131436570839"	"6841"
"4769002131436570839"	"5722"
"4769002131436570839"	"5805"
"4769002131436570839"	"8153"
"4769002131436570839"	"651"
"4769002131436570839"	"16168"
"4769002131436570839"	"13387"
"4769002131436570839"	"59682"
"4769002131436570839"	"59900"
"4769002131436570839"	"56056"
"4769002131436570839"	"56055"
"4769002131436570839"	"71098"
"4769002131436570839"	"37283"
"4769002131436570839"	"14666"
"4769002131436570839"	"88358"
"4769002131436570839"	"31994"
"4769002131436570839"	"86115"
"4769002131436570839"	"26443"
"4769002131436570839"	"123416"
"4769002131436570839"	"8991"
"4769002131436570839"	"177090"
"4769002131436570839"	"14033"
"8705476780399299386"	"117828"
"8705476780399299386"	"113201"
"8705476780399299386"	"112929"
"8705476780399299386"	"113697"
"8705476780399299386"	"133774"
"8705476780399299386"	"137368"
"8705476780399299386"	"128190"
"8705476780399299386"	"92408"
"8705476780399299386"	"93433"
"8705476780399299386"	"96631"
"8705476780399299386"	"95889"
"8705476780399299386"	"88331"
"8705476780399299386"	"90222"
"8705476780399299386"	"105776"
"8705476780399299386"	"109037"
"8705476780399299386"	"106730"
"8705476780399299386"	"99165"
"8705476780399299386"	"100757"
"8705476780399299386"	"172617"
"8705476780399299386"	"172388"
"8705476780399299386"	"183683"
"8705476780399299386"	"185026"
"8705476780399299386"	"154901"
"8705476780399299386"	"142172"
"8705476780399299386"	"165425"
"8705476780399299386"	"162626"
"8705476780399299386"	"165854"
"8705476780399299386"	"161092"
"8705476780399299386"	"28106"
"8705476780399299386"	"29435"
"8705476780399299386"	"29436"
"8705476780399299386"	"45828"
"8705476780399299386"	"45018"
"8705476780399299386"	"39272"
"8705476780399299386"	"38870"
"8705476780399299386"	"42984"
"8705476780399299386"	"43438"
"8705476780399299386"	"7007"
"8705476780399299386"	"8268"
"8705476780399299386"	"18536"
"8705476780399299386"	"12634"
"8705476780399299386"	"58458"
"8705476780399299386"	"53518"
"8705476780399299386"	"63742"
"8705476780399299386"	"141555"
"8705476780399299386"	"96863"
"8705476780399299386"	"45497"
"8705476780399299386"	"30113"
"8705476780399299386"	"100555"
"8705476780399299386"	"121721"
"8705476780399299386"	"161839"
"8705476780399299386"	"118644"
"8705476780399299386"	"33367"
"8705476780399299386"	"38822"
"8705476780399299386"	"165391"
"8705476780399299386"	"103539"
"6488855965708197639"	"116738"
"6488855965708197639"	"118169"
"6488855965708197639"	"113547"
"6488855965708197639"	"132729"
"6488855965708197639"	"94039"
"6488855965708197639"	"91189"
"6488855965708197639"	"89599"
"6488855965708197639"	"104616"
"6488855965708197639"	"177295"
"6488855965708197639"	"141595"
"6488855965708197639"	"140788"
"6488855965708197639"	"161359"
"6488855965708197639"	"26031"
"6488855965708197639"	"26032"
"6488855965708197639"	"47340"
"6488855965708197639"	"47341"
"6488855965708197639"	"44163"
"6488855965708197639"	"43270"
"6488855965708197639"	"22768"
"6488855965708197639"	"9966"
"6488855965708197639"	"2934"
"6488855965708197639"	"11659"
"6488855965708197639"	"58533"
"6488855965708197639"	"57124"
"6488855965708197639"	"57125"
"6488855965708197639"	"48745"
"6488855965708197639"	"48763"
"6488855965708197639"	"65826"
"6488855965708197639"	"71648"
"6488855965708197639"	"48504"
"6488855965708197639"	"72655"
"-4615289327887409645"	"117025"
"-4615289327887409645"	"118553"
"-4615289327887409645"	"129090"
"-4615289327887409645"	"96818"
"-4615289327887409645"	"95918"
"-4615289327887409645"	"89630"
"-4615289327887409645"	"89874"
"-4615289327887409645"	"105899"
"-4615289327887409645"	"99256"
"-4615289327887409645"	"99008"
"-4615289327887409645"	"174285"
"-4615289327887409645"	"174325"
"-4615289327887409645"	"176966"
"-4615289327887409645"	"177152"
"-4615289327887409645"	"175735"
"-4615289327887409645"	"150385"
"-4615289327887409645"	"164384"
"-4615289327887409645"	"166127"
"-4615289327887409645"	"166733"
"-4615289327887409645"	"31581"
"-4615289327887409645"	"38575"
"-4615289327887409645"	"25993"
"-4615289327887409645"	"47197"
"-4615289327887409645"	"41212"
"-4615289327887409645"	"41786"
"-4615289327887409645"	"44059"
"-4615289327887409645"	"22770"
"-4615289327887409645"	"7178"
"-4615289327887409645"	"6685"
"-4615289327887409645"	"6499"
"-4615289327887409645"	"6411"
"-4615289327887409645"	"1766"
"-4615289327887409645"	"168"
"-4615289327887409645"	"773"
"-4615289327887409645"	"1075"
"-4615289327887409645"	"18404"
"-4615289327887409645"	"19455"
"-4615289327887409645"	"22612"
"-4615289327887409645"	"12238"
"-4615289327887409645"	"13253"
"-4615289327887409645"	"14271"
"-4615289327887409645"	"52043"
"-4615289327887409645"	"146144"
"-4615289327887409645"	"121503"
"-4615289327887409645"	"106763"
"-4615289327887409645"	"11275"
"-4615289327887409645"	"123034"
"-4615289327887409645"	"43843"
"-4615289327887409645"	"25965"
"-4615289327887409645"	"13410"
"-4615289327887409645"	"16654"
"-4615289327887409645"	"168941"
"-4615289327887409645"	"165625"
"-4615289327887409645"	"142292"
"-4615289327887409645"	"99032"
"-4615289327887409645"	"155047"
"-4615289327887409645"	"64493"
"-4615289327887409645"	"13156"
"-4615289327887409645"	"104362"
"-4615289327887409645"	"8499"
"-4615289327887409645"	"143481"
"-4615289327887409645"	"6205"
"-4615289327887409645"	"14377"
"-4615289327887409645"	"98215"
"-4615289327887409645"	"57925"
"-4615289327887409645"	"68572"
"-4615289327887409645"	"6643"
"-4615289327887409645"	"53845"
"-4615289327887409645"	"121179"
"-9167075430480271222"	"125046"
"-9167075430480271222"	"122168"
"-9167075430480271222"	"122169"
"-9167075430480271222"	"122444"
