"Proteins Unique Sequence ID"	"Annotation Protein Groups Group ID"
"-6896953880380314494"	"8118"
"-6896953880380314494"	"8119"
"-6896953880380314494"	"8137"
"-6896953880380314494"	"8158"
"-6896953880380314494"	"8144"
"-6896953880380314494"	"8153"
"-6896953880380314494"	"742"
"-6896953880380314494"	"5203"
"-6896953880380314494"	"1300"
"-6896953880380314494"	"4671"
"-6896953880380314494"	"8140"
"-6896953880380314494"	"8121"
"-6896953880380314494"	"8126"
"-6896953880380314494"	"8130"
"-6896953880380314494"	"8127"
"-6896953880380314494"	"8131"
"-6896953880380314494"	"8120"
"-6896953880380314494"	"8156"
"-6896953880380314494"	"8135"
"-6896953880380314494"	"8154"
"-6896953880380314494"	"6293"
"-6896953880380314494"	"2259"
"-6896953880380314494"	"6397"
"-6896953880380314494"	"8159"
"-6896953880380314494"	"928"
"-6896953880380314494"	"8122"
"-6896953880380314494"	"6395"
"-6896953880380314494"	"2607"
"-6896953880380314494"	"297"
"-6896953880380314494"	"8129"
"-6896953880380314494"	"8138"
"-6896953880380314494"	"8148"
"-2847148615950550488"	"770"
"-2847148615950550488"	"12610"
"-2847148615950550488"	"12608"
"-2847148615950550488"	"12609"
"-2847148615950550488"	"834"
"-2847148615950550488"	"8943"
"-1119286615561917853"	"11528"
"-1119286615561917853"	"11529"
"-1119286615561917853"	"1170"
"-1119286615561917853"	"5203"
"-1119286615561917853"	"4568"
"-1119286615561917853"	"297"
"8961190954250988131"	"18471"
"8961190954250988131"	"16403"
"8961190954250988131"	"16404"
"8961190954250988131"	"11697"
"1547781430018805415"	"5044"
"1547781430018805415"	"2857"
"1547781430018805415"	"5557"
"1547781430018805415"	"6856"
"1547781430018805415"	"15251"
"1547781430018805415"	"15253"
"1547781430018805415"	"2013"
"-5646758734319931850"	"9662"
"-5646758734319931850"	"9455"
"5778599060552415361"	"12607"
"5778599060552415361"	"17347"
"5778599060552415361"	"11778"
"5778599060552415361"	"1541"
"5778599060552415361"	"834"
"-8470537921174600195"	"3569"
"-8470537921174600195"	"4454"
"-8470537921174600195"	"4453"
"-8470537921174600195"	"4456"
"-8470537921174600195"	"4452"
"-8470537921174600195"	"4455"
"-8470537921174600195"	"1141"
"-2586862151232699530"	"1955"
"-2586862151232699530"	"5044"
"-2586862151232699530"	"2857"
"-2586862151232699530"	"2962"
"-2586862151232699530"	"7185"
"-2586862151232699530"	"7177"
"-2586862151232699530"	"5557"
"-2586862151232699530"	"6856"
"-2586862151232699530"	"1595"
"-2586862151232699530"	"7957"
"1074215629290594570"	"15012"
"1074215629290594570"	"5688"
"1074215629290594570"	"12047"
"1074215629290594570"	"1541"
"1074215629290594570"	"6346"
"1074215629290594570"	"10464"
"1074215629290594570"	"9974"
"1074215629290594570"	"834"
"8569081594674828250"	"770"
"-8210818149912646419"	"5363"
"-8210818149912646419"	"5374"
"-8210818149912646419"	"5379"
"-8210818149912646419"	"5380"
"-8210818149912646419"	"1300"
"-8210818149912646419"	"5376"
"-876330401098073420"	"3898"
"-876330401098073420"	"5691"
"-3578102101740609767"	"771"
"-3578102101740609767"	"770"
"-3578102101740609767"	"772"
"-3578102101740609767"	"785"
"5990763445808986334"	"13546"
"5990763445808986334"	"17467"
"5990763445808986334"	"10454"
"5990763445808986334"	"1877"
"5990763445808986334"	"2189"
"5990763445808986334"	"3058"
"6838394532557106320"	"2324"
"-3705631994362769923"	"11822"
"-3705631994362769923"	"11819"
"-3705631994362769923"	"11820"
"-3705631994362769923"	"11821"
"-3705631994362769923"	"7440"
"-3705631994362769923"	"11824"
"-3705631994362769923"	"11837"
"-3705631994362769923"	"11830"
"-3705631994362769923"	"53"
"-3705631994362769923"	"8486"
"2868702294912813046"	"13147"
"2868702294912813046"	"15927"
"2868702294912813046"	"15928"
"2868702294912813046"	"15929"
"2868702294912813046"	"15931"
"2868702294912813046"	"1170"
"2868702294912813046"	"4568"
"2868702294912813046"	"928"
"2868702294912813046"	"53"
"-2887047081584333281"	"2687"
"-2887047081584333281"	"2699"
"-2887047081584333281"	"2693"
"-2887047081584333281"	"2695"
"-2887047081584333281"	"1962"
"-2887047081584333281"	"1946"
"-2887047081584333281"	"7777"
"-2887047081584333281"	"5072"
"-2887047081584333281"	"4963"
"-2887047081584333281"	"6285"
"-2887047081584333281"	"12593"
"-2887047081584333281"	"2259"
"-2887047081584333281"	"297"
"-2887047081584333281"	"12592"
"2426861074950700078"	"9113"
"2426861074950700078"	"15686"
"2426861074950700078"	"15687"
"2426861074950700078"	"15688"
"2426861074950700078"	"15689"
"2426861074950700078"	"9112"
"2426861074950700078"	"297"
"4388597074234396696"	"3563"
"4388597074234396696"	"1652"
"4388597074234396696"	"14943"
"4388597074234396696"	"8287"
"4388597074234396696"	"14982"
"4388597074234396696"	"3589"
"4388597074234396696"	"16275"
"4388597074234396696"	"4409"
"4388597074234396696"	"9567"
"4388597074234396696"	"36"
"4388597074234396696"	"7982"
"4388597074234396696"	"16679"
"4388597074234396696"	"16681"
"4388597074234396696"	"16674"
"4388597074234396696"	"8801"
"4388597074234396696"	"14585"
"4388597074234396696"	"16677"
"4388597074234396696"	"7890"
"4388597074234396696"	"11847"
"6480137070562712140"	"4074"
"6480137070562712140"	"4073"
"6480137070562712140"	"1300"
"6480137070562712140"	"14769"
"6480137070562712140"	"304"
"6480137070562712140"	"1509"
"6480137070562712140"	"928"
"6480137070562712140"	"9180"
"8732346175470674622"	"16481"
"8732346175470674622"	"5393"
"-2303647177069578644"	"770"
"-2303647177069578644"	"772"
"-2303647177069578644"	"785"
"-3534429540462627294"	"3563"
"-3534429540462627294"	"3506"
"-3534429540462627294"	"3589"
"-3534429540462627294"	"9567"
"3849836082424785333"	"1652"
"3849836082424785333"	"13167"
"3849836082424785333"	"1098"
"3849836082424785333"	"6206"
"3849836082424785333"	"13166"
"3849836082424785333"	"15"
"3849836082424785333"	"4143"
"2327872055766203797"	"12263"
"2327872055766203797"	"1652"
"4874670657009698466"	"7218"
"4874670657009698466"	"16885"
"4874670657009698466"	"16886"
"4874670657009698466"	"16887"
"4874670657009698466"	"16888"
"4874670657009698466"	"16889"
"4874670657009698466"	"16890"
"4874670657009698466"	"16891"
"4874670657009698466"	"4593"
"4874670657009698466"	"6294"
"4874670657009698466"	"7018"
"4874670657009698466"	"3844"
"4874670657009698466"	"7019"
"4874670657009698466"	"7137"
"4874670657009698466"	"16892"
"4874670657009698466"	"7667"
"4874670657009698466"	"11085"
"4874670657009698466"	"9833"
"-806880739347862445"	"4074"
"-806880739347862445"	"4073"
"-806880739347862445"	"304"
"-806880739347862445"	"1595"
"-806880739347862445"	"7091"
"-806880739347862445"	"13980"
"-1891313115093296053"	"13302"
"-1891313115093296053"	"13308"
"-1891313115093296053"	"13310"
"-1891313115093296053"	"13312"
"-1891313115093296053"	"13313"
"-1891313115093296053"	"13314"
"-1891313115093296053"	"13303"
"-1891313115093296053"	"5780"
"-1891313115093296053"	"5781"
"-1891313115093296053"	"5783"
"-1891313115093296053"	"5782"
"-1891313115093296053"	"304"
"-1891313115093296053"	"13306"
"454806171855366482"	"12101"
"454806171855366482"	"14727"
"454806171855366482"	"12506"
"454806171855366482"	"13780"
"454806171855366482"	"13779"
"454806171855366482"	"2722"
"454806171855366482"	"2723"
"454806171855366482"	"2745"
"454806171855366482"	"8466"
"454806171855366482"	"14729"
"-2050551167936510610"	"13222"
"-2050551167936510610"	"13223"
"-2050551167936510610"	"13225"
"-2050551167936510610"	"1170"
"-2050551167936510610"	"711"
"-2050551167936510610"	"8044"
"-2050551167936510610"	"13226"
"-2050551167936510610"	"297"
"-2050551167936510610"	"3252"
"6713486079386730204"	"8103"
"6713486079386730204"	"1946"
"6713486079386730204"	"2812"
"6713486079386730204"	"2813"
"6713486079386730204"	"7186"
"5513100547130879649"	"5008"
"5513100547130879649"	"4995"
"5513100547130879649"	"6908"
"-469021931412063719"	"14196"
"-469021931412063719"	"14197"
"-469021931412063719"	"12612"
"-469021931412063719"	"9859"
"-469021931412063719"	"2803"
"-469021931412063719"	"130"
"-613397371873318473"	"2687"
"-613397371873318473"	"2699"
"-613397371873318473"	"7760"
"-613397371873318473"	"7771"
"-613397371873318473"	"297"
"-1039523901046503215"	"13826"
"-1039523901046503215"	"5034"
"-1039523901046503215"	"928"
"-1034815253104013464"	"2699"
"-1034815253104013464"	"5926"
"-1034815253104013464"	"742"
"-1034815253104013464"	"5924"
"-1034815253104013464"	"7447"
"-1034815253104013464"	"1300"
"-1034815253104013464"	"1946"
"-1034815253104013464"	"5923"
"-1034815253104013464"	"4361"
"-1034815253104013464"	"2259"
"-1034815253104013464"	"1098"
"-1034815253104013464"	"297"
"-1034815253104013464"	"698"
"2502404100025205194"	"5044"
"2502404100025205194"	"1946"
"2502404100025205194"	"15711"
"2502404100025205194"	"12007"
"2502404100025205194"	"6138"
"2502404100025205194"	"2502"
"-700049213662343528"	"12842"
"-700049213662343528"	"14066"
"-700049213662343528"	"742"
"-700049213662343528"	"8603"
"-700049213662343528"	"3238"
"-700049213662343528"	"9900"
"-700049213662343528"	"3641"
"-700049213662343528"	"12781"
"-700049213662343528"	"12706"
"-700049213662343528"	"3634"
"-700049213662343528"	"9006"
"-700049213662343528"	"14064"
"770343860011856219"	"1652"
"770343860011856219"	"2812"
"770343860011856219"	"2803"
"770343860011856219"	"2813"
"6674387397432112473"	"4074"
"6674387397432112473"	"4073"
"6674387397432112473"	"1300"
"6674387397432112473"	"1946"
"6674387397432112473"	"304"
"660217191297362812"	"12058"
"660217191297362812"	"12059"
"660217191297362812"	"11168"
"660217191297362812"	"11166"
"660217191297362812"	"6093"
"-5702843186452249815"	"770"
"-6252367434931231115"	"7849"
"-6252367434931231115"	"8849"
"-6252367434931231115"	"8853"
"-6252367434931231115"	"8865"
"-6252367434931231115"	"8855"
"-6252367434931231115"	"8856"
"-6252367434931231115"	"8857"
"-6252367434931231115"	"8860"
"-6252367434931231115"	"8876"
"-6252367434931231115"	"8878"
"-6252367434931231115"	"3254"
"-6252367434931231115"	"7268"
"-6252367434931231115"	"8877"
"-6252367434931231115"	"8851"
"-6252367434931231115"	"8852"
"-6252367434931231115"	"8854"
"-6252367434931231115"	"8862"
"-6252367434931231115"	"8866"
"-6252367434931231115"	"8868"
"-6252367434931231115"	"8870"
"-6252367434931231115"	"8871"
"-6252367434931231115"	"8872"
"-6252367434931231115"	"8873"
"-6252367434931231115"	"8879"
"-6252367434931231115"	"8874"
"-6252367434931231115"	"6990"
"-6252367434931231115"	"8850"
"-4952006714438079555"	"2687"
"-4952006714438079555"	"2699"
"-4952006714438079555"	"1955"
"-4952006714438079555"	"1946"
"-4952006714438079555"	"4963"
"-4952006714438079555"	"10538"
"-4952006714438079555"	"10541"
"-4952006714438079555"	"297"
"-4952006714438079555"	"8988"
"-4858909322532710110"	"10627"
"-4858909322532710110"	"7156"
"-4858909322532710110"	"6155"
"-4858909322532710110"	"4313"
"-4858909322532710110"	"3505"
"-4858909322532710110"	"10626"
"-4858909322532710110"	"4610"
"-4858909322532710110"	"1647"
"8241428669781636950"	"9543"
"8241428669781636950"	"9539"
"8241428669781636950"	"5394"
"-8649453304125061400"	"3672"
"-8649453304125061400"	"3674"
"-8649453304125061400"	"3671"
"-2613638019378130261"	"12760"
"-1037081558044957936"	"13839"
"-1037081558044957936"	"13841"
"-1037081558044957936"	"8989"
"-1037081558044957936"	"12950"
"-1037081558044957936"	"2639"
"-1037081558044957936"	"933"
"-1037081558044957936"	"12948"
"-1037081558044957936"	"3595"
"-1037081558044957936"	"9938"
"1156142612126302656"	"7954"
"1156142612126302656"	"7946"
"1156142612126302656"	"13753"
"1156142612126302656"	"5802"
"1156142612126302656"	"5804"
"1156142612126302656"	"13960"
"1156142612126302656"	"15050"
"1156142612126302656"	"9437"
"1156142612126302656"	"1550"
"1156142612126302656"	"14800"
"1156142612126302656"	"15051"
"1156142612126302656"	"53"
"1156142612126302656"	"297"
"7742249596596208262"	"18108"
"7742249596596208262"	"14329"
"7742249596596208262"	"17831"
"7742249596596208262"	"4107"
"7742249596596208262"	"18109"
"3453678624484122586"	"4505"
"3453678624484122586"	"16201"
"3453678624484122586"	"12432"
"3453678624484122586"	"9518"
"3453678624484122586"	"4502"
"3453678624484122586"	"6662"
"3453678624484122586"	"4485"
"3453678624484122586"	"4488"
"3453678624484122586"	"12567"
"3453678624484122586"	"10454"
"3453678624484122586"	"6659"
"3453678624484122586"	"3905"
"3453678624484122586"	"53"
"3453678624484122586"	"2324"
"3518541281494469648"	"10443"
"3518541281494469648"	"10434"
"3518541281494469648"	"10609"
"3518541281494469648"	"10616"
"3518541281494469648"	"16228"
"3518541281494469648"	"16232"
"3518541281494469648"	"16233"
"3518541281494469648"	"16229"
"3518541281494469648"	"7857"
"3518541281494469648"	"5395"
"3518541281494469648"	"4272"
"3518541281494469648"	"3315"
"3518541281494469648"	"11523"
"3518541281494469648"	"6167"
"3518541281494469648"	"10438"
"3518541281494469648"	"10442"
"3518541281494469648"	"13606"
"3518541281494469648"	"4248"
"3518541281494469648"	"11527"
"3518541281494469648"	"10448"
"3518541281494469648"	"11525"
"3518541281494469648"	"16231"
"3518541281494469648"	"16236"
"3518541281494469648"	"6731"
"3518541281494469648"	"6723"
"3518541281494469648"	"16235"
"-8215909947984891721"	"5344"
"-8215909947984891721"	"5342"
"3269651725271298861"	"7777"
"3269651725271298861"	"12938"
"3269651725271298861"	"16120"
"3269651725271298861"	"6686"
"3269651725271298861"	"4963"
"3269651725271298861"	"712"
"3269651725271298861"	"16117"
"3269651725271298861"	"2952"
"3269651725271298861"	"3053"
"3269651725271298861"	"14766"
"3269651725271298861"	"2906"
"3269651725271298861"	"16118"
"3269651725271298861"	"9207"
"3269651725271298861"	"1470"
"3269651725271298861"	"4575"
"3269651725271298861"	"241"
"7061207721996529093"	"11198"
"7061207721996529093"	"3563"
"7061207721996529093"	"3589"
"7061207721996529093"	"3571"
"-160533791377362281"	"8592"
"-160533791377362281"	"8593"
"-160533791377362281"	"14345"
"-8484028389043526679"	"4385"
"-8484028389043526679"	"4351"
"-8484028389043526679"	"4352"
"-8484028389043526679"	"4353"
"-8484028389043526679"	"4374"
"-8484028389043526679"	"4354"
"-8484028389043526679"	"4380"
"-8484028389043526679"	"4373"
"-8484028389043526679"	"4369"
"-8484028389043526679"	"4392"
"-8484028389043526679"	"4358"
"-8484028389043526679"	"4361"
"-8484028389043526679"	"2363"
"-8484028389043526679"	"4375"
"-8484028389043526679"	"2259"
"-8484028389043526679"	"928"
"-8484028389043526679"	"4376"
"-8484028389043526679"	"4390"
"-8484028389043526679"	"297"
"-8484028389043526679"	"3252"
"-8484028389043526679"	"4383"
"-8484028389043526679"	"3298"
"-1088137077242897803"	"13784"
"-1088137077242897803"	"13781"
"-1088137077242897803"	"10438"
"-1088137077242897803"	"13780"
"-1088137077242897803"	"13778"
"-1088137077242897803"	"13779"
"-1088137077242897803"	"3539"
"-1088137077242897803"	"13777"
"-1088137077242897803"	"53"
"3002712347046388220"	"7451"
"3002712347046388220"	"15992"
"3002712347046388220"	"2699"
"3002712347046388220"	"5926"
"3002712347046388220"	"5924"
"3002712347046388220"	"7448"
"3002712347046388220"	"7447"
"3002712347046388220"	"1300"
"3002712347046388220"	"1946"
"3002712347046388220"	"5923"
"3002712347046388220"	"4361"
"3002712347046388220"	"7771"
"3002712347046388220"	"2259"
"3002712347046388220"	"1098"
"3002712347046388220"	"928"
"3002712347046388220"	"4376"
"3002712347046388220"	"297"
"3002712347046388220"	"698"
"2726683976815450871"	"8592"
"2726683976815450871"	"8593"
"2726683976815450871"	"14345"
"-2084755087725056383"	"3900"
"-2084755087725056383"	"3901"
"-2084755087725056383"	"11290"
"-2084755087725056383"	"11430"
"-2084755087725056383"	"3904"
"-2084755087725056383"	"3899"
"-2084755087725056383"	"4410"
"-2084755087725056383"	"4963"
"-2084755087725056383"	"4413"
"-2084755087725056383"	"4403"
"-2084755087725056383"	"2259"
"-2084755087725056383"	"11432"
"-2084755087725056383"	"1595"
"-2084755087725056383"	"4409"
"-2084755087725056383"	"297"
"-2084755087725056383"	"36"
"-2084755087725056383"	"2300"
"6210925912035566058"	"17594"
"6210925912035566058"	"7777"
"6210925912035566058"	"5073"
"6210925912035566058"	"834"
"6210925912035566058"	"9436"
"6210925912035566058"	"4409"
"6210925912035566058"	"9609"
"6210925912035566058"	"11243"
"6210925912035566058"	"16471"
"6210925912035566058"	"5176"
"6210925912035566058"	"11140"
"4690988044632206279"	"16797"
"4690988044632206279"	"16803"
"4690988044632206279"	"6511"
"4690988044632206279"	"5376"
"4690988044632206279"	"53"
"4690988044632206279"	"16804"
"4690988044632206279"	"16793"
"4690988044632206279"	"16800"
"6560846777174153588"	"17551"
"6560846777174153588"	"17684"
"6560846777174153588"	"12612"
"6560846777174153588"	"2189"
"6560846777174153588"	"9058"
"-410325427073227732"	"1114"
"-410325427073227732"	"742"
"-410325427073227732"	"1101"
"-410325427073227732"	"1102"
"-410325427073227732"	"1103"
