"Proteins Unique Sequence ID"	"Annotation Protein Groups Group ID"
"-1824367186681839268"	"13375"
"-1824367186681839268"	"3356"
"-1824367186681839268"	"13381"
"-1824367186681839268"	"13376"
"-1824367186681839268"	"13377"
"-1824367186681839268"	"3776"
"-1824367186681839268"	"13251"
"-1824367186681839268"	"13378"
"-1824367186681839268"	"7064"
"-1824367186681839268"	"5590"
"-1824367186681839268"	"13382"
"-1824367186681839268"	"13335"
"8835450799000805125"	"18442"
"8835450799000805125"	"3022"
"8835450799000805125"	"5467"
"8835450799000805125"	"2147"
"8835450799000805125"	"13910"
"560931000169040577"	"14782"
"560931000169040577"	"9917"
"560931000169040577"	"11045"
"338610440228744590"	"8361"
"338610440228744590"	"8360"
"338610440228744590"	"7875"
"338610440228744590"	"928"
"338610440228744590"	"4955"
"338610440228744590"	"8364"
"-652499996560304904"	"14082"
"-652499996560304904"	"2808"
"-652499996560304904"	"2754"
"-915816600694735360"	"13939"
"-915816600694735360"	"13940"
"-915816600694735360"	"13941"
"-915816600694735360"	"13942"
"-915816600694735360"	"7393"
"-915816600694735360"	"12628"
"-915816600694735360"	"7423"
"-915816600694735360"	"9550"
"-915816600694735360"	"3280"
"-915816600694735360"	"13938"
"-915816600694735360"	"1507"
"2951553745667677229"	"15961"
"2951553745667677229"	"2693"
"2951553745667677229"	"7803"
"2951553745667677229"	"1946"
"2951553745667677229"	"1952"
"2951553745667677229"	"5049"
"2951553745667677229"	"14009"
"2951553745667677229"	"4963"
"2951553745667677229"	"2997"
"2951553745667677229"	"4950"
"2951553745667677229"	"1951"
"2951553745667677229"	"928"
"2951553745667677229"	"297"
"2951553745667677229"	"8586"
"8046944082778510554"	"12254"
"8046944082778510554"	"12255"
"8046944082778510554"	"18207"
"8046944082778510554"	"13066"
"8046944082778510554"	"3505"
"8046944082778510554"	"13785"
"8046944082778510554"	"10644"
"-2106198041571123129"	"13173"
"-2106198041571123129"	"7019"
"-2106198041571123129"	"7667"
"-2106198041571123129"	"11085"
"-2106198041571123129"	"4447"
"-2106198041571123129"	"2607"
"-2106198041571123129"	"2189"
"-2106198041571123129"	"13172"
"-2106198041571123129"	"9951"
"6373190460563601224"	"3834"
"6373190460563601224"	"3846"
"6373190460563601224"	"4668"
"6373190460563601224"	"2977"
"6373190460563601224"	"2259"
"6373190460563601224"	"1647"
"6373190460563601224"	"297"
"-7626065268017053793"	"6678"
"-7626065268017053793"	"6679"
"-7626065268017053793"	"2951"
"-7626065268017053793"	"6694"
"-7626065268017053793"	"6701"
"-7626065268017053793"	"6686"
"-7626065268017053793"	"712"
"-7626065268017053793"	"4540"
"-7626065268017053793"	"4520"
"-7626065268017053793"	"6687"
"-7626065268017053793"	"6724"
"-7626065268017053793"	"2856"
"-7626065268017053793"	"6729"
"-7626065268017053793"	"6731"
"-7626065268017053793"	"6720"
"-7626065268017053793"	"6723"
"-7626065268017053793"	"3571"
"-7626065268017053793"	"6702"
"-7626065268017053793"	"1287"
"-7626065268017053793"	"6726"
"-7626065268017053793"	"6719"
"-7626065268017053793"	"6715"
"-7626065268017053793"	"1470"
"-7626065268017053793"	"6698"
"-7626065268017053793"	"6703"
"-7626065268017053793"	"6677"
"-7626065268017053793"	"6707"
"-7626065268017053793"	"6696"
"-7626065268017053793"	"6676"
"-8435902811032544743"	"4612"
"-8435902811032544743"	"4613"
"-8435902811032544743"	"2859"
"-8435902811032544743"	"3571"
"2746028524908130600"	"2891"
"2746028524908130600"	"15855"
"2746028524908130600"	"7056"
"2746028524908130600"	"4856"
"2746028524908130600"	"15856"
"2746028524908130600"	"15857"
"2746028524908130600"	"36"
"2746028524908130600"	"3320"
"2746028524908130600"	"15854"
"868843744032576337"	"12612"
"868843744032576337"	"11143"
"868843744032576337"	"11142"
"868843744032576337"	"14926"
"-8586045646890195007"	"3903"
"-8586045646890195007"	"3900"
"-8586045646890195007"	"3901"
"-8586045646890195007"	"3945"
"-8586045646890195007"	"3904"
"-8586045646890195007"	"3899"
"-8586045646890195007"	"3943"
"-8586045646890195007"	"3933"
"-8586045646890195007"	"2259"
"-8586045646890195007"	"3905"
"-8586045646890195007"	"3947"
"-8586045646890195007"	"3902"
"-8586045646890195007"	"297"
"-8586045646890195007"	"2306"
"-8586045646890195007"	"36"
"-8586045646890195007"	"3925"
"-8586045646890195007"	"3917"
"-7619751379045493323"	"6737"
"-7619751379045493323"	"6738"
"-7619751379045493323"	"6787"
"-7619751379045493323"	"6761"
"-7619751379045493323"	"6769"
"-7619751379045493323"	"6739"
"-7619751379045493323"	"6742"
"-7619751379045493323"	"6746"
"-7619751379045493323"	"6763"
"-7619751379045493323"	"4383"
"-7619751379045493323"	"6773"
"-7619751379045493323"	"6740"
"-7619751379045493323"	"6741"
"-7619751379045493323"	"4665"
"-7619751379045493323"	"6755"
"-8021151771097253275"	"4716"
"-8021151771097253275"	"2775"
"-8021151771097253275"	"2770"
"-8021151771097253275"	"2764"
"-8021151771097253275"	"2766"
"-8021151771097253275"	"1483"
"7002487047349753336"	"742"
"7002487047349753336"	"1981"
"7002487047349753336"	"4616"
"7002487047349753336"	"4615"
"7002487047349753336"	"4617"
"7002487047349753336"	"4614"
"7002487047349753336"	"9609"
"7002487047349753336"	"3053"
"7002487047349753336"	"297"
"4804495115062908755"	"7954"
"4804495115062908755"	"12932"
"4804495115062908755"	"16842"
"4804495115062908755"	"9224"
"4804495115062908755"	"9225"
"4804495115062908755"	"297"
"-2982172693089125932"	"9341"
"-2982172693089125932"	"2655"
"-2982172693089125932"	"742"
"3366486650245995426"	"166"
"3366486650245995426"	"168"
"3366486650245995426"	"16152"
"3366486650245995426"	"170"
"3366486650245995426"	"167"
"-2946380844768102927"	"2645"
"-2946380844768102927"	"12514"
"-692133851352470930"	"14072"
"-692133851352470930"	"14073"
"-692133851352470930"	"8903"
"-692133851352470930"	"14071"
"-692133851352470930"	"53"
"-3876256361286906855"	"11657"
"-3876256361286906855"	"5628"
"-3876256361286906855"	"2754"
"500586164942944818"	"5683"
"500586164942944818"	"14754"
"500586164942944818"	"5680"
"500586164942944818"	"6496"
"500586164942944818"	"13887"
"500586164942944818"	"5689"
"500586164942944818"	"4671"
"500586164942944818"	"1740"
"500586164942944818"	"8342"
"500586164942944818"	"7064"
"8724268624419382152"	"10714"
"8724268624419382152"	"10709"
"8724268624419382152"	"13682"
"8724268624419382152"	"13683"
"8724268624419382152"	"1166"
"2921825731244054349"	"12138"
"2921825731244054349"	"5731"
"2921825731244054349"	"15945"
"2921825731244054349"	"15946"
"2921825731244054349"	"15948"
"2921825731244054349"	"15949"
"2921825731244054349"	"15950"
"2921825731244054349"	"10438"
"2921825731244054349"	"10442"
"2921825731244054349"	"10559"
"2921825731244054349"	"10566"
"2921825731244054349"	"13606"
"2921825731244054349"	"3539"
"2921825731244054349"	"10565"
"2921825731244054349"	"729"
"2921825731244054349"	"9385"
"988734972597675031"	"4791"
"988734972597675031"	"14984"
"988734972597675031"	"2786"
"988734972597675031"	"1"
"7512060777885112035"	"14807"
"7512060777885112035"	"5628"
"7512060777885112035"	"5740"
"7512060777885112035"	"1245"
"7512060777885112035"	"17112"
"7512060777885112035"	"18024"
"7512060777885112035"	"2859"
"7512060777885112035"	"13908"
"7512060777885112035"	"53"
"7512060777885112035"	"2189"
"7512060777885112035"	"7334"
"7512060777885112035"	"5126"
"7512060777885112035"	"4949"
"7512060777885112035"	"5941"
"7512060777885112035"	"18025"
"722049298036069008"	"9240"
"722049298036069008"	"1936"
"7931435872977733703"	"10904"
"7931435872977733703"	"11413"
"7931435872977733703"	"17858"
"7931435872977733703"	"18177"
"7931435872977733703"	"18192"
"7931435872977733703"	"2842"
"7931435872977733703"	"2838"
"7931435872977733703"	"5116"
"7931435872977733703"	"12861"
"7931435872977733703"	"2837"
"7931435872977733703"	"2841"
"7931435872977733703"	"2840"
"7931435872977733703"	"16117"
"7931435872977733703"	"18175"
"7931435872977733703"	"18178"
"7931435872977733703"	"18179"
"7931435872977733703"	"18180"
"7931435872977733703"	"18183"
"7931435872977733703"	"61"
"7931435872977733703"	"2856"
"7931435872977733703"	"1877"
"7931435872977733703"	"2899"
"7931435872977733703"	"18189"
"7931435872977733703"	"1595"
"7931435872977733703"	"2843"
"7931435872977733703"	"485"
"7931435872977733703"	"3053"
"7931435872977733703"	"1162"
"7931435872977733703"	"17857"
"7931435872977733703"	"18174"
"7931435872977733703"	"18176"
"7931435872977733703"	"6723"
"7931435872977733703"	"11022"
"7931435872977733703"	"7091"
"7931435872977733703"	"11352"
"7931435872977733703"	"7709"
"7931435872977733703"	"2839"
"7931435872977733703"	"2377"
"7931435872977733703"	"18191"
"7931435872977733703"	"15"
"7931435872977733703"	"11891"
"7931435872977733703"	"18185"
"1011976368699827672"	"5627"
"1011976368699827672"	"14991"
"1011976368699827672"	"10782"
"1011976368699827672"	"4100"
"1011976368699827672"	"1102"
"1011976368699827672"	"1100"
"1011976368699827672"	"304"
"6669951735420197648"	"17506"
"6669951735420197648"	"17718"
"6669951735420197648"	"17123"
"6669951735420197648"	"9386"
"6669951735420197648"	"9397"
"6669951735420197648"	"17505"
"6669951735420197648"	"53"
"6669951735420197648"	"6214"
"6669951735420197648"	"13365"
"6669951735420197648"	"17716"
"8832352295829315313"	"18436"
"8832352295829315313"	"7156"
"8832352295829315313"	"170"
"8832352295829315313"	"9785"
"8832352295829315313"	"1563"
"8832352295829315313"	"6155"
"8832352295829315313"	"18437"
"-6920554993800994285"	"4317"
"-6920554993800994285"	"4318"
"-6920554993800994285"	"4321"
"-6920554993800994285"	"4322"
"-6920554993800994285"	"4344"
"-6920554993800994285"	"4320"
"-6920554993800994285"	"4334"
"-6920554993800994285"	"4319"
"-6920554993800994285"	"2859"
"-6920554993800994285"	"1595"
"-6920554993800994285"	"297"
"-6920554993800994285"	"4343"
"-6920554993800994285"	"4323"
"-5794386193398091018"	"9554"
"-5794386193398091018"	"2334"
"9124965961007810906"	"7367"
"9124965961007810906"	"15358"
"9124965961007810906"	"15359"
"9124965961007810906"	"15360"
"9124965961007810906"	"4334"
"9124965961007810906"	"15361"
"9124965961007810906"	"4342"
"9124965961007810906"	"1647"
"9124965961007810906"	"297"
"9124965961007810906"	"4190"
"9124965961007810906"	"5941"
"6313231503744566384"	"10287"
"6313231503744566384"	"10284"
"6313231503744566384"	"10285"
"6313231503744566384"	"10286"
"6313231503744566384"	"1300"
"-2245217909650069335"	"13090"
"-2245217909650069335"	"10346"
"-2245217909650069335"	"13081"
"-2245217909650069335"	"13082"
"-2245217909650069335"	"13083"
"-2245217909650069335"	"13084"
"-2245217909650069335"	"13093"
"-2245217909650069335"	"13092"
"-2245217909650069335"	"6808"
"-2245217909650069335"	"8501"
"2458252490920426752"	"3356"
"2458252490920426752"	"1616"
"2458252490920426752"	"3775"
"2458252490920426752"	"15704"
"2458252490920426752"	"3778"
"2458252490920426752"	"499"
"2458252490920426752"	"12620"
"9193943049168300683"	"6908"
"9193943049168300683"	"1145"
"9193943049168300683"	"8560"
"-504997331308259812"	"6410"
"-504997331308259812"	"14182"
"-504997331308259812"	"14183"
"-504997331308259812"	"14176"
"-504997331308259812"	"14180"
"-504997331308259812"	"4568"
"-504997331308259812"	"14177"
"-504997331308259812"	"5376"
"-504997331308259812"	"14175"
"-504997331308259812"	"5880"
"-5434559911423025462"	"7175"
"-5434559911423025462"	"7185"
"-5434559911423025462"	"7177"
"-5434559911423025462"	"7176"
"-5434559911423025462"	"7187"
"9139942290346830630"	"18548"
"9139942290346830630"	"8471"
"9139942290346830630"	"13779"
"9139942290346830630"	"18549"
"9139942290346830630"	"8466"
"-6816817128509432528"	"7218"
"-6816817128509432528"	"8203"
"-6816817128509432528"	"8206"
"-1141422113329583141"	"7613"
"-1141422113329583141"	"13749"
"-1141422113329583141"	"13750"
"-1141422113329583141"	"13751"
"-1141422113329583141"	"7612"
"-1141422113329583141"	"13396"
"882715983706929749"	"13596"
"882715983706929749"	"14698"
"882715983706929749"	"3034"
"882715983706929749"	"14697"
"882715983706929749"	"14940"
"882715983706929749"	"1219"
"4157182932771800811"	"1541"
"4157182932771800811"	"16279"
"4936048942270731480"	"8209"
"4936048942270731480"	"8207"
"4936048942270731480"	"8208"
"4936048942270731480"	"4358"
"4936048942270731480"	"8211"
"4936048942270731480"	"1647"
"4936048942270731480"	"534"
"5314014285931232470"	"16528"
"5314014285931232470"	"2808"
"5314014285931232470"	"2754"
"5314014285931232470"	"16527"
"3079074271338885879"	"3356"
"3079074271338885879"	"1616"
"3079074271338885879"	"3775"
"3079074271338885879"	"15704"
"3079074271338885879"	"3778"
"3079074271338885879"	"499"
"3079074271338885879"	"12620"
"7299810347757178187"	"8225"
"7299810347757178187"	"8390"
"7299810347757178187"	"12171"
"7299810347757178187"	"17946"
"7299810347757178187"	"15593"
"7299810347757178187"	"17951"
"7299810347757178187"	"17955"
"7299810347757178187"	"11190"
"7299810347757178187"	"8201"
"7299810347757178187"	"5984"
"7299810347757178187"	"9283"
"7299810347757178187"	"2020"
"7299810347757178187"	"6258"
"7299810347757178187"	"12177"
"7299810347757178187"	"12188"
"7299810347757178187"	"17949"
"7299810347757178187"	"61"
"7299810347757178187"	"4419"
"7299810347757178187"	"14210"
"7299810347757178187"	"8347"
"7299810347757178187"	"1595"
"7299810347757178187"	"933"
"7299810347757178187"	"726"
"7299810347757178187"	"8012"
"7299810347757178187"	"1507"
"7299810347757178187"	"3595"
"7299810347757178187"	"36"
"7299810347757178187"	"1053"
"7299810347757178187"	"13532"
"7299810347757178187"	"6121"
"7299810347757178187"	"2746"
"7299810347757178187"	"8988"
"7299810347757178187"	"7537"
"7299810347757178187"	"17950"
"7299810347757178187"	"17786"
"7299810347757178187"	"17953"
"7299810347757178187"	"17947"
"8106811875095759613"	"18158"
"-8415712224574136193"	"4677"
"-8415712224574136193"	"4671"
"-8415712224574136193"	"4668"
"-8415712224574136193"	"4676"
"-8415712224574136193"	"2977"
"-8415712224574136193"	"4107"
"-8415712224574136193"	"2259"
"-8415712224574136193"	"4116"
"-8415712224574136193"	"297"
"-6011940264998513028"	"9184"
"-6011940264998513028"	"6126"
"-6011940264998513028"	"9185"
"-6011940264998513028"	"8497"
"-6011940264998513028"	"8489"
"-6011940264998513028"	"6118"
"-6011940264998513028"	"7520"
"-6011940264998513028"	"5800"
"-6011940264998513028"	"7879"
"-6011940264998513028"	"9186"
"-6011940264998513028"	"9191"
"-6011940264998513028"	"304"
"-6011940264998513028"	"928"
"-6011940264998513028"	"53"
"-6011940264998513028"	"9189"
"-6011940264998513028"	"1507"
"-6011940264998513028"	"7250"
"-6011940264998513028"	"1400"
"-6011940264998513028"	"9188"
"-6011940264998513028"	"1150"
"4430928365987498552"	"12950"
"7059158695698353069"	"1965"
"7059158695698353069"	"304"
"7059158695698353069"	"1964"
"7059158695698353069"	"1936"
"-5903683586191117105"	"9377"
"-5903683586191117105"	"9380"
"-5903683586191117105"	"9378"
"-5903683586191117105"	"9379"
"-5903683586191117105"	"742"
"1245532746290238029"	"4021"
"1245532746290238029"	"15096"
"1245532746290238029"	"2808"
"1245532746290238029"	"10307"
"1245532746290238029"	"2754"
"2943690132932996841"	"3356"
"2943690132932996841"	"1616"
"2943690132932996841"	"3775"
"2943690132932996841"	"15704"
"2943690132932996841"	"3778"
"2943690132932996841"	"12620"
"4990708263864510059"	"16944"
"3418505594273786343"	"10714"
"3418505594273786343"	"10709"
"3418505594273786343"	"10710"
"3418505594273786343"	"10712"
"3418505594273786343"	"1166"
"-8439683798465219975"	"4602"
"-8439683798465219975"	"4596"
"-8439683798465219975"	"4590"
"-8439683798465219975"	"4593"
"-8439683798465219975"	"4591"
"-8439683798465219975"	"4600"
"-8439683798465219975"	"1541"
"-2641060010654775307"	"12754"
"-2641060010654775307"	"6043"
"-2641060010654775307"	"742"
"7555095530053008939"	"3614"
"7555095530053008939"	"14770"
"7555095530053008939"	"3611"
"7555095530053008939"	"18036"
"7555095530053008939"	"3610"
"7555095530053008939"	"8113"
"7555095530053008939"	"18035"
"4594033010686828793"	"16775"
"4594033010686828793"	"16776"
"4594033010686828793"	"16777"
"4594033010686828793"	"9641"
"4594033010686828793"	"1166"
"4594033010686828793"	"53"
"4594033010686828793"	"297"
"2859585786570282431"	"13222"
"2859585786570282431"	"13223"
"2859585786570282431"	"13225"
"2859585786570282431"	"15919"
"2859585786570282431"	"1170"
"2859585786570282431"	"711"
"2859585786570282431"	"734"
"2859585786570282431"	"8044"
"2859585786570282431"	"13226"
"2859585786570282431"	"297"
"2859585786570282431"	"726"
"2859585786570282431"	"4635"
"-2297110738803864325"	"11971"
"-2297110738803864325"	"13064"
"-2297110738803864325"	"13070"
"-2297110738803864325"	"13066"
"-2297110738803864325"	"3505"
"-2297110738803864325"	"13069"
"-2297110738803864325"	"10109"
"-2297110738803864325"	"2077"
"1626787301321382750"	"7468"
"1626787301321382750"	"6908"
"-2333101891394808779"	"12928"
"-2333101891394808779"	"5740"
"-2333101891394808779"	"12649"
"-2333101891394808779"	"10147"
"-2333101891394808779"	"12926"
"-2333101891394808779"	"12507"
"-2333101891394808779"	"297"
"-2333101891394808779"	"12919"
"-8438939394960091078"	"4609"
"-8438939394960091078"	"4603"
"-8438939394960091078"	"4610"
"-8438939394960091078"	"4604"
"7926012984553532655"	"18171"
"7926012984553532655"	"1652"
"7926012984553532655"	"6761"
"7926012984553532655"	"18170"
"7926012984553532655"	"12706"
"7926012984553532655"	"53"
"2861301330543475205"	"15921"
"2861301330543475205"	"11349"
"2861301330543475205"	"11350"
"2861301330543475205"	"7621"
"2861301330543475205"	"15922"
"-8623681790240616885"	"3356"
"-8623681790240616885"	"1616"
"-8623681790240616885"	"3775"
"-8623681790240616885"	"3778"
"-8623681790240616885"	"3776"
"-8623681790240616885"	"499"
"-8966117974293097362"	"1300"
"-8966117974293097362"	"2334"
"-8966117974293097362"	"2329"
"-8966117974293097362"	"2335"
"-6612546022737726869"	"6908"
"-6612546022737726869"	"1145"
"-6612546022737726869"	"8560"
"-4669719094448447392"	"10851"
"-4669719094448447392"	"7531"
"-4669719094448447392"	"6434"
"-4669719094448447392"	"3589"
"-4669719094448447392"	"2639"
"-4669719094448447392"	"1141"
"6929162783006905550"	"6160"
"6929162783006905550"	"5627"
"6929162783006905550"	"17685"
"6929162783006905550"	"10782"
"6929162783006905550"	"4100"
"6929162783006905550"	"10114"
"1443049690155721947"	"13595"
"1443049690155721947"	"1300"
"1443049690155721947"	"3330"
"1443049690155721947"	"928"
"1443049690155721947"	"5185"
"1443049690155721947"	"14691"
"1443049690155721947"	"1141"
"1443049690155721947"	"9707"
"-7303961078788059209"	"7392"
"-7303961078788059209"	"796"
"-7303961078788059209"	"792"
"-7303961078788059209"	"6216"
"-7303961078788059209"	"7399"
"-7303961078788059209"	"7393"
"-7303961078788059209"	"6915"
"-7303961078788059209"	"1507"
"-7303961078788059209"	"5752"
"-7303961078788059209"	"7395"
"-3818998789770137613"	"1946"
"-3818998789770137613"	"11697"
"-3818998789770137613"	"11692"
"-3818998789770137613"	"11691"
"-3818998789770137613"	"11693"
"-3818998789770137613"	"2259"
"-3818998789770137613"	"6397"
"-3818998789770137613"	"6395"
"-3818998789770137613"	"297"
"-3818998789770137613"	"11690"
"-3818998789770137613"	"11653"
"-3818998789770137613"	"5407"
"-2033172296880987561"	"8555"
"-2033172296880987561"	"11764"
"-2033172296880987561"	"712"
"-2033172296880987561"	"1936"
"-2033172296880987561"	"13231"
"-2033172296880987561"	"8558"
"-2033172296880987561"	"4652"
"65212291035660033"	"4830"
"65212291035660033"	"5960"
"65212291035660033"	"5963"
"65212291035660033"	"5964"
"65212291035660033"	"5965"
"65212291035660033"	"14519"
"3813032805198607075"	"4221"
"3813032805198607075"	"5966"
"3813032805198607075"	"304"
"8320203953169685442"	"11856"
"8320203953169685442"	"18243"
"8320203953169685442"	"18244"
"8320203953169685442"	"11853"
"-2440246384858706069"	"1652"
"-2440246384858706069"	"2812"
"-2440246384858706069"	"2813"
"3271098639454742173"	"16123"
"3271098639454742173"	"16122"
"3271098639454742173"	"3979"
"6019619507196981202"	"8652"
"6019619507196981202"	"6106"
"6019619507196981202"	"6143"
"6019619507196981202"	"2575"
"6019619507196981202"	"2607"
"6019619507196981202"	"297"
"5786695541572453442"	"17350"
"5786695541572453442"	"2842"
"5786695541572453442"	"2838"
"5786695541572453442"	"6761"
"5786695541572453442"	"5561"
"5786695541572453442"	"2837"
"5786695541572453442"	"2841"
"5786695541572453442"	"12269"
"5786695541572453442"	"485"
"5786695541572453442"	"3053"
"5786695541572453442"	"17349"
"5786695541572453442"	"2839"
"5786695541572453442"	"17348"
"5786695541572453442"	"241"
"-618382936751455385"	"1611"
"-618382936751455385"	"1616"
"-618382936751455385"	"3778"
"-618382936751455385"	"6986"
"-618382936751455385"	"1595"
"2730798192549930886"	"15019"
"2730798192549930886"	"15853"
"2730798192549930886"	"6761"
"2730798192549930886"	"9792"
"2730798192549930886"	"9803"
"2730798192549930886"	"7186"
"2730798192549930886"	"6452"
"-1343514979661683430"	"13661"
"-1343514979661683430"	"13662"
"-1343514979661683430"	"13663"
"-1343514979661683430"	"13664"
"-1343514979661683430"	"13665"
"-1343514979661683430"	"12582"
"-1343514979661683430"	"12587"
"-1343514979661683430"	"12581"
"-1343514979661683430"	"297"
"4272754808403189707"	"16625"
"4272754808403189707"	"11678"
"4272754808403189707"	"8789"
"4272754808403189707"	"13788"
"4272754808403189707"	"2147"
"4272754808403189707"	"16624"
"-1018884242771776576"	"12254"
"-1018884242771776576"	"12255"
"-1018884242771776576"	"13858"
"-1018884242771776576"	"13066"
"-1018884242771776576"	"13859"
"-1018884242771776576"	"3505"
"-1018884242771776576"	"10109"
"-1018884242771776576"	"1053"
"-1051331415144919391"	"8768"
"-1051331415144919391"	"13811"
"-1051331415144919391"	"13812"
"-1051331415144919391"	"13815"
"-1051331415144919391"	"5394"
"-1051331415144919391"	"13814"
"-1051331415144919391"	"729"
"7001709167677346758"	"9382"
"7001709167677346758"	"9386"
"2201882454177381815"	"9028"
"2201882454177381815"	"9031"
"2201882454177381815"	"1103"
"2201882454177381815"	"7393"
"-3614500297026839647"	"10282"
"-3614500297026839647"	"11903"
"-3614500297026839647"	"1946"
"-3614500297026839647"	"10281"
"9072204051848657082"	"10648"
"9072204051848657082"	"8330"
"9072204051848657082"	"9565"
"9072204051848657082"	"1003"
"1964707792463719030"	"10163"
"1964707792463719030"	"13881"
"1964707792463719030"	"10164"
"1964707792463719030"	"297"
"1964707792463719030"	"15443"
"-8623682461858759698"	"3766"
"-8623682461858759698"	"3765"
"-8623682461858759698"	"3764"
"-8623682461858759698"	"1053"
"-8623682461858759698"	"609"
"5777043105444546084"	"2770"
"5777043105444546084"	"1300"
"5777043105444546084"	"12392"
"5777043105444546084"	"6258"
"5777043105444546084"	"11698"
"5777043105444546084"	"4610"
"-8291794919948140528"	"5055"
"-8291794919948140528"	"5072"
"-8291794919948140528"	"5073"
"-8291794919948140528"	"5085"
"-8291794919948140528"	"5054"
"-8291794919948140528"	"5081"
"-8291794919948140528"	"4207"
"-8291794919948140528"	"5066"
"-8291794919948140528"	"4681"
"-8291794919948140528"	"5060"
"-8291794919948140528"	"5084"
"6752970450865449167"	"17749"
"6752970450865449167"	"1583"
"6752970450865449167"	"1570"
"6752970450865449167"	"1563"
"6752970450865449167"	"1579"
"6752970450865449167"	"7566"
"7835862942369075388"	"14531"
"7835862942369075388"	"14532"
"7835862942369075388"	"4221"
"4021797860689050077"	"1611"
"4021797860689050077"	"1616"
"4021797860689050077"	"3778"
"4021797860689050077"	"1595"
"-1447315098350615829"	"13595"
"-1447315098350615829"	"13596"
"-1447315098350615829"	"13597"
"-1447315098350615829"	"13598"
"-1447315098350615829"	"6378"
"-1447315098350615829"	"12417"
"1595519607435168922"	"1541"
"5135985212415519925"	"6399"
"5135985212415519925"	"6396"
"5135985212415519925"	"2259"
"5135985212415519925"	"6397"
"5135985212415519925"	"6395"
"5135985212415519925"	"297"
"-6142144855289123481"	"4221"
"-6142144855289123481"	"4753"
"-6142144855289123481"	"8981"
"-6142144855289123481"	"2859"
"-6142144855289123481"	"483"
"-6142144855289123481"	"8983"
"-6142144855289123481"	"535"
"-5372925708799750934"	"7954"
"-5372925708799750934"	"10163"
"-5372925708799750934"	"10171"
"-5372925708799750934"	"10168"
"-5372925708799750934"	"10169"
"-5372925708799750934"	"10164"
"-5372925708799750934"	"53"
"-5372925708799750934"	"297"
"-5372925708799750934"	"939"
"2758380383998066899"	"850"
"2758380383998066899"	"14754"
"2758380383998066899"	"1541"
"2758380383998066899"	"15863"
"2037005348220660879"	"4221"
"2037005348220660879"	"4753"
"2037005348220660879"	"8981"
"2037005348220660879"	"11464"
"2037005348220660879"	"483"
"2037005348220660879"	"8983"
"2037005348220660879"	"15510"
"2037005348220660879"	"535"
"-199396300438152648"	"9341"
"-199396300438152648"	"2655"
"-199396300438152648"	"928"
"5319872679741064952"	"17083"
"5319872679741064952"	"17087"
"5319872679741064952"	"6155"
"-4002494153914850513"	"7138"
"-4002494153914850513"	"742"
"-4002494153914850513"	"7137"
"-4002494153914850513"	"53"
"7524617474399668793"	"14263"
"7524617474399668793"	"12490"
"7524617474399668793"	"304"
"7524617474399668793"	"12489"
"7524617474399668793"	"12488"
"2637590011477773491"	"9347"
"2637590011477773491"	"8118"
"2637590011477773491"	"8119"
"2637590011477773491"	"12872"
"2637590011477773491"	"6306"
"2637590011477773491"	"2259"
"2637590011477773491"	"6397"
"2637590011477773491"	"1998"
"2637590011477773491"	"6395"
"2637590011477773491"	"297"
"2637590011477773491"	"7354"
"2637590011477773491"	"2502"
"2637590011477773491"	"12514"
"2637590011477773491"	"3917"
"-9223199126957561706"	"61"
"-9223199126957561706"	"53"
"-9223199126957561706"	"36"
"-9223199126957561706"	"19"
"-9223199126957561706"	"3"
"-9223199126957561706"	"1"
"-9223199126957561706"	"2"
"-9223199126957561706"	"15"
"8491041038434831917"	"5459"
"8491041038434831917"	"7215"
"8491041038434831917"	"17677"
"8491041038434831917"	"7590"
"4010508153477037857"	"1716"
"4010508153477037857"	"15012"
"4010508153477037857"	"16500"
"4010508153477037857"	"16502"
"4010508153477037857"	"5680"
"4010508153477037857"	"9741"
"4010508153477037857"	"5689"
"4010508153477037857"	"1541"
"4010508153477037857"	"3674"
"4010508153477037857"	"16499"
"4010508153477037857"	"3776"
"4010508153477037857"	"7927"
"4010508153477037857"	"11479"
"4010508153477037857"	"12053"
"4010508153477037857"	"6069"
"4010508153477037857"	"4343"
"4010508153477037857"	"5245"
"-5864065326781896084"	"7964"
"-5864065326781896084"	"7966"
"-5864065326781896084"	"7965"
"-5864065326781896084"	"7968"
"-5864065326781896084"	"7973"
"-5864065326781896084"	"9457"
"-5864065326781896084"	"9464"
"-5864065326781896084"	"6569"
"-5864065326781896084"	"7978"
"-5864065326781896084"	"6564"
"-5864065326781896084"	"7595"
"-5864065326781896084"	"9455"
"-5864065326781896084"	"7967"
"-5864065326781896084"	"4617"
"-5864065326781896084"	"9454"
"-5864065326781896084"	"9456"
"-5864065326781896084"	"9459"
"-5864065326781896084"	"834"
"-5864065326781896084"	"297"
"-1288409526495394061"	"13690"
"-1288409526495394061"	"13692"
"-1288409526495394061"	"13696"
"-108024960006830899"	"5644"
"-108024960006830899"	"5645"
"-108024960006830899"	"14392"
"-108024960006830899"	"5667"
"-108024960006830899"	"2116"
"-108024960006830899"	"12007"
"-108024960006830899"	"14394"
"-108024960006830899"	"12121"
"-108024960006830899"	"14395"
"-108024960006830899"	"5643"
"-108024960006830899"	"5552"
"-108024960006830899"	"14396"
"-108024960006830899"	"14391"
"-108024960006830899"	"14398"
"6514754949609892250"	"5157"
"6514754949609892250"	"5164"
"6514754949609892250"	"5171"
