"Peptide Groups Peptide Group ID"	"Consensus Features "
"92800"	"410424"
"92844"	"330494"
"92846"	"495553"
"92912"	"461978"
"92947"	"379397"
"93002"	"466445"
"93060"	"398215"
"93090"	"434543"
"93095"	"270366"
"93121"	"272232"
"93127"	"458046"
"92530"	"411336"
"92527"	"331913"
"92518"	"182310"
"92502"	"307786"
"92060"	"192654"
"92080"	"327384"
"92083"	"426728"
"92094"	"332271"
"92097"	"168356"
"92097"	"168357"
"92113"	"396304"
"92113"	"505826"
"92164"	"267852"
"92164"	"267853"
"92164"	"267854"
"92169"	"485038"
"92179"	"242754"
"92232"	"225891"
"92238"	"295646"
"92271"	"310092"
"92271"	"310093"
"92271"	"310094"
"92271"	"310095"
"93130"	"312784"
"92272"	"257201"
"92319"	"225025"
"92322"	"330960"
"92340"	"331882"
"92376"	"233197"
"92377"	"349654"
"92401"	"182876"
"92464"	"312725"
"92464"	"312726"
"92464"	"478535"
"92464"	"478536"
"92494"	"440412"
"92495"	"437148"
"92498"	"295260"
"95522"	"296094"
"93162"	"478647"
"93173"	"466898"
"93483"	"228056"
"93521"	"417057"
"93521"	"496193"
"93550"	"149411"
"93551"	"212763"
"93581"	"252482"
"93619"	"390360"
"93673"	"387053"
"93679"	"340520"
"93682"	"512305"
"93730"	"440416"
"93744"	"358431"
"93770"	"283734"
"93771"	"480776"
"93799"	"329612"
"93833"	"85732"
"93840"	"378564"
"93857"	"217945"
"93857"	"217949"
"93857"	"217950"
"93857"	"218078"
"93857"	"218079"
"93857"	"218080"
"93857"	"218081"
"93857"	"218082"
"93857"	"218083"
"93857"	"218084"
"93857"	"218085"
"93857"	"218086"
"93857"	"218087"
"93857"	"218088"
"93857"	"218180"
"93857"	"218181"
"93857"	"218182"
"93857"	"218183"
"93857"	"218184"
"93857"	"218185"
"93857"	"218186"
"93857"	"218187"
"93857"	"218188"
"93857"	"218189"
"93857"	"218190"
"93857"	"218191"
"93857"	"218192"
"93857"	"218193"
"93857"	"218194"
"93857"	"218294"
"93857"	"218295"
"93857"	"218296"
"93857"	"218297"
"93857"	"218298"
"93857"	"218299"
"93857"	"218300"
"93857"	"218388"
"93857"	"218389"
"93857"	"218390"
"93858"	"222339"
"93858"	"222340"
"93858"	"424342"
"93858"	"424343"
"93874"	"185916"
"93903"	"397476"
"93930"	"299623"
"93947"	"275722"
"94005"	"426700"
"94020"	"41758"
"94020"	"317364"
"94020"	"317439"
"94020"	"317440"
"94020"	"317441"
"94020"	"317442"
"94020"	"317443"
"94020"	"317444"
"94020"	"317445"
"94020"	"317446"
"94020"	"317448"
"94020"	"317449"
"94020"	"317535"
"94020"	"317537"
"94020"	"317538"
"94020"	"317539"
"94020"	"317541"
"94020"	"317542"
"94020"	"317543"
"94020"	"317544"
"94020"	"317547"
"94020"	"317614"
"94020"	"317615"
"94020"	"317616"
"94020"	"317619"
"94020"	"317688"
"94020"	"317691"
"94020"	"317693"
"94020"	"317694"
"94020"	"317778"
"94020"	"317779"
"94020"	"317780"
"94020"	"317781"
"94020"	"317782"
"94020"	"317784"
"94020"	"317846"
"94020"	"317850"
"94020"	"317909"
"94020"	"317913"
"94020"	"318004"
"94021"	"457745"
"94032"	"349664"
"93471"	"149957"
"93469"	"290467"
"93449"	"432077"
"93447"	"421486"
"93183"	"291768"
"93201"	"381120"
"93201"	"381121"
"93203"	"499994"
"93224"	"453642"
"93265"	"401590"
"93274"	"264680"
"93278"	"361388"
"93287"	"301098"
"93304"	"432540"
"93307"	"249954"
"93327"	"209500"
"93330"	"369150"
"93170"	"322642"
"93338"	"296046"
"93350"	"147060"
"93356"	"361624"
"93356"	"494507"
"93358"	"264002"
"93373"	"412255"
"93388"	"480288"
"93390"	"337363"
"93391"	"208329"
"93406"	"277966"
"93418"	"337325"
"93426"	"226764"
"93349"	"294982"
"93349"	"295040"
"95538"	"224330"
"95545"	"333895"
"96651"	"402504"
"96652"	"375473"
"96660"	"188507"
"96662"	"53524"
"96663"	"331218"
"96669"	"157473"
"96670"	"179185"
"96675"	"219950"
"96676"	"409423"
"96687"	"450509"
"96692"	"232572"
"96695"	"166757"
"96695"	"392069"
"96712"	"43306"
"96712"	"318163"
"96713"	"18749"
"96713"	"305822"
"96718"	"66112"
"96726"	"303044"
"96736"	"221283"
"96739"	"196272"
"96740"	"197914"
"96752"	"142065"
"96761"	"294484"
"96805"	"386855"
"96805"	"386954"
"96812"	"248322"
"96816"	"167425"
"96818"	"239025"
"96650"	"228983"
"96645"	"359290"
"96645"	"359292"
"96631"	"411476"
"96525"	"412659"
"96527"	"387688"
"96529"	"216106"
"96532"	"458027"
"96538"	"250338"
"96548"	"308249"
"96550"	"418385"
"96551"	"272245"
"96561"	"346942"
"96574"	"306133"
"96574"	"306244"
"96575"	"30336"
"96825"	"268242"
"96576"	"151059"
"96576"	"381984"
"96576"	"381985"
"96588"	"221729"
"96589"	"215324"
"96589"	"420644"
"96590"	"220966"
"96590"	"374187"
"96591"	"255978"
"96591"	"255979"
"96591"	"403854"
"96591"	"403855"
"96592"	"478319"
"96596"	"120038"
"96600"	"420876"
"96604"	"450404"
"96604"	"450405"
"96607"	"218291"
"96607"	"421975"
"96617"	"216304"
"96617"	"216305"
"96577"	"199164"
"96577"	"199165"
"96577"	"199303"
"96577"	"356412"
"96577"	"356449"
"96577"	"356450"
"96511"	"245866"
"96835"	"185190"
"96835"	"185193"
"97152"	"331698"
"97185"	"236523"
"97186"	"301096"
"97197"	"140149"
"97199"	"447357"
"97238"	"443089"
"97253"	"413680"
"97280"	"225945"
"97280"	"225954"
"97283"	"233593"
"97292"	"452172"
"97315"	"310087"
"97323"	"318391"
"97351"	"155651"
"97364"	"363438"
"97364"	"363439"
"97366"	"170162"
"97371"	"464434"
"97373"	"413716"
"97382"	"103808"
"97385"	"16144"
"97385"	"304953"
"97391"	"261918"
"97395"	"33714"
"97409"	"334790"
"97409"	"334791"
"97414"	"372662"
"97416"	"151331"
"97427"	"178760"
"97126"	"194576"
"97099"	"235366"
"96836"	"335669"
"96842"	"335519"
"96842"	"335568"
"96856"	"257787"
"96871"	"405460"
"96880"	"407866"
"96897"	"321389"
"96921"	"398821"
"96944"	"152074"
"96946"	"422983"
"96829"	"508026"
"96948"	"126914"
"96953"	"192072"
"96983"	"168127"
"96992"	"139956"
"96999"	"173876"
"96999"	"396782"
"97000"	"160618"
"97003"	"485327"
"97005"	"435742"
"97019"	"437387"
"97030"	"401742"
"97031"	"312421"
"96950"	"376487"
"96509"	"234250"
"96493"	"275988"
"95827"	"429849"
"95830"	"486368"
"95832"	"490947"
"95837"	"132703"
"95851"	"265992"
"95857"	"387030"
"95859"	"380034"
"95860"	"344892"
"95860"	"489796"
"95860"	"489797"
"95870"	"283205"
"95880"	"339084"
"95880"	"488166"
"95889"	"440031"
"95890"	"436787"
"95893"	"387650"
"95913"	"459671"
"95919"	"311428"
"95926"	"328059"
"95926"	"484160"
"95931"	"135091"
"95950"	"20012"
"95950"	"307214"
"95950"	"307217"
"95958"	"402969"
"95958"	"402973"
"95971"	"324834"
"95992"	"422033"
"95992"	"513291"
"96039"	"155294"
"95817"	"63978"
"95815"	"495879"
"95813"	"235327"
"95812"	"286639"
"95812"	"465596"
"95572"	"411056"
"95579"	"283036"
"95635"	"408794"
"95641"	"320229"
"95649"	"327678"
"95649"	"327679"
"95658"	"401080"
"95684"	"414100"
"95697"	"322505"
"96049"	"404357"
"95702"	"206899"
"95721"	"251784"
"95728"	"267789"
"95729"	"277120"
"95751"	"401867"
"95760"	"291636"
"95785"	"301333"
"95791"	"417876"
"95804"	"264896"
"96494"	"54864"
"96063"	"426982"
"96293"	"294494"
"96293"	"428341"
"96293"	"428342"
"96293"	"428343"
"96293"	"428345"
"96293"	"428350"
"96293"	"428428"
"96293"	"428430"
"96293"	"514839"
"96295"	"408942"
"96339"	"180193"
"96343"	"445330"
"96351"	"445022"
"96353"	"422796"
"96355"	"408749"
"96356"	"359655"
"96378"	"131445"
"96385"	"405361"
"96387"	"223460"
"96408"	"268892"
"96412"	"358702"
"96412"	"493677"
"96412"	"493678"
"96416"	"469550"
"96420"	"332625"
"96423"	"267018"
"96435"	"224444"
"96436"	"247260"
"96436"	"247261"
"96439"	"192580"
"96448"	"290008"
"96467"	"314292"
"96479"	"416141"
"96479"	"511770"
"96290"	"325848"
"96275"	"235948"
"96267"	"416561"
"96266"	"413089"
"96067"	"160723"
"96069"	"388433"
"96072"	"363504"
"96083"	"433580"
"96102"	"291902"
"96127"	"417978"
"96135"	"300683"
"96139"	"417079"
"96139"	"417110"
"96140"	"131853"
"96150"	"310344"
"96162"	"238382"
"96055"	"189632"
"96166"	"126903"
"96188"	"354485"
"96188"	"354621"
"96196"	"300502"
"96208"	"132014"
"96209"	"198896"
"96213"	"182025"
"96214"	"431304"
"96220"	"215187"
"96221"	"359970"
"96231"	"281467"
"96231"	"462974"
"96252"	"194797"
"96258"	"179732"
"96179"	"350613"
"97432"	"248112"
"92057"	"304816"
"92057"	"436908"
"92055"	"234224"
"88107"	"238706"
"88128"	"178897"
"88139"	"256044"
"88139"	"256045"
"88154"	"224213"
"88183"	"294903"
"88183"	"294904"
"88202"	"384986"
"88208"	"168366"
"88223"	"489798"
"88231"	"380458"
"88248"	"156960"
"88248"	"157103"
"88248"	"157106"
"88268"	"272785"
"88314"	"389107"
"88318"	"402360"
"88320"	"306337"
"88335"	"242287"
"88335"	"439221"
"88336"	"168516"
"88336"	"168518"
"88347"	"401055"
"88357"	"256889"
"88381"	"247049"
"88393"	"237671"
"88417"	"470701"
"88424"	"264204"
"88101"	"247107"
"88101"	"398834"
"88101"	"398836"
"88100"	"235260"
"88100"	"389589"
"88098"	"239235"
"88098"	"392274"
"87252"	"16674"
"87252"	"16675"
"87252"	"16676"
"87252"	"16677"
"87252"	"305079"
"87252"	"305080"
"87252"	"305081"
"87252"	"305083"
"87274"	"262838"
"87345"	"261275"
"87348"	"194042"
"87374"	"463126"
"87398"	"227132"
"87398"	"428380"
"87455"	"252981"
"87455"	"252984"
"87455"	"252986"
"87455"	"253088"
"87455"	"253090"
"87455"	"253091"
"87455"	"253092"
"87455"	"253095"
"87455"	"253182"
"87455"	"253184"
"87455"	"253185"
"87456"	"65487"
"87456"	"65491"
"87456"	"65492"
"87456"	"65493"
"87456"	"65744"
"87456"	"65746"
"87456"	"65751"
"87456"	"65753"
"87456"	"65754"
"87456"	"65757"
"87456"	"65761"
"87456"	"65995"
"87456"	"65997"
"87456"	"65998"
"87456"	"66005"
"87456"	"329037"
"87456"	"329038"
"87456"	"329065"
"87526"	"336975"
"87659"	"288257"
"87687"	"413612"
"87687"	"413614"
"87688"	"407828"
"87688"	"491492"
"87739"	"203014"
"87757"	"226231"
"87856"	"310693"
"87992"	"281526"
"88020"	"402982"
"88020"	"402983"
"88062"	"171533"
"88064"	"465547"
"88070"	"193675"
"88070"	"351619"
"88070"	"351744"
"88070"	"351746"
"88072"	"360987"
"88073"	"444996"
"88073"	"444997"
"88079"	"115439"
"88086"	"448024"
"88094"	"297537"
"88096"	"80831"
"88096"	"81043"
"88096"	"81045"
"88096"	"81046"
"88096"	"81047"
"88096"	"81048"
"88096"	"81049"
"88096"	"81253"
"88096"	"81254"
"88096"	"81255"
"88096"	"81256"
"88096"	"81257"
"88096"	"81258"
"88096"	"81260"
"88096"	"81261"
"88096"	"81262"
"88096"	"81263"
"88096"	"81264"
"88096"	"81265"
"88096"	"81266"
"88096"	"81267"
"88096"	"81458"
"88096"	"81459"
"88096"	"81460"
"88096"	"81461"
"88096"	"81462"
"88096"	"81463"
"88096"	"81464"
"88096"	"81465"
"88096"	"81466"
"88096"	"81467"
"88096"	"81468"
"88096"	"81469"
"88096"	"81650"
"88096"	"81651"
"88096"	"81652"
"88096"	"81653"
"88096"	"81655"
"88096"	"81658"
"88096"	"81659"
"88096"	"81660"
"88096"	"81665"
"88096"	"81800"
"88096"	"81801"
"88096"	"81802"
"88096"	"81803"
"88096"	"81806"
"88096"	"81807"
"88096"	"81808"
"88096"	"81809"
"88096"	"81811"
"88096"	"81923"
"88096"	"81926"
"88096"	"81931"
"88096"	"81932"
"88096"	"81933"
"88096"	"82050"
"88097"	"259267"
"88099"	"251790"
"88462"	"153330"
"88463"	"209925"
"88937"	"454068"
"88944"	"73886"
"88952"	"292806"
"88952"	"292808"
"88957"	"315644"
"88968"	"271547"
"88974"	"259300"
"88980"	"112411"
"89006"	"225652"
"89014"	"224088"
"89014"	"224089"
"89014"	"224090"
"89019"	"465267"
"89027"	"196952"
"89027"	"196953"
"89067"	"11507"
"89067"	"301968"
"89076"	"195523"
"89083"	"211970"
"89083"	"212030"
"89138"	"267021"
"89147"	"248345"
"89154"	"364831"
"89154"	"364886"
"89154"	"364887"
"89154"	"364888"
"89154"	"364889"
"89154"	"364890"
"89154"	"364892"
"89154"	"364976"
"89154"	"364978"
"89154"	"364980"
"89154"	"364981"
"89154"	"364982"
"89154"	"364983"
"89154"	"364984"
"89154"	"364985"
"89154"	"364986"
"89154"	"364987"
"89154"	"364989"
"89154"	"365048"
"89155"	"194768"
"89155"	"408862"
"89157"	"372199"
"89158"	"157744"
"89158"	"385932"
"89158"	"386014"
"89159"	"377250"
"89160"	"366658"
"88914"	"393711"
"88913"	"253317"
"88900"	"268240"
"88464"	"279099"
"88507"	"421969"
"88521"	"226636"
"88534"	"320053"
"88551"	"274725"
"88551"	"274726"
"88582"	"337962"
"88595"	"341224"
"88600"	"466808"
"88628"	"307589"
"88628"	"307591"
"88628"	"307593"
"88628"	"307594"
"88629"	"164418"
"88632"	"465099"
"88632"	"465161"
"88657"	"304023"
"87188"	"210789"
"88686"	"419378"
"88714"	"192560"
"88737"	"230966"
"88762"	"401093"
"88783"	"250885"
"88785"	"175060"
"88797"	"454283"
"88803"	"383968"
"88808"	"259324"
"88809"	"263600"
"88810"	"271406"
"88813"	"178384"
"88863"	"202616"
"88867"	"299625"
"88875"	"359619"
"88710"	"483887"
"87086"	"359081"
"87060"	"402307"
"87052"	"196068"
"87052"	"353363"
"81641"	"343781"
"81641"	"343782"
"81641"	"343783"
"81641"	"343784"
"81641"	"343785"
"81641"	"343836"
"81641"	"343839"
"81641"	"489586"
"81642"	"343904"
"81642"	"343905"
"81642"	"344054"
"81642"	"463979"
"81642"	"464110"
"81716"	"315548"
"81812"	"265660"
"81812"	"265661"
"81851"	"229207"
"81897"	"19929"
"81897"	"306044"
"81902"	"193412"
"81927"	"214977"
"81927"	"419924"
"82004"	"247212"
"82004"	"247213"
"82004"	"442629"
"82004"	"442630"
"82051"	"4613"
"82051"	"300259"
"82078"	"414609"
"82112"	"55"
"82184"	"185277"
"82189"	"192645"
"82351"	"126062"
"82351"	"365110"
"82477"	"141579"
"82502"	"216111"
"82627"	"106375"
"82627"	"350390"
"82772"	"264813"
"82772"	"454328"
"82809"	"1421"
"82809"	"298112"
"83022"	"16047"
"81601"	"36525"
"81601"	"314649"
"81511"	"361705"
"81509"	"93748"
"81509"	"342734"
"81464"	"163619"
"80138"	"192684"
"80152"	"120307"
"80152"	"300610"
"80154"	"448852"
"80294"	"103767"
"80295"	"17865"
"80295"	"305441"
"80300"	"486880"
"80316"	"216572"
"80345"	"46309"
"80345"	"320488"
"80363"	"452254"
"80386"	"258382"
"80391"	"185062"
"80502"	"240791"
"80612"	"127938"
"80768"	"170761"
"80846"	"132379"
"80846"	"132383"
"80846"	"308201"
"81053"	"232984"
"81297"	"356668"
"81344"	"318518"
"81345"	"206319"
"81345"	"362384"
"81380"	"13782"
"81380"	"14128"
"81380"	"304374"
"81380"	"304418"
"81463"	"6515"
"81463"	"301677"
"80604"	"279967"
"89163"	"359290"
"89163"	"359292"
"89163"	"359293"
"89163"	"359294"
"89163"	"359295"
"89163"	"359296"
"89163"	"359297"
"89163"	"359298"
"89163"	"359299"
"89163"	"359369"
"89163"	"359370"
"89163"	"359374"
"89163"	"359375"
"83523"	"130396"
"85919"	"300308"
"85985"	"244194"
"85985"	"440649"
"85986"	"291835"
"85993"	"295178"
"85993"	"429918"
"86135"	"25597"
"86135"	"25930"
"86192"	"49459"
"86192"	"320578"
"86255"	"331831"
"86255"	"331832"
"86271"	"307243"
"86271"	"307245"
"86359"	"271544"
"86359"	"271545"
"86384"	"144658"
"86464"	"223292"
"86522"	"399991"
"86539"	"364063"
"86555"	"373382"
"86587"	"283627"
"86587"	"283628"
"86587"	"283629"
"86587"	"283682"
"86587"	"283683"
"86587"	"283684"
"86587"	"283685"
"86587"	"283686"
"86587"	"283687"
"86587"	"283688"
"86587"	"283689"
"86587"	"283690"
"86587"	"283691"
"86587"	"283692"
"86587"	"283693"
"86587"	"283774"
"86587"	"283775"
"86587"	"283776"
"86587"	"283777"
"86587"	"283778"
"86587"	"283779"
"86587"	"283780"
"86587"	"283781"
"86587"	"283782"
"86587"	"283783"
"86587"	"283784"
"86587"	"283785"
"86587"	"283786"
"86587"	"283787"
"86587"	"283788"
"86587"	"283789"
"86587"	"283790"
"86587"	"283791"
"86587"	"283792"
"86587"	"283933"
"86587"	"283934"
"86587"	"283937"
"86587"	"283938"
"86587"	"283940"
"86587"	"283942"
"86587"	"283945"
"86587"	"283946"
"86587"	"284067"
"86587"	"284068"
"86587"	"284070"
"86587"	"284162"
"86587"	"284171"
"86587"	"284327"
"86587"	"284332"
"86587"	"284333"
"86587"	"464281"
"86587"	"464294"
"86587"	"464296"
"86587"	"464297"
"86647"	"364765"
"86818"	"343786"
"86855"	"211968"
"86855"	"211969"
"86888"	"390191"
"86935"	"374506"
"86959"	"228582"
"86968"	"181709"
"86971"	"244507"
"87021"	"272487"
"87045"	"129726"
"87050"	"219279"
"87050"	"219282"
"85895"	"212304"
"85895"	"367898"
"85876"	"213530"
"85874"	"408869"
"84013"	"233451"
"84068"	"267950"
"84119"	"312247"
"84119"	"478432"
"84272"	"231565"
"84377"	"285773"
"84463"	"196937"
"84463"	"410247"
"84710"	"261892"
"84710"	"452896"
"84747"	"370933"
"84747"	"477581"
"84790"	"127824"
"83805"	"377612"
"84795"	"140375"
"84795"	"312615"
"84795"	"312689"
"85031"	"309083"
"85089"	"130048"
"85089"	"130227"
"85089"	"367613"
"85089"	"367648"
"85090"	"198544"
"85163"	"471323"
"85209"	"340824"
"85393"	"187242"
"85521"	"210159"
"85521"	"416644"
"85522"	"267069"
"85636"	"260223"
"85829"	"197513"
"85849"	"291559"
"85030"	"266102"
"89164"	"188207"
"89164"	"188335"
"89164"	"188336"
"89164"	"188337"
"89164"	"188338"
"89164"	"188341"
"89164"	"188342"
"89164"	"404980"
"89164"	"404982"
"89164"	"404984"
"89164"	"404985"
"89170"	"344020"
"89171"	"432915"
"89171"	"432916"
"89171"	"432917"
"89171"	"432918"
"89171"	"432919"
"89171"	"432920"
"89171"	"432962"
"89171"	"432963"
"89171"	"503123"
"89171"	"503124"
"90980"	"310240"
"91008"	"386918"
"91018"	"281091"
"91038"	"225155"
"91048"	"408239"
"91051"	"257089"
"91070"	"217610"
"91071"	"209214"
"91109"	"216528"
"91139"	"99506"
"91140"	"267191"
"91140"	"267192"
"91178"	"395049"
"91179"	"467762"
"91183"	"314042"
"91185"	"418031"
"91189"	"331016"
"91216"	"110873"
"91227"	"329257"
"91247"	"232888"
"91273"	"329473"
"91273"	"329474"
"91291"	"435201"
"91293"	"411339"
"90958"	"219943"
"90948"	"212977"
"90939"	"227918"
"90533"	"454353"
"90544"	"239778"
"90550"	"168404"
"90619"	"288585"
"90619"	"466376"
"90637"	"158622"
"90637"	"158623"
"90649"	"327683"
"90653"	"207184"
"90657"	"288287"
"90677"	"264428"
"90687"	"365554"
"90715"	"338999"
"90722"	"288878"
"90724"	"223888"
"91298"	"346552"
"90726"	"201816"
"90749"	"230092"
"90749"	"230093"
"90752"	"209596"
"90832"	"421670"
"90866"	"272244"
"90869"	"310994"
"90874"	"288305"
"90884"	"357142"
"90904"	"427031"
"90922"	"334278"
"90930"	"339020"
"90737"	"401718"
"90737"	"489233"
"90416"	"432914"
"91311"	"475787"
"91790"	"331182"
"91793"	"206411"
"91793"	"414703"
"91829"	"290529"
"91889"	"334807"
"91897"	"327035"
"91914"	"347374"
"91919"	"379564"
"91947"	"130885"
"91956"	"333206"
"91957"	"199043"
"91959"	"186432"
"91981"	"347343"
"91992"	"196083"
"91995"	"260104"
"91995"	"260105"
"91996"	"291820"
"92000"	"308271"
"92004"	"473921"
"92007"	"287584"
"92007"	"287585"
"92010"	"318443"
"92021"	"366547"
"92021"	"366548"
"92042"	"398765"
"92053"	"221904"
"91779"	"272598"
"91760"	"508491"
"91755"	"337767"
"91391"	"292927"
"91428"	"466402"
"91465"	"398329"
"91465"	"398330"
"91468"	"261775"
"91495"	"363279"
"91503"	"198597"
"91508"	"238834"
"91508"	"238836"
"91525"	"349346"
"91526"	"417798"
"91530"	"150490"
"91530"	"381156"
"91567"	"364228"
"91601"	"241710"
"91613"	"357371"
"91615"	"308075"
"91621"	"469307"
"91628"	"448025"
"91638"	"304661"
"91655"	"368498"
"91655"	"368499"
"91655"	"368500"
"91675"	"300608"
"91678"	"241894"
"91719"	"259196"
"91727"	"205539"
"91731"	"383517"
"91731"	"383518"
"91731"	"501953"
"92056"	"297563"
"90409"	"469111"
"90381"	"429985"
"89549"	"222832"
"89550"	"347883"
"89568"	"408270"
"89577"	"101431"
"89579"	"328410"
"89579"	"328411"
"89585"	"362715"
"89586"	"135829"
"89588"	"336216"
"89588"	"336217"
"89599"	"419399"
"89599"	"512771"
"89600"	"421009"
"89630"	"411246"
"89631"	"443025"
"89638"	"268849"
"89641"	"242026"
"89641"	"438586"
"89660"	"498081"
"89661"	"493380"
"89681"	"262810"
"89698"	"215425"
"89699"	"273621"
"89700"	"180379"
"89708"	"195601"
"89720"	"129152"
"89720"	"367150"
"89721"	"168359"
"89724"	"465795"
"89724"	"520551"
"89726"	"439513"
"89520"	"439661"
"89518"	"313561"
"89517"	"278956"
"89501"	"411368"
"89230"	"287216"
"89242"	"255062"
"89246"	"448875"
"89265"	"177699"
"89265"	"177700"
"89272"	"222521"
"89273"	"134970"
"89273"	"370987"
"89288"	"419887"
"89299"	"224398"
"89300"	"86514"
"89336"	"479820"
"89337"	"436890"
"89747"	"268916"
"89747"	"268917"
"89348"	"418809"
"89391"	"319416"
"89413"	"428266"
"89414"	"406725"
"89421"	"364783"
"89421"	"364784"
"89452"	"362781"
"89452"	"494975"
"89455"	"242865"
"89484"	"242849"
"89486"	"375286"
"89347"	"225256"
"90390"	"261126"
"90390"	"452124"
"89764"	"212311"
"89775"	"346007"
"89775"	"346009"
"90103"	"472561"
"90106"	"392371"
"90127"	"479232"
"90131"	"402393"
"90132"	"494725"
"90137"	"341672"
"90137"	"488824"
"90178"	"334341"
"90180"	"345741"
"90198"	"142436"
"90208"	"404946"
"90222"	"179746"
"90242"	"172741"
"90242"	"172897"
"90260"	"331699"
"90274"	"162900"
"90281"	"307734"
"90281"	"307784"
"90325"	"226232"
"90335"	"145035"
"90359"	"245232"
"90368"	"301357"
"90376"	"175421"
"90376"	"175424"
"90087"	"271224"
"90061"	"346574"
"90059"	"404864"
"89794"	"272306"
"89795"	"480187"
"89847"	"489278"
"89852"	"320139"
"89871"	"338132"
"89874"	"295677"
"89890"	"196503"
"89905"	"378883"
"89908"	"421842"
"89920"	"169010"
"89920"	"169011"
"89921"	"263602"
"89925"	"394330"
"89954"	"315018"
"89954"	"479459"
"89965"	"253158"
"89969"	"339601"
"89980"	"399371"
"89985"	"290468"
"89988"	"402397"
"90021"	"379334"
"90036"	"487334"
"90038"	"367023"
"90044"	"83332"
"90044"	"83334"
"90044"	"83335"
"90044"	"83336"
"90044"	"83337"
"90044"	"83338"
"90044"	"83340"
"90044"	"83341"
"90044"	"83342"
"90044"	"83525"
"90044"	"83526"
"90044"	"83527"
"90044"	"83528"
"90044"	"83529"
"90044"	"83530"
"90044"	"83531"
"90044"	"83532"
"90044"	"83534"
"90044"	"83535"
"90044"	"83704"
"90044"	"83707"
"90044"	"83708"
"90044"	"83709"
"90044"	"83710"
"90044"	"83711"
"90044"	"83712"
"90044"	"83714"
"90044"	"83715"
"90044"	"83716"
"90044"	"83717"
"90044"	"83719"
"90044"	"83863"
"90044"	"83865"
"90044"	"83866"
"90044"	"83868"
"90044"	"83870"
"90044"	"83871"
"90044"	"83872"
"90044"	"83873"
"90044"	"83874"
"90044"	"83875"
"90044"	"84000"
"90044"	"84003"
"90044"	"84006"
"90044"	"84011"
"90044"	"84012"
"90044"	"84120"
"90044"	"84121"
"90044"	"84123"
"90044"	"84124"
"90044"	"84126"
"90044"	"84127"
"90044"	"84132"
"90044"	"84248"
"90045"	"454013"
"90045"	"454077"
"90045"	"518712"
"90046"	"468865"
"90046"	"468912"
"90047"	"266799"
"90048"	"112097"
"90048"	"112100"
"90048"	"112101"
"90048"	"112102"
"90050"	"274791"
"89958"	"251039"
"97446"	"194807"
"97453"	"222386"
"97455"	"300165"
"97455"	"473042"
"105107"	"469932"
"105117"	"198821"
"105122"	"410528"
"105123"	"243740"
"105123"	"243830"
"105148"	"274178"
"105173"	"406523"
"105182"	"478067"
"105226"	"179313"
"105227"	"396525"
"105233"	"379074"
"105245"	"266145"
"105254"	"335259"
"105255"	"343690"
"105273"	"140461"
"105355"	"303505"
"105361"	"373874"
"105376"	"151599"
"105376"	"321388"
"105441"	"314025"
"105444"	"338284"
"105467"	"415532"
"105468"	"295662"
"105468"	"295664"
"105468"	"470573"
"105480"	"359166"
"105509"	"299310"
"105057"	"225138"
"105057"	"225139"
"105057"	"225142"
"105040"	"439108"
"104981"	"346591"
"104417"	"308214"
"104445"	"294422"
"104450"	"102134"
"104482"	"335453"
"104498"	"363064"
"104504"	"432507"
"104565"	"148480"
"104568"	"348163"
"104607"	"446331"
"104611"	"191303"
"104611"	"191304"
"104616"	"197179"
"104616"	"197180"
"104616"	"197181"
"104616"	"197334"
"104616"	"355355"
"104616"	"355356"
"104616"	"355404"
"104639"	"377229"
"104639"	"500332"
"104641"	"232639"
"104648"	"261321"
"104667"	"333794"
"104667"	"486324"
"104779"	"484156"
"104836"	"287584"
"104836"	"287585"
"104839"	"235333"
"104856"	"305523"
"104867"	"289656"
"104871"	"162591"
"104877"	"241423"
"104947"	"294986"
"104959"	"265760"
"104978"	"305459"
"104993"	"474639"
"105572"	"45314"
"105591"	"278526"
"105591"	"460963"
"105591"	"460964"
"105891"	"397269"
"105894"	"378882"
"105895"	"265065"
"105898"	"226289"
"105916"	"101645"
"105920"	"141864"
"105930"	"468544"
"105942"	"383091"
"105948"	"362716"
"105975"	"165401"
"105975"	"165655"
"105988"	"452155"
"105997"	"183675"
"105997"	"402893"
"106000"	"405080"
"106018"	"279754"
"106039"	"438136"
"106047"	"454151"
"106048"	"480744"
"106049"	"363135"
"106052"	"422397"
"106052"	"513351"
"106052"	"513352"
"106053"	"450891"
"106055"	"407854"
"105885"	"367411"
"105883"	"408790"
"105873"	"211603"
"105873"	"417687"
"105600"	"312007"
"105605"	"389758"
"105612"	"239293"
"105635"	"214576"
"105676"	"209325"
"105679"	"401303"
"105690"	"389506"
"105692"	"384326"
"105696"	"414947"
"105706"	"171303"
"105725"	"280624"
"105725"	"280625"
"105768"	"218533"
"105768"	"422082"
"105776"	"258340"
"105813"	"117866"
"105823"	"146810"
"105823"	"146811"
"105823"	"146812"
"105829"	"137080"
"105839"	"261977"
"105839"	"261978"
"105840"	"126849"
"105843"	"375688"
"105857"	"186273"
"105865"	"437420"
"105866"	"387585"
"105867"	"214570"
"105868"	"289896"
"105868"	"289898"
"104401"	"190749"
"103551"	"263605"
"103560"	"247971"
"103560"	"247975"
"103564"	"356608"
"103579"	"327085"
"103590"	"367838"
"103597"	"224356"
"103642"	"208501"
"103651"	"399473"
"103655"	"389624"
