"Peptide Groups Peptide Group ID"	"Consensus Features "
"67804"	"13675"
"67804"	"303609"
"70324"	"75898"
"70324"	"76104"
"70324"	"270898"
"70214"	"117844"
"70214"	"359609"
"69097"	"242087"
"69097"	"242135"
"69097"	"438648"
"69323"	"238752"
"69407"	"268702"
"48791"	"485956"
"69540"	"96985"
"69540"	"97174"
"69570"	"393236"
"69648"	"297114"
"69728"	"81582"
"69728"	"335940"
"48764"	"174038"
"70240"	"65318"
"70240"	"328279"
"48763"	"242962"
"48763"	"243041"
"69753"	"322487"
"69822"	"322573"
"48756"	"327998"
"69938"	"310185"
"70010"	"74062"
"70010"	"332176"
"70015"	"172572"
"70015"	"395342"
"70088"	"196100"
"70210"	"126899"
"70210"	"365394"
"69744"	"275199"
"49057"	"219176"
"67783"	"304901"
"67669"	"174433"
"67669"	"336701"
"49158"	"354439"
"49157"	"188926"
"64799"	"300256"
"64835"	"199905"
"64835"	"411568"
"64838"	"293152"
"49156"	"367833"
"64875"	"232784"
"65001"	"455572"
"65107"	"281389"
"65107"	"281393"
"65109"	"287547"
"64774"	"188743"
"65184"	"97539"
"65184"	"346348"
"49152"	"342199"
"65371"	"45984"
"65445"	"313246"
"49151"	"336004"
"49150"	"348038"
"65547"	"386038"
"65547"	"386039"
"65591"	"294765"
"65595"	"145696"
"65595"	"145697"
"65595"	"377864"
"49155"	"370263"
"65647"	"186877"
"65647"	"186878"
"65647"	"404098"
"64771"	"258192"
"64514"	"156904"
"64284"	"215289"
"49211"	"436213"
"49186"	"243109"
"64296"	"182902"
"64296"	"402654"
"64321"	"266717"
"64321"	"266795"
"64324"	"219768"
"64324"	"373286"
"64329"	"102271"
"64329"	"288682"
"64330"	"114480"
"64330"	"296787"
"64330"	"296788"
"64330"	"296789"
"64339"	"218980"
"64352"	"308004"
"64526"	"63159"
"64526"	"327322"
"64359"	"416200"
"64365"	"264399"
"64367"	"348909"
"49177"	"450882"
"64370"	"224304"
"49161"	"239601"
"64372"	"281030"
"64372"	"462797"
"64376"	"249707"
"64402"	"239168"
"49159"	"348060"
"49178"	"229514"
"71372"	"280168"
"65687"	"286564"
"65757"	"170921"
"65757"	"394678"
"66858"	"124468"
"66858"	"124470"
"66929"	"439134"
"67122"	"473781"
"67122"	"473782"
"67122"	"473783"
"67122"	"473784"
"67122"	"516064"
"67122"	"516065"
"49091"	"316302"
"67251"	"235095"
"67251"	"235097"
"67252"	"11013"
"67252"	"11015"
"67252"	"302607"
"49090"	"468777"
"67313"	"448439"
"49089"	"292552"
"67367"	"190329"
"49077"	"300381"
"67554"	"325853"
"67554"	"452863"
"67610"	"24317"
"67610"	"308663"
"67361"	"151435"
"49123"	"346473"
"49094"	"475506"
"66796"	"194275"
"65826"	"254215"
"65854"	"153708"
"49118"	"384987"
"66026"	"227519"
"66026"	"382897"
"66142"	"202970"
"66471"	"54311"
"66486"	"100171"
"66486"	"100282"
"66486"	"347306"
"66486"	"347307"
"66486"	"347308"
"66486"	"347347"
"66488"	"214294"
"49111"	"188761"
"49099"	"394117"
"49099"	"394118"
"49099"	"505409"
"49099"	"505410"
"66490"	"122306"
"66490"	"362621"
"66494"	"140881"
"66494"	"140941"
"66494"	"373471"
"66494"	"373576"
"66598"	"318592"
"66626"	"303870"
"66641"	"357750"
"66645"	"361687"
"66658"	"24678"
"66658"	"309593"
"66658"	"309594"
"49101"	"103318"
"49101"	"103320"
"49100"	"422208"
"49100"	"422209"
"66719"	"151807"
"66491"	"390351"
"71421"	"221019"
"71421"	"423312"
"48701"	"457431"
"75889"	"288132"
"48376"	"467255"
"75891"	"264279"
"75916"	"231639"
"76013"	"291823"
"48369"	"296057"
"76240"	"400263"
"76241"	"448026"
"76404"	"196266"
"76404"	"196267"
"76404"	"354572"
"76454"	"145171"
"76454"	"145172"
"76495"	"399310"
"48353"	"249481"
"76503"	"240870"
"76605"	"132912"
"76605"	"309188"
"76636"	"255846"
"76636"	"448193"
"76637"	"332306"
"76657"	"280037"
"48350"	"327991"
"76752"	"409637"
"48405"	"212199"
"75781"	"415161"
"75748"	"294096"
"74640"	"96159"
"74640"	"345412"
"74678"	"242994"
"74911"	"417578"
"74911"	"496599"
"74933"	"6762"
"74933"	"300995"
"75000"	"372656"
"75041"	"334541"
"75044"	"147037"
"75044"	"379143"
"76780"	"349357"
"75135"	"360350"
"75224"	"134239"
"75224"	"134487"
"75224"	"134488"
"75226"	"274823"
"48440"	"233155"
"48440"	"432955"
"75277"	"194613"
"75624"	"342189"
"75645"	"211971"
"75137"	"364180"
"76846"	"132812"
"76846"	"309107"
"77178"	"303524"
"77191"	"133909"
"77191"	"370727"
"77191"	"370728"
"48238"	"399514"
"48238"	"399560"
"79093"	"368609"
"79118"	"204181"
"79118"	"204182"
"79118"	"413865"
"79119"	"177206"
"79119"	"398544"
"79120"	"176878"
"79120"	"177012"
"79120"	"177013"
"79120"	"398423"
"79120"	"398465"
"79137"	"435040"
"79137"	"435041"
"79137"	"435042"
"79137"	"435043"
"79137"	"435044"
"79137"	"435045"
"79137"	"435114"
"79137"	"435116"
"79137"	"504378"
"79137"	"504379"
"79137"	"504381"
"79137"	"528505"
"79283"	"256944"
"48225"	"169135"
"79441"	"239825"
"79445"	"349684"
"79448"	"270513"
"79448"	"457678"
"48213"	"443761"
"48213"	"443762"
"79832"	"54413"
"79832"	"323687"
"79833"	"154595"
"79870"	"182859"
"79427"	"294938"
"74603"	"317894"
"78655"	"464709"
"48242"	"347677"
"77394"	"219944"
"77561"	"228514"
"48326"	"323941"
"77565"	"187500"
"77565"	"187627"
"77590"	"245132"
"77590"	"245133"
"77590"	"397273"
"77811"	"280447"
"77939"	"99548"
"48296"	"156942"
"78018"	"129082"
"78018"	"367122"
"78019"	"139415"
"78029"	"218320"
"78065"	"222697"
"48286"	"300935"
"78106"	"271388"
"78198"	"309177"
"78208"	"321318"
"77962"	"240543"
"74583"	"51454"
"74530"	"271677"
"74530"	"457700"
"71947"	"235418"
"71947"	"235477"
"71947"	"235478"
"72026"	"147130"
"72026"	"379270"
"72059"	"251680"
"72081"	"83998"
"72081"	"336892"
"72162"	"183735"
"72166"	"418323"
"48664"	"351961"
"48676"	"394547"
"72169"	"87571"
"72169"	"87828"
"72226"	"186693"
"48661"	"208496"
"48661"	"208500"
"72264"	"84788"
"72264"	"84790"
"72264"	"84792"
"72264"	"84793"
"72264"	"84966"
"72264"	"84967"
"72264"	"84968"
"72264"	"84969"
"72264"	"84970"
"72264"	"84972"
"72264"	"85199"
"72264"	"85203"
"48650"	"350912"
"72294"	"265606"
"72349"	"78468"
"72349"	"334996"
"72394"	"257759"
"72171"	"212281"
"72527"	"144657"
"71922"	"239169"
"71822"	"259903"
"48700"	"144844"
"71442"	"9510"
"48699"	"156760"
"48699"	"156761"
"71458"	"203497"
"71458"	"203498"
"71458"	"203499"
"71508"	"113567"
"71508"	"357090"
"71588"	"187764"
"71602"	"156972"
"48694"	"419820"
"71837"	"373494"
"71633"	"266426"
"48677"	"139878"
"71675"	"95330"
"71694"	"223727"
"71715"	"212132"
"71732"	"225691"
"71742"	"363976"
"71755"	"6867"
"71755"	"301701"
"71758"	"180065"
"71809"	"396387"
"71648"	"330484"
"71648"	"455615"
"48702"	"189467"
"72555"	"209249"
"48576"	"384135"
"73320"	"289598"
"73481"	"172860"
"73541"	"300033"
"73541"	"300035"
"73705"	"294206"
"48504"	"306413"
"73921"	"40468"
"73921"	"40669"
"73921"	"317189"
"73921"	"317232"
"73959"	"16548"
"73959"	"16549"
"73959"	"305036"
"73037"	"314990"
"73992"	"199193"
"74141"	"482019"
"74278"	"470012"
"74283"	"330330"
"74303"	"194667"
"74303"	"409285"
"74303"	"409340"
"74318"	"181811"
"48493"	"349428"
"48485"	"447959"
"48485"	"448047"
"74452"	"150268"
"74454"	"259139"
"74454"	"259199"
"74120"	"220338"
"72560"	"296890"
"73032"	"265712"
"73032"	"265713"
"73032"	"265788"
"73028"	"319375"
"72582"	"310341"
"72593"	"360001"
"72596"	"185331"
"72596"	"185415"
"72596"	"402953"
"72596"	"402954"
"72596"	"402998"
"72614"	"364703"
"72614"	"474380"
"72655"	"322423"
"72655"	"322424"
"72655"	"322489"
"72655"	"481970"
"72659"	"219101"
"72738"	"186615"
"48543"	"415795"
"73029"	"66622"
"73029"	"265712"
"73029"	"265788"
"72745"	"113263"
"72745"	"113445"
"72745"	"296326"
"72745"	"296365"
"72758"	"159882"
"72762"	"318483"
"72816"	"147875"
"72816"	"147877"
"72816"	"148027"
"48540"	"145148"
"72883"	"326831"
"72883"	"326832"
"48534"	"232015"
"48528"	"446730"
"72940"	"207282"
"72940"	"207283"
"72940"	"207284"
"72940"	"363099"
"72942"	"208426"
"72942"	"208427"
"72942"	"208428"
"72942"	"364613"
"72992"	"398245"
"72750"	"81332"
"64271"	"216298"
"64271"	"216299"
"63505"	"274518"
"63593"	"387774"
"49216"	"216302"
"49216"	"216304"
"49216"	"216305"
"63597"	"235849"
"63597"	"235850"
"63597"	"390018"
"63609"	"363063"
"64177"	"151656"
"64177"	"151658"
"63633"	"292167"
"64163"	"283980"
"64163"	"464387"
"64179"	"256191"
"49608"	"310601"
"63663"	"398887"
"63666"	"184629"
"63687"	"15506"
"63712"	"226864"
"63713"	"351278"
"49574"	"394885"
"49574"	"505664"
"49633"	"249129"
"49633"	"443652"
"63465"	"342418"
"63467"	"176774"
"63467"	"398394"
"49678"	"443449"
"49677"	"208180"
"63479"	"326238"
"63481"	"333984"
"64191"	"229812"
"63504"	"120779"
"63504"	"362032"
"64096"	"216836"
"64096"	"421382"
"49254"	"296378"
"63506"	"152792"
"63506"	"382895"
"63508"	"192030"
"64184"	"366168"
"63503"	"184208"
"63503"	"403171"
"63398"	"144704"
"63398"	"377460"
"63903"	"196843"
"63903"	"355267"
"63909"	"181171"
"63909"	"341918"
"63937"	"225592"
"63986"	"267524"
"63986"	"267526"
"63986"	"456296"
"63986"	"456297"
"63997"	"140065"
"64113"	"91800"
"64113"	"91801"
"64113"	"341990"
"64113"	"341992"
"49417"	"43195"
"49409"	"281695"
"49409"	"463055"
"49408"	"368944"
"64102"	"175351"
"64102"	"175352"
"64056"	"205917"
"64058"	"457184"
"64058"	"457185"
"64058"	"457186"
"64058"	"519314"
"64070"	"337822"
"64071"	"210585"
"64071"	"210586"
"64074"	"266490"
"49395"	"210703"
"64016"	"225664"
"63714"	"205459"
"49418"	"199916"
"49418"	"199917"
"49418"	"200012"
"63883"	"140195"
"49538"	"265278"
"49538"	"265280"
"49538"	"265283"
"49538"	"265284"
"49538"	"265388"
"49538"	"411129"
"49538"	"411132"
"49538"	"510202"
"64118"	"287153"
"63782"	"240906"
"49520"	"363053"
"63798"	"244016"
"63812"	"297964"
"63822"	"337919"
"63828"	"279181"
"64117"	"182438"
"64117"	"182521"
"64117"	"401851"
"63831"	"233083"
"63831"	"387662"
"63845"	"236451"
"63845"	"236452"
"63863"	"28458"
"63863"	"310644"
"49456"	"482341"
"49419"	"60291"
"63870"	"250819"
"49313"	"476270"
"49467"	"460061"
"63369"	"82606"
"64099"	"154898"
"64256"	"333207"
"63086"	"91926"
"63086"	"91927"
"63086"	"92164"
"63086"	"92166"
"63149"	"273645"
"49755"	"373144"
"62716"	"299940"
"62716"	"433112"
"62719"	"157215"
"62719"	"385672"
"63053"	"249073"
"62931"	"220380"
"62780"	"238310"
"62780"	"436567"
"63008"	"317188"
"63146"	"154572"
"63146"	"154573"
"63146"	"384173"
"49832"	"292032"
"63145"	"146158"
"63145"	"146159"
"62786"	"46413"
"62786"	"46709"
"62786"	"46710"
"62786"	"46712"
"62786"	"319796"
"62826"	"281069"
"63127"	"238507"
"62852"	"2398"
"62852"	"299911"
"63083"	"112224"
"62902"	"227564"
"62902"	"227565"
"63087"	"138791"
"49235"	"170150"
"63184"	"130456"
"63184"	"368385"
"62866"	"335051"
"49825"	"429357"
"49824"	"306701"
"63267"	"280089"
"63265"	"298443"
"49822"	"385413"
"49240"	"495961"
"63257"	"173747"
"63257"	"173834"
"63257"	"173835"
"63257"	"396016"
"63000"	"215658"
"63000"	"215659"
"63219"	"311326"
"62999"	"369692"
"49823"	"303142"
"49823"	"474186"
"64260"	"148130"
"63193"	"135908"
"63193"	"135909"
"63193"	"135910"
"63193"	"135913"
"63193"	"135914"
"63193"	"310521"
"63193"	"310522"
"64259"	"344661"
"62665"	"331640"
"62676"	"77219"
"62676"	"271400"
"63022"	"334794"
"62680"	"254370"
"63274"	"167963"
"99113"	"159264"
"160590"	"177031"
"160590"	"177032"
"160590"	"177033"
"160590"	"177035"
"184995"	"333957"
"93296"	"283523"
"93296"	"283531"
"126040"	"294059"
"98807"	"242937"
"115550"	"266768"
"160622"	"224360"
"160622"	"425798"
"848"	"242802"
"180366"	"264590"
"43330"	"157619"
"116053"	"296828"
"6734"	"136869"
"104338"	"192027"
"219"	"76644"
"137124"	"138386"
"104175"	"296864"
"53324"	"414724"
"137556"	"257785"
"117823"	"178442"
"20729"	"355949"
"174208"	"172383"
"35218"	"430328"
"180222"	"411759"
"53853"	"173084"
"180334"	"191495"
"13733"	"253274"
"175053"	"254556"
"146364"	"18535"
"181788"	"238608"
"13214"	"69657"
"175125"	"349035"
"63500"	"255567"
"118422"	"250269"
"27203"	"247748"
"27203"	"247749"
"27249"	"262471"
"2675"	"267017"
"27451"	"229893"
"27622"	"213386"
"27622"	"213460"
"114467"	"319352"
"94863"	"229617"
"130741"	"229606"
"10256"	"333138"
"105927"	"358998"
"2822"	"149565"
"146144"	"239475"
"146144"	"239476"
"128700"	"212928"
"145813"	"103993"
"42432"	"243881"
"9598"	"232468"
"132906"	"73522"
"132906"	"73685"
"132496"	"237447"
"184405"	"364549"
"105381"	"207436"
"89172"	"147046"
"89172"	"147047"
"89172"	"147051"
"89172"	"147119"
"143683"	"257737"
"41771"	"217059"
"41771"	"217060"
"46877"	"72427"
"155657"	"127774"
"155657"	"127775"
"75839"	"247978"
"115050"	"118048"
"41659"	"407412"
"41634"	"225952"
"24872"	"236504"
"86334"	"247984"
"48698"	"199385"
"117382"	"227114"
"117555"	"286139"
"116703"	"222992"
"128686"	"335195"
"178942"	"15726"
"178942"	"304288"
"18102"	"244791"
"8064"	"74293"
"8064"	"74295"
"121514"	"338550"
"8180"	"323111"
"178716"	"141302"
"91447"	"208217"
"8007"	"346666"
"108534"	"281222"
"64294"	"123268"
"64294"	"363682"
"90896"	"90513"
"95983"	"148412"
"168709"	"298247"
"43839"	"232036"
"43839"	"232067"
"43806"	"319833"
"161390"	"143439"
"14547"	"243794"
"168901"	"297326"
"132353"	"139899"
"116264"	"33228"
"116264"	"313399"
"31494"	"210701"
"75936"	"280902"
"101494"	"195852"
"42380"	"291442"
"21612"	"304037"
"68036"	"124875"
"4606"	"236219"
"9602"	"317487"
"120460"	"198846"
"31448"	"215197"
"42916"	"136661"
"121329"	"190565"
"121329"	"190583"
"142265"	"112410"
"24028"	"246452"
"118467"	"247959"
"88198"	"189072"
"88198"	"189075"
"115719"	"225902"
"147837"	"201393"
"177040"	"233926"
"161457"	"133877"
"148701"	"297394"
"184148"	"138619"
"49940"	"98569"
"39859"	"163870"
"39859"	"163872"
"52540"	"181759"
"17167"	"209378"
"102127"	"254637"
"40742"	"259889"
"175423"	"143440"
"146486"	"89713"
"160519"	"363691"
"23282"	"227864"
"102117"	"235333"
"55101"	"413470"
"94464"	"179897"
"94464"	"179899"
"183594"	"259299"
"91091"	"99204"
"159792"	"236050"
"158926"	"205802"
"17073"	"257810"
"26913"	"240780"
"159543"	"213219"
"121738"	"412212"
"52279"	"265681"
"168951"	"198426"
"158442"	"204046"
"158442"	"204047"
"183348"	"304600"
"173949"	"162776"
"99684"	"475157"
"99684"	"475158"
"157737"	"260892"
"58633"	"266918"
"175588"	"190816"
"46972"	"341230"
"17722"	"236596"
"138709"	"226578"
"60534"	"306691"
"185585"	"7066"
"13284"	"177263"
"13284"	"177264"
"90121"	"300401"
"164592"	"190654"
"44517"	"347470"
"14934"	"226150"
"100464"	"186855"
"100464"	"186856"
"100464"	"186857"
"157554"	"216466"
"11295"	"212970"
"11295"	"212971"
"11295"	"212972"
"11295"	"212973"
"11295"	"212975"
"11295"	"212976"
"6872"	"217792"
"57203"	"190659"
"57203"	"190660"
"17917"	"316891"
"178652"	"197541"
"24867"	"236325"
"8402"	"196101"
"19134"	"257354"
"138287"	"210925"
"155326"	"119206"
"106345"	"128756"
"136583"	"28251"
"123648"	"233817"
"136712"	"308076"
"331"	"18922"
"331"	"18923"
"112951"	"291769"
"116333"	"195281"
"116333"	"195282"
"128220"	"326034"
"106389"	"157142"
"106389"	"157144"
"106389"	"157145"
"134319"	"410909"
"34230"	"367849"
"103586"	"200242"
"153223"	"103332"
"153223"	"103333"
"120803"	"130882"
"113436"	"252129"
"182087"	"211199"
"182087"	"211200"
"115155"	"355023"
"18382"	"272549"
"141555"	"214775"
"164760"	"225899"
"13062"	"148360"
"141741"	"171437"
"13046"	"158473"
"13046"	"158633"
"140882"	"242869"
"148664"	"459524"
"185225"	"266718"
"144967"	"226243"
"122606"	"291545"
"13914"	"182043"
"117478"	"350656"
"180893"	"14677"
"182070"	"292700"
"99912"	"192075"
"2540"	"177039"
"144482"	"159860"
"52525"	"86146"
"52525"	"338638"
"114373"	"177974"
"172681"	"209074"
"130703"	"244527"
"148842"	"396474"
"174610"	"57328"
"14075"	"118910"
"14075"	"118911"
"60797"	"38051"
"7763"	"200170"
"112521"	"141588"
"112521"	"141589"
"112521"	"141591"
"112521"	"141756"
"112521"	"141757"
"112521"	"141759"
"69403"	"228170"
"60101"	"442829"
"91554"	"278007"
"3355"	"352397"
"169582"	"105314"
"116666"	"139467"
"15699"	"293762"
"35205"	"314566"
"88742"	"89110"
"175799"	"169903"
"100469"	"135229"
"115602"	"130568"
"170746"	"182035"
"106348"	"115909"
"151080"	"193618"
"95738"	"270985"
"176248"	"409340"
"162711"	"214281"
"166612"	"134772"
"37848"	"231666"
"47869"	"67605"
"89150"	"134944"
"35454"	"225779"
"41314"	"295680"
"185469"	"347342"
"176178"	"160401"
"161379"	"156853"
"161379"	"156857"
"155536"	"197630"
"56640"	"247613"
"59222"	"126246"
"96863"	"174567"
"43787"	"153831"
"43787"	"153832"
"182387"	"258298"
"182387"	"258300"
"127027"	"227743"
"27721"	"380836"
"171578"	"174074"
"99647"	"350871"
"172165"	"251887"
"115179"	"208220"
"131668"	"304038"
"71159"	"259874"
"98809"	"285031"
"131808"	"269348"
"6326"	"220593"
"106666"	"388434"
"121672"	"200281"
"90694"	"405059"
"180855"	"189229"
"43940"	"252684"
"137422"	"146224"
"103140"	"180043"
"171228"	"212851"
"32133"	"182418"
"27940"	"171294"
"99281"	"178988"
"77056"	"137256"
"14630"	"387684"
"17412"	"279962"
"91005"	"280069"
"78073"	"235867"
"114743"	"194307"
"53877"	"211372"
"133907"	"199563"
"140807"	"48956"
"140807"	"48957"
"93985"	"333932"
"182210"	"245774"
"77597"	"169700"
"33938"	"352559"
"47818"	"199414"
"185030"	"244793"
"184935"	"263051"
"184935"	"263052"
"184935"	"263053"
"117952"	"254471"
"139223"	"241778"
"139223"	"241842"
"9999"	"246908"
"174448"	"390995"
"48195"	"120908"
"24790"	"370336"
"128384"	"229164"
"128384"	"229165"
"36684"	"305077"
"49863"	"245610"
"108380"	"166736"
"108380"	"166738"
"186147"	"208080"
"37283"	"256914"
"137207"	"258865"
"128460"	"155659"
"155172"	"192137"
"71578"	"202177"
"43986"	"223367"
"59110"	"222153"
"430"	"158108"
"430"	"158109"
"104677"	"222307"
"64274"	"288131"
"168519"	"204116"
"64282"	"370452"
"112802"	"130425"
"93282"	"299482"
"11533"	"200147"
"1397"	"244543"
"59182"	"298431"
"32307"	"338927"
"44035"	"194655"
"120528"	"314474"
"175017"	"134753"
"39926"	"393371"
"63147"	"172514"
"40726"	"220817"
"129847"	"226770"
"43795"	"278496"
"55215"	"140693"
"146859"	"285074"
"61671"	"183229"
"61671"	"183231"
"147226"	"217831"
"114471"	"372509"
"7882"	"233445"
"147463"	"347127"
"169051"	"147611"
"47166"	"312715"
"118209"	"158457"
"147653"	"235197"
"52466"	"119556"
"44770"	"363474"
"172726"	"159260"
"29191"	"226144"
"1475"	"146882"
"93120"	"200348"
"182316"	"337716"
"1519"	"117097"
"142895"	"197943"
"116749"	"350588"
"38975"	"291450"
"184377"	"283921"
"31468"	"168356"
"31468"	"168357"
"26951"	"278207"
"132301"	"211675"
"132243"	"173734"
"12086"	"224791"
"1927"	"271208"
"1927"	"271209"
"144990"	"207963"
"30634"	"247184"
"26896"	"179869"
"129647"	"177257"
"31169"	"281595"
"160533"	"254574"
"162842"	"96230"
"162842"	"96233"
"162807"	"66671"
"115554"	"200706"
"157884"	"230174"
"115571"	"335936"
"60579"	"203288"
"57450"	"134234"
"176729"	"266651"
"20656"	"301218"
"66682"	"183246"
"165792"	"267119"
"125100"	"225073"
"97698"	"125997"
"67283"	"1465"
"67283"	"298139"
"46240"	"286575"
"159134"	"107810"
"159134"	"107995"
"159134"	"107996"
"162106"	"376358"
"111766"	"292764"
"159464"	"239637"
"111804"	"183725"
"111288"	"315353"
"111288"	"315354"
"179580"	"124384"
"116974"	"264775"
"8685"	"263522"
"97165"	"320693"
"125907"	"211144"
"46237"	"334751"
"156871"	"168080"
"8667"	"152984"
"8698"	"287293"
"24529"	"178309"
"14768"	"261725"
"167321"	"198530"
"29602"	"203168"
"35317"	"295463"
"146702"	"132571"
"47454"	"267103"
"110154"	"212028"
"173117"	"305527"
"134310"	"399980"
"89605"	"261731"
"99054"	"299070"
"40204"	"310649"
"14158"	"40966"
"111632"	"337931"
"90196"	"142436"
"57828"	"259559"
"12560"	"257921"
"131291"	"262684"
"94494"	"388811"
"160147"	"174208"
"113558"	"102443"
"141987"	"253733"
"174514"	"74013"
"102178"	"241512"
"141198"	"144631"
"779"	"103572"
"30156"	"264811"
"131691"	"433753"
"156164"	"318797"
"175058"	"344610"
"125902"	"280186"
"38628"	"187712"
"146477"	"211990"
"96472"	"57965"
"18277"	"304680"
"97611"	"226763"
"655"	"158110"
"74559"	"185510"
"146942"	"259262"
"98320"	"191467"
"98320"	"406058"
"89509"	"208095"
"176308"	"193960"
"33504"	"76785"
"126577"	"275508"
"172826"	"201605"
"159296"	"115046"
"10280"	"361056"
"168555"	"211956"
"134533"	"248241"
"172699"	"238585"
"123335"	"212434"
"2794"	"158296"
"2794"	"158461"
"55656"	"211338"
"55656"	"211339"
"8897"	"224977"
"93591"	"160640"
"93591"	"160644"
"138337"	"389185"
"101593"	"128451"
"172717"	"356347"
"80940"	"517"
"80940"	"297931"
"169357"	"407177"
"183241"	"236255"
"183241"	"236256"
"183241"	"236257"
"168465"	"191893"
"147147"	"261793"
"92227"	"189222"
"59356"	"250349"
"165397"	"111762"
"159677"	"389537"
"18174"	"341249"
"163077"	"217346"
"14108"	"204365"
"115427"	"200348"
"40355"	"300108"
"44447"	"230706"
"18160"	"408964"
"58388"	"129169"
"175996"	"89835"
"164479"	"243747"
"171310"	"329261"
"170027"	"260074"
"28504"	"206832"
"117786"	"189828"
"35408"	"153087"
"123296"	"293689"
"39794"	"191962"
"176277"	"143425"
"143133"	"159380"
"173856"	"131782"
"173856"	"131783"
"42922"	"207212"
"34038"	"203310"
"103187"	"226804"
"132389"	"177188"
"133796"	"145010"
"47676"	"184714"
"5713"	"212227"
"11719"	"75866"
"11719"	"75867"
"11719"	"75869"
"11719"	"76058"
"11719"	"76059"
"63039"	"330253"
"14666"	"155260"
"11704"	"465727"
"180529"	"319269"
"132335"	"259258"
"174100"	"173245"
"21608"	"225893"
"103198"	"272669"
"9009"	"258843"
"103217"	"429288"
"32622"	"284542"
"42979"	"122002"
"42979"	"122003"
"54178"	"243882"
"142554"	"150454"
"142272"	"123377"
"84699"	"253073"
"177388"	"260258"
"43473"	"267102"
"112575"	"135815"
"97930"	"310948"
"132900"	"239213"
"184751"	"381629"
"180115"	"120963"
"123133"	"471596"
"84830"	"133430"
"84830"	"133431"
"162599"	"304602"
"58146"	"190292"
"133157"	"194421"
"139799"	"69423"
"30699"	"267423"
"30699"	"267424"
"47996"	"130712"
"166959"	"169949"
"109663"	"95762"
"91991"	"358581"
"91991"	"358582"
"173393"	"226881"
"105658"	"191000"
"174991"	"194037"
"33242"	"193611"
"167504"	"10293"
"162150"	"327383"
"35164"	"132193"
"91388"	"208628"
"162311"	"308298"
"180630"	"50240"
"90641"	"318288"
"58129"	"353466"
"102835"	"250223"
"106763"	"143113"
"173786"	"308125"
"184270"	"309266"
"17020"	"220913"
"179140"	"6759"
"179140"	"300993"
"167525"	"170183"
"105096"	"212066"
"54631"	"199041"
"108908"	"215477"
"21285"	"241247"
"179234"	"358929"
"184132"	"246175"
"21690"	"149872"
"21690"	"149876"
"21690"	"149879"
"68088"	"111231"
"97893"	"214743"
"20940"	"372521"
"10240"	"156654"
"10240"	"156655"
"152692"	"227795"
"24068"	"289463"
"62632"	"258403"
"99749"	"117673"
"182106"	"421511"
"53281"	"103955"
"99765"	"145347"
"9756"	"134316"
"9756"	"134317"
"174392"	"180638"
"114796"	"378422"
"136609"	"253047"
"4473"	"272734"
"182045"	"227068"
"3734"	"159322"
"47001"	"245151"
"106362"	"415567"
"106362"	"415568"
"4523"	"78886"
"4523"	"78888"
"151563"	"229136"
"104146"	"290356"
"26359"	"108054"
"117443"	"449377"
"16522"	"225888"
"151839"	"493173"
"163432"	"340624"
"56426"	"164985"
"8788"	"256026"
"8788"	"256101"
"26161"	"132075"
"182349"	"345799"
"46836"	"177036"
"129225"	"209209"
"97389"	"179093"
"122586"	"184481"
"175788"	"160398"
"92487"	"183621"
"172083"	"363120"
"100125"	"199512"
"112904"	"167506"
"36801"	"275155"
"110591"	"84740"
"178626"	"325606"
"156550"	"178456"
"90340"	"96103"
"95271"	"347352"
"28"	"198681"
"115067"	"30833"
"90342"	"123643"
"90342"	"123645"
"24591"	"322497"
"166097"	"201719"
"120272"	"200611"
"48157"	"168669"
"48157"	"168673"
"48157"	"168674"
"41638"	"179261"
"41327"	"188865"
"25615"	"260193"
"112825"	"206256"
"166481"	"193545"
"136116"	"270052"
"136052"	"302779"
"114898"	"149433"
"128770"	"212837"
"36625"	"190242"
"110861"	"146503"
"44592"	"147014"
"128120"	"393997"
"16165"	"214273"
"25244"	"351717"
"13604"	"232368"
"166408"	"225988"
"3970"	"134207"
"25165"	"212095"
"169183"	"164162"
"151553"	"242994"
"89185"	"130592"
"99723"	"203605"
"182528"	"364552"
"137994"	"144942"
"49591"	"233670"
"13812"	"239612"
"40769"	"392697"
"129804"	"196900"
"172573"	"149575"
"112983"	"447975"
"117814"	"298414"
"3255"	"239821"
"40808"	"179198"
"27097"	"258332"
"88358"	"100417"
"129709"	"103137"
"137826"	"225204"
"27047"	"192426"
"149998"	"205176"
"3276"	"180552"
"3276"	"180554"
"3278"	"281522"
"118663"	"302165"
"18078"	"217075"
"49583"	"232601"
"181146"	"206922"
"118320"	"179257"
"118320"	"179258"
"22727"	"127909"
"163290"	"170242"
"166895"	"116052"
"89372"	"119732"
"101514"	"261325"
"179506"	"253040"
"17529"	"255056"
"27848"	"232571"
"101466"	"254616"
"116430"	"224831"
"44475"	"80908"
"3079"	"103631"
"3079"	"103635"
"127160"	"21627"
"158349"	"258547"
"101274"	"279309"
"88419"	"172973"
"151365"	"171122"
"23828"	"169950"
"134820"	"209329"
"158279"	"181177"
"4618"	"54872"
"4618"	"54873"
"4618"	"54875"
"4618"	"55223"
"151276"	"259006"
"42109"	"113910"
"181241"	"250412"
"104131"	"259924"
"181312"	"336698"
"172544"	"129333"
"101051"	"102103"
"99654"	"180179"
"36028"	"301963"
"47062"	"296120"
"53074"	"145441"
"53074"	"145451"
"53074"	"145541"
